"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2005","EE",11051,133.558407291917,"4",1924,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",1105,80,80
"2005","EE",11421,133.558407291917,"1",1936,"1","1","3","1","11","3","NA","NA","NA","NA","NA","NA",1142,68,69
"2005","EE",11631,133.558407291917,"3",1940,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1163,64,65
"2005","EE",11661,133.558407291917,"3",1955,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1166,49,49
"2005","EE",11711,133.558407291917,"2",1962,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1171,42,43
"2005","EE",11821,133.558407291917,"1",1957,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",1182,47,48
"2005","EE",12151,133.558407291917,"2",1980,"2","1","4","1","NA","NA","NA","NA","NA","0","NA","NA",1215,24,24
"2005","EE",12461,133.558407291917,"4",1946,"2","1","2","1","11","2","NA","NA","NA","NA","NA","0",1246,58,58
"2005","EE",12631,133.558407291917,"3",1938,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1263,66,67
"2005","EE",12811,133.558407291917,"4",1925,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1281,79,79
"2005","EE",12911,133.558407291917,"4",1934,"1","1","4","1","11","2","NA","20","NA","NA","NA","NA",1291,70,71
"2005","EE",12921,133.558407291917,"1",1924,"2","1","1","1","11","2","0","NA","NA","0","NA","NA",1292,80,80
"2005","EE",12931,133.558407291917,"4",1983,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1293,21,22
"2005","EE",12991,133.558407291917,"2",1926,"2","1","1","1","NA","1","NA","NA","NA","NA","NA","NA",1299,78,78
"2005","EE",13251,133.558407291917,"1",1925,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1325,79,79
"2005","EE",13361,133.558407291917,"1",1944,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",1336,60,60
"2005","EE",13371,133.558407291917,"1",1935,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",1337,69,69
"2005","EE",13571,133.558407291917,"4",1948,"2","1","2","4","11","NA","NA","25","NA","NA","NA","NA",1357,56,57
"2005","EE",13641,133.558407291917,"1",1983,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",1364,21,21
"2005","EE",14081,133.558407291917,"1",1947,"2","1","1","4","11","2","NA","NA","0","NA","NA","NA",1408,57,58
"2005","EE",14661,133.558407291917,"4",1924,"1","1","2","1","11","2","40","NA","NA","NA","NA","NA",1466,80,80
"2005","EE",14691,133.558407291917,"2",1953,"2","1","4","1","23","2","NA","NA","NA","0","0","NA",1469,51,51
"2005","EE",15051,133.558407291917,"3",1944,"1","1","3","4","11","2","NA","NA","NA","0","NA","NA",1505,60,61
"2005","EE",15281,133.558407291917,"2",1941,"2","1","2","1","11","2","NA","NA","NA","0","NA","NA",1528,63,63
"2005","EE",15851,133.558407291917,"4",1924,"2","1","1","1","11","2","NA","NA","10","NA","NA","NA",1585,80,80
"2005","EE",15881,133.558407291917,"4",1937,"1","1","4","4","NA","2","NA","25","NA","NA","0","NA",1588,67,68
"2005","EE",16111,133.558407291917,"4",1938,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",1611,66,67
"2005","EE",16281,133.558407291917,"2",1977,"2","1","3","1","11","NA","NA","30","NA","NA","NA","NA",1628,27,27
"2005","EE",16381,133.558407291917,"2",1936,"2","1","1","1","11","NA","40","NA","NA","NA","0","0",1638,68,69
"2005","EE",16831,133.558407291917,"4",1946,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",1683,58,59
"2005","EE",17061,133.558407291917,"3",1927,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1706,77,77
"2005","EE",17101,133.558407291917,"2",1932,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1710,72,73
"2005","EE",17381,133.558407291917,"2",1936,"1","1","2","1","NA","2","NA","28","NA","NA","NA","NA",1738,68,68
"2005","EE",18091,133.558407291917,"2",1936,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1809,68,69
"2005","EE",18401,133.558407291917,"2",1924,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",1840,80,80
"2005","EE",19041,133.558407291917,"1",1958,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1904,46,46
"2005","EE",19401,133.558407291917,"2",1926,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",1940,78,79
"2005","EE",19781,133.558407291917,"4",1956,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1978,48,48
"2005","EE",19871,133.558407291917,"4",1924,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1987,80,80
"2005","EE",20051,133.558407291917,"2",1940,"2","1","1","1","23","2","NA","NA","NA","NA","NA","NA",2005,64,64
"2005","EE",20171,133.558407291917,"4",1977,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",2017,27,27
"2005","EE",20551,133.558407291917,"3",1941,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",2055,63,64
"2005","EE",20851,133.558407291917,"2",1980,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",2085,24,25
"2005","EE",20951,133.558407291917,"1",1935,"2","1","1","1","11","1","NA","NA","0","NA","NA","NA",2095,69,69
"2005","EE",21231,133.558407291917,"1",1932,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2123,72,72
"2005","EE",22111,133.558407291917,"3",1942,"2","1","1","1","NA","2","40","NA","NA","NA","NA","0",2211,62,63
"2005","EE",22651,133.558407291917,"2",1946,"2","1","1","4","11","2","NA","NA","0","NA","NA","NA",2265,58,58
"2005","EE",22761,133.558407291917,"4",1944,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2276,60,60
"2005","EE",22781,133.558407291917,"2",1930,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2278,74,75
"2005","EE",23071,133.558407291917,"1",1935,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2307,69,69
"2005","EE",23821,133.558407291917,"4",1925,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",2382,79,79
"2005","EE",23971,133.558407291917,"1",1936,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",2397,68,68
"2005","EE",24031,133.558407291917,"1",1957,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",2403,47,47
"2005","EE",24141,133.558407291917,"4",1926,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2414,78,79
"2005","EE",24221,133.558407291917,"4",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2422,77,77
"2005","EE",24351,133.558407291917,"4",1932,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2435,72,73
"2005","EE",24441,133.558407291917,"3",1928,"1","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",2444,76,76
"2005","EE",24691,133.558407291917,"3",1935,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",2469,69,69
"2005","EE",24951,133.558407291917,"4",1980,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2495,24,25
"2005","EE",25241,133.558407291917,"3",1938,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",2524,66,67
"2005","EE",25291,133.558407291917,"4",1945,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",2529,59,60
"2005","EE",25401,133.558407291917,"4",1977,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2540,27,27
"2005","EE",25611,133.558407291917,"1",1932,"2","1","1","4","11","2","NA","32","NA","NA","NA","NA",2561,72,72
"2005","EE",25791,133.558407291917,"2",1936,"2","1","3","1","11","2","40","NA","NA","NA","NA","NA",2579,68,68
"2005","EE",25901,133.558407291917,"2",1975,"1","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",2590,29,30
"2005","EE",25951,133.558407291917,"1",1928,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",2595,76,77
"2005","EE",26421,133.558407291917,"4",1975,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2642,29,29
"2005","EE",27011,133.558407291917,"3",1950,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2701,54,54
"2005","EE",27661,133.558407291917,"2",1965,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",2766,39,40
"2005","EE",28221,133.558407291917,"3",1957,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2822,47,47
"2005","EE",28821,133.558407291917,"2",1938,"2","1","1","1","11","2","0","NA","NA","NA","NA","0",2882,66,67
"2005","EE",29501,133.558407291917,"4",1924,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2950,80,80
"2005","EE",30251,133.558407291917,"4",1924,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",3025,80,80
"2005","EE",30551,133.558407291917,"2",1972,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",3055,32,32
"2005","EE",30691,133.558407291917,"1",1933,"2","1","1","1","NA","2","NA","NA","NA","0","NA","NA",3069,71,72
"2005","EE",30781,133.558407291917,"1",1952,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3078,52,52
"2005","EE",31481,133.558407291917,"4",1933,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",3148,71,71
"2005","EE",32041,133.558407291917,"1",1924,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3204,80,80
"2005","EE",32151,133.558407291917,"2",1939,"2","1","4","1","11","2","0","NA","0","NA","NA","NA",3215,65,65
"2005","EE",32311,133.558407291917,"4",1939,"2","1","1","1","11","2","NA","25","0","NA","NA","NA",3231,65,66
"2005","EE",32681,133.558407291917,"4",1950,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3268,54,54
"2005","EE",32761,133.558407291917,"1",1982,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3276,22,23
"2005","EE",32851,133.558407291917,"1",1974,"1","1","1","1","11","2","NA","NA","0","NA","0","NA",3285,30,30
"2005","EE",33041,133.558407291917,"2",1947,"2","1","1","1","11","2","NA","NA","0","NA","0","NA",3304,57,58
"2005","EE",33411,133.558407291917,"2",1924,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3341,80,80
"2005","EE",33461,133.558407291917,"4",1926,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",3346,78,79
"2005","EE",33481,133.558407291917,"2",1953,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",3348,51,51
"2005","EE",33731,133.558407291917,"1",1954,"1","1","2","1","11","2","NA","NA","NA","NA","NA","0",3373,50,50
"2005","EE",33931,133.558407291917,"4",1934,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",3393,70,70
"2005","EE",34151,133.558407291917,"4",1949,"1","1","2","1","NA","2","NA","NA","NA","0","NA","NA",3415,55,56
"2005","EE",35611,133.558407291917,"2",1942,"1","1","1","1","11","5","NA","NA","0","NA","NA","NA",3561,62,62
"2005","EE",35751,133.558407291917,"2",1946,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3575,58,59
"2005","EE",35891,133.558407291917,"3",1950,"2","1","4","1","11","NA","NA","NA","0","NA","0","NA",3589,54,54
"2005","EE",36241,133.558407291917,"2",1953,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3624,51,52
"2005","EE",36431,133.558407291917,"3",1926,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3643,78,79
"2005","EE",36741,133.558407291917,"4",1927,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",3674,77,77
"2005","EE",37141,133.558407291917,"1",1932,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",3714,72,73
"2005","EE",37621,133.558407291917,"4",1924,"2","1","4","4","11","5","0","NA","NA","NA","NA","NA",3762,80,80
"2005","EE",37671,133.558407291917,"4",1930,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",3767,74,75
"2005","EE",38191,133.558407291917,"1",1924,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3819,80,80
"2005","EE",38221,133.558407291917,"3",1975,"1","1","4","4","11","2","NA","NA","0","NA","NA","0",3822,29,30
"2005","EE",38691,133.558407291917,"2",1941,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",3869,63,64
"2005","EE",39031,133.558407291917,"4",1924,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",3903,80,80
"2005","EE",39111,133.558407291917,"4",1937,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",3911,67,68
"2005","EE",39241,133.558407291917,"1",1947,"2","1","1","1","11","1","NA","NA","NA","NA","NA","NA",3924,57,57
"2005","EE",39261,133.558407291917,"2",1926,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3926,78,78
"2005","EE",39581,133.558407291917,"4",1925,"1","1","4","4","11","2","NA","NA","NA","NA","NA","1",3958,79,79
"2005","EE",39761,133.558407291917,"3",1926,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",3976,78,78
"2005","EE",40241,133.558407291917,"4",1975,"1","1","4","4","11","NA","NA","NA","NA","0","NA","NA",4024,29,29
"2005","EE",40731,133.558407291917,"1",1939,"2","1","4","4","11","2","NA","NA","NA","NA","NA","25",4073,65,66
"2005","EE",40841,133.558407291917,"3",1936,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4084,68,69
"2005","EE",41601,133.558407291917,"3",1977,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",4160,27,27
"2005","EE",41811,133.558407291917,"1",1950,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",4181,54,55
"2005","EE",42431,133.558407291917,"4",1939,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",4243,65,66
"2005","EE",43821,133.558407291917,"2",1973,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4382,31,32
"2005","EE",43891,133.558407291917,"1",1936,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",4389,68,69
"2005","EE",44031,133.558407291917,"4",1925,"2","1","4","1","11","2","NA","25","NA","NA","NA","NA",4403,79,80
"2005","EE",44101,133.558407291917,"1",1924,"2","1","1","1","11","5","NA","NA","0","0","NA","NA",4410,80,80
"2005","EE",44271,133.558407291917,"2",1925,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4427,79,79
"2005","EE",44561,133.558407291917,"3",1924,"2","1","4","1","11","NA","NA","NA","NA","0","NA","NA",4456,80,80
"2005","EE",44841,133.558407291917,"2",1928,"2","1","1","1","11","NA","NA","NA","NA","NA","10","NA",4484,76,76
"2005","EE",45011,133.558407291917,"2",1932,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",4501,72,73
"2005","EE",45161,133.558407291917,"2",1940,"2","1","3","4","11","2","NA","NA","NA","NA","0","NA",4516,64,64
"2005","EE",45191,133.558407291917,"1",1924,"2","1","4","1","11","1","NA","NA","NA","NA","NA","0",4519,80,80
"2005","EE",45651,133.558407291917,"2",1929,"2","1","4","1","11","2","0","NA","NA","NA","NA","NA",4565,75,76
"2005","EE",45731,133.558407291917,"4",1932,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",4573,72,72
"2005","EE",46251,133.558407291917,"4",1969,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",4625,35,36
"2005","EE",46381,133.558407291917,"2",1973,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",4638,31,32
"2005","EE",46851,133.558407291917,"1",1935,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",4685,69,69
"2005","EE",47881,133.558407291917,"2",1933,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4788,71,71
"2005","EE",48091,133.558407291917,"3",1957,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",4809,47,48
"2005","EE",48201,133.558407291917,"4",1937,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",4820,67,67
"2005","EE",48351,133.558407291917,"2",1935,"2","1","1","4","11","5","NA","NA","0","NA","0","NA",4835,69,70
"2005","EE",48521,133.558407291917,"3",1978,"2","1","1","1","11","NA","NA","NA","NA","0","NA","NA",4852,26,26
"2005","EE",48571,133.558407291917,"2",1946,"2","1","1","4","11","NA","NA","NA","NA","NA","0","NA",4857,58,59
"2005","EE",48671,133.558407291917,"1",1976,"2","1","3","1","11","2","NA","NA","NA","NA","NA","0",4867,28,28
"2005","EE",48801,133.558407291917,"2",1938,"1","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",4880,66,67
"2005","EE",49091,133.558407291917,"2",1924,"1","1","1","1","NA","NA","NA","35","NA","NA","NA","NA",4909,80,80
"2005","EE",49141,133.558407291917,"3",1933,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",4914,71,71
"2005","EE",49341,133.558407291917,"1",1924,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",4934,80,80
"2005","EE",50301,133.558407291917,"2",1927,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",5030,77,78
"2005","EE",50411,133.558407291917,"2",1930,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",5041,74,75
"2005","EE",50451,133.558407291917,"3",1940,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",5045,64,64
"2005","EE",51651,133.558407291917,"3",1925,"2","1","1","1","11","1","NA","25","NA","0","NA","NA",5165,79,79
"2005","EE",51711,133.558407291917,"4",1925,"2","1","2","1","11","NA","40","NA","NA","NA","NA","20",5171,79,80
"2005","EE",51941,133.558407291917,"3",1967,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",5194,37,38
"2005","EE",52051,133.558407291917,"2",1958,"1","1","1","4","11","2","NA","NA","NA","0","NA","NA",5205,46,47
"2005","EE",52161,133.558407291917,"1",1955,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","40",5216,49,50
"2005","EE",52291,133.558407291917,"2",1945,"1","1","2","1","NA","3","NA","NA","NA","NA","NA","NA",5229,59,59
"2005","EE",52331,133.558407291917,"4",1935,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",5233,69,69
"2005","EE",52821,133.558407291917,"2",1924,"2","1","1","4","11","2","NA","NA","NA","NA","0","NA",5282,80,80
"2005","EE",53411,133.558407291917,"1",1926,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",5341,78,79
"2005","EE",53851,133.558407291917,"1",1939,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",5385,65,66
"2005","EE",54021,133.558407291917,"2",1936,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",5402,68,69
"2005","EE",54931,133.558407291917,"2",1975,"1","1","1","4","NA","1","NA","NA","NA","NA","NA","NA",5493,29,30
"2005","EE",54971,133.558407291917,"3",1941,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",5497,63,64
"2005","EE",55201,133.558407291917,"1",1926,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",5520,78,79
"2005","EE",55711,133.558407291917,"4",1924,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",5571,80,80
"2005","EE",55841,133.558407291917,"2",1946,"2","1","1","1","11","1","NA","NA","0","NA","NA","NA",5584,58,58
"2005","EE",55911,133.558407291917,"4",1981,"1","1","4","1","NA","2","NA","NA","NA","0","NA","0",5591,23,24
"2005","EE",56461,133.558407291917,"3",1981,"1","1","1","1","NA","2","36","NA","NA","NA","NA","NA",5646,23,24
"2005","EE",56721,133.558407291917,"2",1924,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",5672,80,80
"2005","EE",57281,133.558407291917,"1",1930,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",5728,74,75
"2005","EE",57441,133.558407291917,"2",1924,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",5744,80,80
"2005","EE",57591,133.558407291917,"2",1955,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",5759,49,50
"2005","EE",58011,133.558407291917,"2",1959,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",5801,45,45
"2005","EE",58121,133.558407291917,"3",1926,"2","1","4","1","11","1","NA","NA","NA","NA","NA","NA",5812,78,79
"2005","EE",58281,133.558407291917,"1",1974,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",5828,30,31
"2005","EE",59421,133.558407291917,"2",1934,"1","1","3","1","11","2","NA","NA","0","0","0","NA",5942,70,70
"2005","EE",59801,133.558407291917,"4",1924,"2","1","4","1","NA","NA","0","NA","NA","NA","NA","NA",5980,80,80
"2005","EE",59961,133.558407291917,"4",1948,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",5996,56,56
"2005","EE",59981,133.558407291917,"3",1976,"1","1","3","1","11","5","NA","32","0","NA","NA","NA",5998,28,28
"2005","EE",60861,133.558407291917,"4",1942,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",6086,62,62
"2005","EE",61081,133.558407291917,"2",1980,"2","1","4","1","NA","2","NA","NA","2","NA","0","NA",6108,24,25
"2005","EE",61351,133.558407291917,"2",1924,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",6135,80,80
"2005","EE",61521,133.558407291917,"4",1947,"2","1","1","1","11","2","0","NA","NA","NA","NA","NA",6152,57,57
"2005","EE",61601,133.558407291917,"1",1965,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",6160,39,39
