"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2006","EE",5791,100.362280234417,"1",1925,"2","1","1","4","11","5","NA","NA","NA","NA","NA","NA",579,80,80
"2006","EE",5841,100.362280234417,"2",1983,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",584,22,23
"2006","EE",6021,100.362280234417,"2",1957,"1","1","4","4","11","2","NA","NA","0","NA","0","NA",602,48,49
"2006","EE",6411,100.362280234417,"3",1953,"2","2","4","1","11","2","NA","NA","NA","NA","0","NA",641,52,52
"2006","EE",6471,100.362280234417,"2",1952,"1","1","4","1","11","NA","NA","NA","0","0","NA","NA",647,53,54
"2006","EE",6541,100.362280234417,"2",1930,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",654,75,75
"2006","EE",6551,100.362280234417,"1",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",655,27,27
"2006","EE",6791,100.362280234417,"3",1934,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",679,71,71
"2006","EE",6801,100.362280234417,"2",1940,"2","1","4","4","11","5","NA","NA","NA","NA","NA","NA",680,65,66
"2006","EE",6841,100.362280234417,"2",1927,"1","1","4","4","11","2","NA","NA","0","NA","NA","NA",684,78,78
"2006","EE",6861,100.362280234417,"4",1933,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",686,72,73
"2006","EE",6871,100.362280234417,"3",1950,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",687,55,55
"2006","EE",6921,100.362280234417,"2",1945,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",692,60,61
"2006","EE",7001,100.362280234417,"4",1952,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",700,53,53
"2006","EE",7031,100.362280234417,"1",1937,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",703,68,68
"2006","EE",7131,100.362280234417,"1",1931,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",713,74,75
"2006","EE",7441,100.362280234417,"2",1925,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",744,80,80
"2006","EE",7921,100.362280234417,"4",1932,"2","1","4","1","11","2","NA","NA","NA","0","NA","0",792,73,73
"2006","EE",8241,100.362280234417,"1",1925,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",824,80,80
"2006","EE",8261,100.362280234417,"4",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",826,78,79
"2006","EE",8331,100.362280234417,"2",1980,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",833,25,25
"2006","EE",8491,100.362280234417,"4",1960,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",849,45,45
"2006","EE",8571,100.362280234417,"1",1955,"2","1","3","1","11","2","NA","NA","0","NA","NA","NA",857,50,51
"2006","EE",9131,100.362280234417,"3",1925,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",913,80,80
"2006","EE",9141,100.362280234417,"3",1929,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",914,76,76
"2006","EE",9191,100.362280234417,"2",1977,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",919,28,29
"2006","EE",9231,100.362280234417,"2",1950,"2","1","1","1","11","NA","NA","NA","NA","0","NA","NA",923,55,55
"2006","EE",9391,100.362280234417,"1",1968,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",939,37,38
"2006","EE",9701,100.362280234417,"3",1967,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",970,38,39
"2006","EE",10181,100.362280234417,"3",1940,"1","1","3","1","11","2","NA","NA","NA","0","NA","0",1018,65,66
"2006","EE",10241,100.362280234417,"1",1925,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",1024,80,80
"2006","EE",10321,100.362280234417,"1",1936,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",1032,69,70
"2006","EE",10451,100.362280234417,"1",1946,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",1045,59,59
"2006","EE",10821,100.362280234417,"2",1925,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",1082,80,80
"2006","EE",10911,100.362280234417,"4",1926,"2","1","4","4","11","NA","NA","NA","NA","NA","NA","0",1091,79,79
"2006","EE",11221,100.362280234417,"2",1934,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1122,71,72
"2006","EE",11261,100.362280234417,"4",1935,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1126,70,70
"2006","EE",11601,100.362280234417,"1",1954,"1","1","1","1","11","NA","NA","NA","NA","0","0","NA",1160,51,51
"2006","EE",11811,100.362280234417,"2",1926,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1181,79,80
"2006","EE",11841,100.362280234417,"2",1939,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1184,66,66
"2006","EE",11891,100.362280234417,"3",1936,"2","1","4","1","11","2","0","NA","NA","NA","NA","NA",1189,69,69
"2006","EE",12001,100.362280234417,"1",1932,"2","1","3","4","11","2","NA","NA","NA","NA","0","NA",1200,73,73
"2006","EE",12331,100.362280234417,"4",1930,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1233,75,75
"2006","EE",12651,100.362280234417,"2",1927,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1265,78,78
"2006","EE",12821,100.362280234417,"4",1925,"2","1","4","1","NA","NA","NA","NA","NA","NA","0","NA",1282,80,80
"2006","EE",13011,100.362280234417,"4",1944,"2","1","1","1","NA","NA","0","30","NA","NA","NA","10",1301,61,61
"2006","EE",13111,100.362280234417,"1",1943,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1311,62,62
"2006","EE",13121,100.362280234417,"3",1935,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1312,70,70
"2006","EE",13131,100.362280234417,"1",1948,"2","1","1","1","NA","2","NA","NA","NA","NA","0","NA",1313,57,57
"2006","EE",13191,100.362280234417,"3",1935,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",1319,70,71
"2006","EE",13451,100.362280234417,"4",1946,"2","1","2","1","11","2","NA","30","NA","NA","NA","NA",1345,59,59
"2006","EE",13561,100.362280234417,"3",1957,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",1356,48,48
"2006","EE",13571,100.362280234417,"4",1934,"2","1","1","1","11","NA","0","NA","NA","NA","NA","NA",1357,71,72
"2006","EE",13781,100.362280234417,"3",1929,"1","1","1","1","11","2","NA","NA","0","0","NA","NA",1378,76,76
"2006","EE",13851,100.362280234417,"2",1981,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",1385,24,24
"2006","EE",14141,100.362280234417,"1",1934,"2","2","1","1","11","2","40","NA","0","NA","NA","NA",1414,71,72
"2006","EE",14291,100.362280234417,"4",1933,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",1429,72,73
"2006","EE",14481,100.362280234417,"2",1925,"2","1","4","4","11","5","NA","NA","NA","NA","NA","NA",1448,80,80
"2006","EE",14881,100.362280234417,"3",1935,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",1488,70,71
"2006","EE",14921,100.362280234417,"3",1934,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1492,71,72
"2006","EE",15271,100.362280234417,"2",1943,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",1527,62,63
"2006","EE",15521,100.362280234417,"3",1977,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1552,28,28
"2006","EE",16081,100.362280234417,"1",1964,"2","1","1","4","11","2","NA","NA","NA","NA","NA","0",1608,41,41
"2006","EE",16091,100.362280234417,"1",1985,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1609,20,21
"2006","EE",16121,100.362280234417,"2",1930,"1","1","3","1","11","2","NA","NA","NA","NA","NA","0",1612,75,76
"2006","EE",16351,100.362280234417,"3",1934,"2","2","3","1","NA","2","NA","NA","NA","NA","NA","0",1635,71,71
"2006","EE",16361,100.362280234417,"1",1929,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",1636,76,77
"2006","EE",16481,100.362280234417,"4",1968,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",1648,37,38
"2006","EE",16531,100.362280234417,"4",1971,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1653,34,34
"2006","EE",16621,100.362280234417,"4",1968,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",1662,37,37
"2006","EE",16631,100.362280234417,"2",1926,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1663,79,80
"2006","EE",16671,100.362280234417,"1",1931,"2","1","4","1","11","2","NA","0","NA","NA","NA","NA",1667,74,74
"2006","EE",17091,100.362280234417,"3",1943,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1709,62,63
"2006","EE",17321,100.362280234417,"1",1925,"2","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",1732,80,80
"2006","EE",17331,100.362280234417,"3",1953,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",1733,52,52
"2006","EE",17371,100.362280234417,"4",1938,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1737,67,67
"2006","EE",17641,100.362280234417,"3",1925,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",1764,80,80
"2006","EE",18361,100.362280234417,"3",1971,"1","1","2","4","11","2","NA","25","NA","NA","NA","NA",1836,34,35
"2006","EE",18531,100.362280234417,"3",1925,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1853,80,80
"2006","EE",18591,100.362280234417,"2",1926,"2","1","3","1","11","2","NA","NA","NA","NA","NA","0",1859,79,79
"2006","EE",18681,100.362280234417,"3",1970,"2","1","1","1","11","2","NA","28","NA","NA","NA","NA",1868,35,36
"2006","EE",19341,100.362280234417,"4",1925,"1","1","1","1","11","NA","NA","NA","NA","NA","0","NA",1934,80,80
"2006","EE",19491,100.362280234417,"3",1934,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1949,71,71
"2006","EE",19501,100.362280234417,"1",1980,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1950,25,25
"2006","EE",19691,100.362280234417,"2",1978,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1969,27,27
"2006","EE",20081,100.362280234417,"1",1960,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",2008,45,46
"2006","EE",20181,100.362280234417,"4",1932,"2","1","3","4","11","NA","40","NA","NA","NA","NA","NA",2018,73,73
"2006","EE",20361,100.362280234417,"1",1976,"1","1","4","1","11","2","45","NA","NA","NA","NA","NA",2036,29,29
"2006","EE",20471,100.362280234417,"1",1953,"1","1","4","1","NA","2","NA","NA","NA","NA","0","NA",2047,52,53
"2006","EE",20871,100.362280234417,"3",1968,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",2087,37,38
"2006","EE",21171,100.362280234417,"1",1927,"1","1","3","1","11","2","NA","NA","NA","0","NA","0",2117,78,79
"2006","EE",21271,100.362280234417,"1",1977,"2","1","1","1","11","2","NA","NA","NA","0","0","NA",2127,28,28
"2006","EE",21411,100.362280234417,"2",1925,"2","1","1","4","NA","2","NA","NA","NA","0","NA","NA",2141,80,80
"2006","EE",21551,100.362280234417,"1",1951,"2","1","2","1","11","2","NA","NA","NA","NA","0","NA",2155,54,54
"2006","EE",22371,100.362280234417,"2",1948,"2","1","1","4","11","NA","35","NA","NA","NA","NA","NA",2237,57,57
"2006","EE",22401,100.362280234417,"2",1939,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2240,66,67
"2006","EE",22451,100.362280234417,"2",1968,"1","1","1","4","11","2","NA","NA","NA","NA","NA","0",2245,37,38
"2006","EE",23011,100.362280234417,"1",1981,"1","1","1","4","11","2","NA","NA","0","NA","0","NA",2301,24,25
"2006","EE",23111,100.362280234417,"4",1925,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",2311,80,80
"2006","EE",23131,100.362280234417,"1",1925,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",2313,80,80
"2006","EE",23421,100.362280234417,"1",1926,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2342,79,79
"2006","EE",24111,100.362280234417,"3",1941,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2411,64,64
"2006","EE",24131,100.362280234417,"1",1931,"1","2","3","1","11","5","NA","NA","NA","NA","NA","NA",2413,74,74
"2006","EE",24191,100.362280234417,"2",1954,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2419,51,51
"2006","EE",24331,100.362280234417,"4",1925,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2433,80,80
"2006","EE",24391,100.362280234417,"3",1952,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2439,53,54
"2006","EE",24411,100.362280234417,"3",1938,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2441,67,67
"2006","EE",24471,100.362280234417,"2",1925,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",2447,80,80
"2006","EE",24511,100.362280234417,"4",1939,"2","1","1","1","11","2","0","NA","NA","0","NA","NA",2451,66,66
"2006","EE",24581,100.362280234417,"1",1964,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","0",2458,41,42
"2006","EE",24641,100.362280234417,"1",1929,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",2464,76,76
"2006","EE",24671,100.362280234417,"4",1945,"2","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",2467,60,60
"2006","EE",24731,100.362280234417,"3",1948,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",2473,57,57
"2006","EE",24811,100.362280234417,"1",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2481,27,28
"2006","EE",25071,100.362280234417,"4",1973,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",2507,32,33
"2006","EE",25331,100.362280234417,"1",1938,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2533,67,68
"2006","EE",25621,100.362280234417,"2",1934,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2562,71,72
"2006","EE",25661,100.362280234417,"1",1927,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2566,78,79
"2006","EE",25681,100.362280234417,"2",1941,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",2568,64,65
"2006","EE",25791,100.362280234417,"1",1972,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",2579,33,34
"2006","EE",26001,100.362280234417,"3",1953,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2600,52,52
"2006","EE",26191,100.362280234417,"2",1925,"2","1","4","1","11","5","NA","NA","NA","NA","0","NA",2619,80,80
"2006","EE",26301,100.362280234417,"3",1952,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2630,53,54
"2006","EE",26341,100.362280234417,"3",1943,"1","1","4","1","11","NA","NA","NA","NA","0","NA","NA",2634,62,63
"2006","EE",26581,100.362280234417,"4",1925,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2658,80,80
"2006","EE",26821,100.362280234417,"4",1937,"1","1","1","1","NA","2","NA","0","0","NA","NA","NA",2682,68,68
"2006","EE",26961,100.362280234417,"2",1952,"2","1","4","1","11","2","0","NA","NA","NA","NA","NA",2696,53,53
"2006","EE",27411,100.362280234417,"1",1934,"2","1","3","1","NA","2","NA","NA","NA","NA","0","0",2741,71,71
"2006","EE",27951,100.362280234417,"1",1925,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2795,80,80
"2006","EE",28081,100.362280234417,"4",1933,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",2808,72,72
"2006","EE",28641,100.362280234417,"1",1939,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",2864,66,66
"2006","EE",29031,100.362280234417,"3",1958,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2903,47,48
"2006","EE",29251,100.362280234417,"3",1925,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",2925,80,80
"2006","EE",29321,100.362280234417,"4",1950,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2932,55,56
"2006","EE",29331,100.362280234417,"2",1926,"2","1","1","1","NA","5","NA","NA","NA","NA","0","NA",2933,79,80
"2006","EE",29931,100.362280234417,"1",1956,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",2993,49,50
"2006","EE",29961,100.362280234417,"1",1950,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",2996,55,56
"2006","EE",30051,100.362280234417,"1",1929,"1","1","1","1","23","2","NA","NA","NA","0","0","NA",3005,76,77
"2006","EE",30711,100.362280234417,"4",1980,"1","1","1","4","11","2","NA","NA","NA","NA","0","NA",3071,25,25
"2006","EE",31011,100.362280234417,"1",1979,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","0",3101,26,26
"2006","EE",31111,100.362280234417,"4",1935,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",3111,70,70
"2006","EE",31151,100.362280234417,"3",1950,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3115,55,56
"2006","EE",31261,100.362280234417,"3",1935,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",3126,70,70
"2006","EE",31961,100.362280234417,"4",1925,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",3196,80,80
"2006","EE",32521,100.362280234417,"1",1943,"1","1","4","4","NA","5","NA","NA","NA","NA","NA","NA",3252,62,63
"2006","EE",32641,100.362280234417,"3",1935,"2","1","1","4","11","2","45","25","NA","NA","NA","NA",3264,70,70
"2006","EE",32811,100.362280234417,"1",1936,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",3281,69,70
"2006","EE",33181,100.362280234417,"3",1925,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3318,80,80
"2006","EE",33251,100.362280234417,"4",1927,"2","1","1","4","11","2","NA","NA","0","NA","0","NA",3325,78,79
"2006","EE",33351,100.362280234417,"1",1944,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",3335,61,61
"2006","EE",33531,100.362280234417,"3",1945,"2","1","1","1","11","2","NA","27","NA","0","NA","0",3353,60,60
"2006","EE",33911,100.362280234417,"1",1940,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",3391,65,65
"2006","EE",33971,100.362280234417,"1",1930,"2","2","4","1","11","2","NA","NA","2","NA","NA","NA",3397,75,75
"2006","EE",34001,100.362280234417,"2",1944,"1","1","1","1","11","2","NA","25","0","NA","NA","NA",3400,61,61
"2006","EE",34231,100.362280234417,"2",1925,"1","1","1","1","NA","2","NA","NA","NA","0","NA","NA",3423,80,80
"2006","EE",34451,100.362280234417,"4",1941,"2","1","3","1","11","2","NA","NA","NA","0","0","NA",3445,64,64
"2006","EE",34671,100.362280234417,"2",1973,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3467,32,32
"2006","EE",34981,100.362280234417,"2",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3498,27,28
"2006","EE",35711,100.362280234417,"2",1925,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",3571,80,80
"2006","EE",35731,100.362280234417,"4",1937,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",3573,68,69
"2006","EE",36151,100.362280234417,"3",1960,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3615,45,45
"2006","EE",36301,100.362280234417,"1",1955,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",3630,50,51
"2006","EE",36431,100.362280234417,"2",1983,"2","1","1","1","11","NA","NA","20","NA","NA","NA","0",3643,22,22
"2006","EE",36441,100.362280234417,"2",1948,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3644,57,58
"2006","EE",36781,100.362280234417,"4",1955,"2","1","3","1","11","2","NA","25","NA","0","0","NA",3678,50,51
"2006","EE",36991,100.362280234417,"2",1925,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3699,80,80
"2006","EE",37311,100.362280234417,"2",1937,"1","1","3","1","11","2","45","NA","NA","NA","NA","NA",3731,68,69
"2006","EE",37421,100.362280234417,"2",1939,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","0",3742,66,66
"2006","EE",37701,100.362280234417,"2",1931,"1","1","4","4","11","2","NA","20","NA","NA","NA","NA",3770,74,74
"2006","EE",37951,100.362280234417,"4",1935,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",3795,70,71
"2006","EE",38211,100.362280234417,"3",1925,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",3821,80,80
"2006","EE",38241,100.362280234417,"3",1947,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3824,58,58
"2006","EE",38771,100.362280234417,"4",1941,"1","1","4","1","11","5","NA","NA","NA","NA","0","NA",3877,64,64
"2006","EE",38791,100.362280234417,"2",1968,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3879,37,37
"2006","EE",38991,100.362280234417,"1",1930,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3899,75,75
"2006","EE",39281,100.362280234417,"2",1926,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3928,79,80
"2006","EE",39621,100.362280234417,"3",1980,"2","1","3","1","11","2","40","NA","0","0","NA","NA",3962,25,26
"2006","EE",39701,100.362280234417,"4",1931,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",3970,74,75
"2006","EE",39741,100.362280234417,"3",1939,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",3974,66,66
"2006","EE",39851,100.362280234417,"2",1935,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",3985,70,71
"2006","EE",39861,100.362280234417,"1",1955,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3986,50,50
"2006","EE",40171,100.362280234417,"2",1935,"2","1","2","1","11","1","NA","NA","NA","0","NA","NA",4017,70,70
"2006","EE",40211,100.362280234417,"4",1982,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4021,23,23
"2006","EE",40371,100.362280234417,"1",1964,"1","1","1","4","11","2","NA","NA","0","NA","0","NA",4037,41,42
"2006","EE",40861,100.362280234417,"3",1965,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",4086,40,41
"2006","EE",40991,100.362280234417,"1",1938,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",4099,67,68
"2006","EE",41191,100.362280234417,"2",1966,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",4119,39,40
"2006","EE",41351,100.362280234417,"2",1952,"1","1","4","1","11","2","0","NA","NA","NA","NA","0",4135,53,54
"2006","EE",41461,100.362280234417,"4",1936,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",4146,69,70
"2006","EE",41761,100.362280234417,"1",1981,"1","1","4","4","11","NA","NA","NA","NA","NA","NA","NA",4176,24,25
"2006","EE",42241,100.362280234417,"2",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4224,78,79
"2006","EE",42431,100.362280234417,"1",1934,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4243,71,72
"2006","EE",42441,100.362280234417,"2",1975,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",4244,30,30
"2006","EE",43071,100.362280234417,"4",1953,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4307,52,52
"2006","EE",43421,100.362280234417,"4",1938,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",4342,67,67
