"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010"
"2004","EE",248,"1","2004","15",7942,7641,0,0,,,,,,0,0,0,0,0,0,,0,301,0,0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1,,,,,,
"2004","EE",286,"2","2004","10",1663,1583,0,0,,,,,,0,0,0,0,0,0,,0,1,0,80,"NA","2","NA","2","1","1","1","1","2","1","2","4","NA","1","NA","2","1","2","1","1","1","3","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",323,"2","2004","20",6180,5435,0,0,,,,,,0,0,0,0,0,0,,0,745,0,0,"2","2","2","2","1","1","1","1","1","1","1","6","NA","2","NA","2","1","1","2","1","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",383,"3","2004","15",1452,1438,0,0,,,,,,0,0,0,0,0,0,,0,14,0,0,"NA","2","NA","1","1","1","1","1","2","2","1","4","NA","3","NA","2","1","2","2","4","1","2","2","2","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",388,"1","2004","15",7257,6584,0,0,,,,,,0,0,0,0,0,0,,0,0,389,284,"2","2","NA","2","1","1","1","1","3","2","1","2","NA","1","NA","2","1","1","2","4","3","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",434,"2","2004","20",2620,2537,0,0,,,,,,0,0,0,0,0,0,,0,84,0,0,"NA","2","NA","2","1","1","1","1","1","3","1","3","NA","1","NA","2","1","2","2","4","1","4","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",440,"2","2004","20",2529,2521,0,0,,,,,,0,0,0,0,0,0,,0,7,0,1,"2","2","NA","2","1","1","2","1","1","1","1","3","NA","3","NA","2","1","2","1","3","1","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",446,"1","2004","15",1623,1613,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9,"NA","2","NA","2","1","1","1","1","2","1","3","2","NA","1","2","2","2","2","2","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",452,"2","2004","15",2148,749,0,0,,,,,,0,0,0,0,0,0,,0,170,1229,0,"2","1","2","2","1","1","1","1","3","1","NA","4","NA","2","NA","2","2","1","2","4","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",454,"1","2004","20",0,-1184,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1184,"NA","2","2","2","1","1","1","1","2","1","2","5","NA","1","NA","2","1","1","2","2","1","6","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",482,"2","2004","15",4943,3593,0,0,,,,,,0,0,0,0,0,0,,0,1350,0,0,"2","2","2","1","1","1","1","1","1","1","3","3","NA","2","1","2","2","1","2","1","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",495,"2","2004","20",583,51,0,0,,,,,,0,0,0,0,0,0,,0,0,0,532,"2","2","NA","2","1","1","1","1","1","1","1","3","NA","3","NA","2","1","1","2","1","1","4","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",508,"3","2004","15",223,210,223,223,,,,,,223,0,0,0,0,0,,0,13,0,0,"NA","2","NA","1","1","1","1","1","1","3","1","2","NA","1","NA","2","2","2","2","1","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",516,"1","2004","10",3421,2728,0,0,,,,,,0,3,0,0,0,0,,0,0,338,355,"2","2","NA","1","2","1","1","1","2","1","2","1","NA","1","2","2","1","1","2","4","1","2","1","1","NA","NA","NA","2","2","1",1,,,,,,
"2004","EE",545,"2","2004","20",1871,1864,0,0,,,,,,0,0,0,0,0,0,,0,0,0,7,"NA","2","1","1","2","1","2","1","NA","1","1","5","NA","1","NA","2","2","2","2","4","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",572,"3","2004","20",4612,4450,0,0,,,,,,0,0,0,1711,0,0,,0,163,0,0,"2","2","NA","2","1","2","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","2","2","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",634,"2","2004","25",3261,3255,0,0,,,,,,0,0,0,0,0,0,,0,6,0,0,"NA","2","2","2","1","1","1","1","3","1","1","3","NA","2","NA","2","1","2","1","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",639,"2","2004","20",12247,10499,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1748,"NA","2","NA","2","1","1","1","1","2","1","1","3","NA","3","NA","2","2","1","1","4","1","2","2","2","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",646,"2","2004","45",3590,3583,0,0,,,,,,0,89,0,0,1981,0,,0,0,0,7,"NA","2","NA","2","1","1","1","1","1","3","1","5","NA","2","NA","2","1","1","2","4","1","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",672,"2","2004","40",1767,1765,0,0,,,,,,0,0,0,0,0,0,,0,3,0,0,"NA","2","NA","2","1","1","1","1","1","1","3","4","NA","1","NA","2","1","1","2","1","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",676,"1","2004","30",0,-787,0,0,,,,,,0,0,0,0,0,0,,0,74,0,713,"2","2","NA","2","1","1","1","1","2","1","1","4","NA","1","NA","2","2","1","2","4","1","5","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",678,"2","2004","15",1374,1367,0,0,,,,,,0,0,0,0,0,0,,0,7,0,0,"NA","2","NA","2","2","1","1","1","3","1","1","2","NA","3","NA","2","2","2","2","4","1","1","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",683,"2","2004","20",1915,554,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1361,"NA","1","NA","1","1","1","1","1","1","1","2","3","NA","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",691,"2","2004","29",1695,1694,0,0,,,,,,0,0,0,0,185,0,,0,0,0,1,"NA","2","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","1","2","2","4","1","6","2","1","NA","NA","NA","2","2","1",1,,,,,,
"2004","EE",695,"2","2004","15",27080,26875,0,0,,,,,,0,0,0,0,0,0,,0,0,0,205,"NA","2","2","1","1","1","1","1","1","1","1","4","NA","2","NA","2","1","2","2","4","1","4","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",705,"3","2004","10",340,336,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4,"2","2","NA","2","1","1","1","1","1","1","2","2","NA","1","2","2","1","2","2","2","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",735,"3","2004","15",2655,2644,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10,"2","2","2","2","1","1","1","1","1","1","2","4","NA","3","2","2","2","2","1","2","2","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",783,"2","2004","15",2906,2897,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9,"NA","2","NA","2","1","1","1","1","3","1","1","3","NA","1","NA","2","1","2","2","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",816,"2","2004","20",10678,8416,0,0,,,,,,0,0,0,0,0,0,,0,35,0,2227,"NA","2","2","1","2","1","1","1","2","1","3","3","NA","2","3","2","1","2","1","4","1","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",823,"2","2004","45",4289,4277,0,0,,,,,,0,0,0,1606,0,0,,0,12,0,0,"NA","1","NA","2","1","1","1","1","1","NA","1","4","NA","2","NA","2","2","1","2","4","1","3","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",839,"1","2004","10",0,-5,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"NA","2","2","1","1","1","1","1","2","1","3","3","NA","2","NA","2","1","2","2","4","4","5","1","1","NA","NA","NA","2","2","1",1,,,,,,
"2004","EE",846,"3","2004","10",886,877,0,0,,,,,,0,0,0,0,0,0,,0,9,0,0,"2","2","NA","1","1","1","2","1","1","NA","2","4","NA","1","NA","2","2","2","1","1","1","2","1","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",902,"2","2004","15",2503,2496,0,0,,,,,,0,0,0,0,1527,0,,0,0,0,8,"NA","2","NA","2","1","1","1","1","1","2","1","4","NA","3","NA","2","1","1","1","4","2","5","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",958,"2","2004","15",4496,4166,0,0,,,,,,0,0,0,0,0,0,,0,0,0,329,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1,,,,,,
"2004","EE",1011,"3","2004","15",0,2,0,0,,,,,,0,0,0,0,0,0,,0,1,0,-3,"NA","NA","NA","1","2","1","1","1","3","1","NA","3","NA","1","NA","1","1","2","2","1","1","3","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",1019,"2","2004","15",1198,1197,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1,"NA","2","NA","2","1","1","2","1","1","1","2","4","NA","1","NA","2","2","2","1","3","1","2","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1032,"2","2004","20",1420,1419,0,0,,,,,,0,0,0,0,0,0,,0,1,0,0,"NA","1","NA","2","1","1","NA","1","2","1","3","4","NA","3","NA","2","1","2","2","1","1","2","2","1","NA","NA","NA","2","2","1",1,,,,,,
"2004","EE",1068,"2","2004","24",2936,2256,0,0,,,,,,0,0,219,0,0,88,,0,0,0,681,"NA","1","NA","1","1","1","1","1","1","1","1","6","NA","3","2","2","1","1","2","1","1","4","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1109,"3","2004","15",4105,132,0,0,,,,,,0,0,0,0,0,0,,0,3974,0,0,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","2","2","2","1","2","2","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1145,"1","2004","20",1894,-1271,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3165,"NA","2","2","1","2","1","1","1","1","1","1","6","NA","2","2","2","1","2","2","2","1","4","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1166,"2","2004","30",1670,1649,0,0,,,,,,0,0,0,0,0,0,,0,0,0,21,"2","2","NA","2","1","1","1","1","1","1","1","4","NA","2","NA","2","1","2","2","4","1","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1169,"1","2004","15",4660,4105,0,0,,,,,,0,0,0,0,0,0,,0,555,0,0,"NA","2","NA","1","1","1","1","1","1","1","NA","4","NA","2","NA","2","2","2","2","3","1","1","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1174,"3","2004","15",1465,1398,0,0,,,,,,0,0,0,0,0,0,,0,67,0,0,"NA","2","NA","2","1","1","1","1","2","1","1","3","NA","1","NA","2","1","2","2","4","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1185,"3","2004","15",0,-11,0,0,,,,,,0,0,0,0,0,0,,0,11,0,0,"NA","2","NA","1","2","1","3","1","2","3","3","2","NA","3","NA","2","1","2","2","4","1","1","2","2","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1218,"2","2004","15",2922,2869,0,0,,,,,,0,0,0,0,0,0,,0,53,0,0,"NA","2","NA","1","1","1","1","1","3","1","2","4","NA","3","NA","2","2","1","1","4","1","2","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1249,"2","2004","15",8887,8144,0,0,,,,,,0,0,0,0,0,0,,0,0,0,743,"2","2","NA","2","1","1","1","1","3","1","1","4","NA","2","NA","2","1","1","2","4","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1250,"3","2004","20",832,330,0,0,,,,,,0,0,0,0,0,0,,0,379,0,123,"NA","2","NA","1","1","1","1","1","2","3","1","3","NA","2","NA","2","2","2","2","4","1","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1267,"2","2004","20",2503,1511,0,0,,,,,,0,0,0,0,0,0,,0,0,0,992,"NA","2","2","2","1","1","1","1","1","1","NA","5","NA","2","NA","2","1","1","2","4","1","4","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",1285,"3","2004","20",0,-21,0,0,,,,,,0,0,0,0,0,0,,0,0,0,21,"2","2","NA","2","1","1","1","1","3","1","1","4","NA","2","NA","2","1","1","2","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1295,"3","2004","20",2302,1010,0,0,,,,,,0,4,0,0,0,72,,0,3,0,1289,"2","2","2","1","1","1","1","1","1","1","1","6","NA","2","2","2","1","2","2","1","1","6","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1296,"2","2004","20",0,-1759,0,0,,,,,,0,0,0,0,0,0,,0,1759,0,0,"NA","1","2","2","1","1","1","1","2","1","2","4","NA","1","NA","2","2","1","2","2","2","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1297,"3","2004","15",3061,262,0,0,,,,,,0,0,0,0,0,0,,0,92,184,2522,"NA","1","NA","1","1","1","1","1","1","1","1","3","NA","2","3","2","2","2","1","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1303,"1","2004","15",7103,4790,0,0,,,,,,0,0,0,0,0,0,,0,32,0,2281,"NA","2","NA","1","1","1","1","1","2","1","1","3","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1328,"1","2004","21",0,-5,0,0,,,,,,0,0,0,0,0,0,,0,5,0,0,"NA","2","NA","2","1","1","1","1","2","1","1","4","NA","2","NA","2","2","2","2","1","1","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1340,"3","2004","15",1691,1597,0,0,,,,,,0,0,0,0,0,0,,0,94,0,0,"2","2","NA","2","1","1","1","1","NA","1","2","4","NA","1","NA","2","1","2","2","1","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1341,"1","2004","30",1424,1410,0,0,,,,,,0,0,0,0,0,0,,0,0,5,9,"NA","2","NA","1","1","1","1","1","1","1","1","3","NA","2","3","2","1","2","1","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1361,"2","2004","25",2557,2265,0,0,,,,,,0,0,0,573,0,0,,0,291,0,0,"NA","2","NA","1","1","1","1","1","3","1","2","2","NA","1","NA","2","1","1","2","2","1","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1368,"1","2004","20",6998,6197,0,0,,,,,,0,0,0,0,0,0,,0,0,0,802,"2","2","2","1","2","1","1","1","1","1","1","6","NA","2","NA","2","1","1","2","1","1","6","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1412,"3","2004","15",1203,1195,0,0,,,,,,0,0,0,0,0,0,,0,8,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","3","NA","2","NA","2","1","2","2","3","2","6","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",1470,"2","2004","20",0,-26,0,0,,,,,,0,0,0,0,0,0,,0,0,0,26,"NA","NA","2","1","2","1","1","1","2","1","2","4","NA","1","2","2","1","1","1","4","1","1","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1474,"2","2004","25",1514,1511,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3,"NA","2","NA","2","1","NA","1","1","1","3","1","4","NA","2","2","2","1","1","2","1","1","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1509,"2","2004","20",1735,1717,0,0,,,,,,0,0,0,0,0,0,,0,0,0,17,"NA","2","2","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","1","2","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1533,"2","2004","15",1833,1826,0,0,,,,,,0,0,0,0,0,0,,0,0,0,7,"NA","1","2","2","1","1","1","2","2","3","2","3","NA","1","2","2","2","1","2","4","1","2","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",1589,"2","2004","18",6334,6028,0,0,,,,,,0,0,0,0,0,0,,0,306,0,0,"2","2","2","1","1","1","1","1","1","1","1","3","NA","2","2","2","1","2","1","1","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1592,"2","2004","10",7715,4113,0,0,,,,,,0,0,0,0,878,0,,0,0,0,3601,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1,,,,,,
"2004","EE",1616,"1","2004","20",1035,1024,0,0,,,,,,0,0,0,0,0,0,,0,10,0,0,"NA","2","NA","2","1","2","3","1","1","1","2","3","NA","2","NA","2","1","2","2","1","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1632,"2","2004","15",4975,4963,0,0,,,,,,0,0,0,0,0,0,,0,12,0,0,"2","2","2","1","1","1","1","1","2","1","1","4","NA","2","2","2","2","1","2","4","1","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1642,"2","2004","25",1181,1175,0,0,,,,,,0,0,0,0,43,0,,0,0,0,6,"NA","1","NA","1","1","1","1","1","1","1","1","3","NA","2","NA","1","2","2","1","4","1","1","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",1643,"3","2004","30",4124,1771,0,0,,,,,,0,0,0,3813,0,0,,0,0,0,2352,"2","2","2","2","1","1","1","1","1","1","1","3","NA","2","3","2","1","1","1","1","1","3","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1688,"3","2004","20",1812,1801,0,0,,,,,,0,0,0,0,0,0,,0,0,0,11,"2","2","2","2","1","1","1","1","2","2","2","4","NA","1","NA","2","2","2","2","4","1","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1711,"2","2004","45",1721,1636,0,0,,,,,,0,0,0,0,0,0,,0,85,0,0,"NA","1","NA","2","1","1","1","1","3","1","2","3","NA","1","NA","2","1","2","1","4","1","2","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1715,"1","2004","20",1748,1738,0,0,,,,,,0,0,0,0,0,0,,0,10,0,0,"NA","1","1","2","1","1","1","1","3","1","1","4","NA","2","2","2","1","2","2","4","1","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1742,"1","2004","15",173,173,0,0,,,,,,0,0,0,0,0,0,,0,0,0,0,"NA","1","NA","1","1","2","1","1","3","1","NA","2","NA","1","NA","2","1","2","1","4","1","1","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1814,"2","2004","5",1964,1958,0,0,,,,,,0,0,0,0,193,0,,0,0,0,6,"2","2","NA","2","1","1","1","2","2","NA","1","2","NA","1","1","2","1","2","1","4","1","3","1","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",1845,"2","2004","10",7420,6354,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1066,"NA","1","2","1","2","1","1","1","1","1","1","6","NA","2","2","2","1","1","2","1","1","5","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1945,"2","2004","32",1768,1763,58,58,,,,,,58,0,0,0,0,0,,0,5,0,0,"2","1","NA","2","1","1","2","1","2","1","3","4","NA","1","NA","1","1","2","1","4","1","3","2","2","NA","NA","NA","2","2","1",1,,,,,,
"2004","EE",1983,"2","2004","20",4334,4173,0,0,,,,,,0,0,0,0,0,0,,0,0,36,125,"NA","2","NA","2","1","1","1","1","2","1","2","3","NA","2","NA","2","2","2","2","4","2","3","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",1993,"2","2004","15",1425,1418,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8,"NA","2","2","2","1","1","1","1","NA","2","2","4","NA","2","NA","2","2","1","1","1","1","5","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2011,"3","2004","25",2439,-10125,0,0,,,,,,0,0,0,0,0,0,,0,12564,0,0,"NA","2","NA","1","1","1","1","1","1","1","2","4","NA","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2022,"2","2004","15",1428,1419,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9,"NA","2","NA","2","1","1","1","1","1","1","NA","2","NA","2","NA","2","2","2","1","4","1","5","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2061,"2","2004","20",4667,4650,0,0,,,,,,0,0,1801,1081,0,0,,0,0,0,17,"2","2","NA","1","1","1","1","1","1","1","3","5","NA","1","NA","2","1","1","2","4","1","5","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2091,"2","2004","15",0,-7,0,0,,,,,,0,0,0,0,0,0,,0,7,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","4","NA","1","3","2","2","2","1","4","1","4","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2101,"1","2004","25",1765,1729,0,0,,,,,,0,0,0,0,0,0,,0,35,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","3","NA","3","NA","2","1","1","1","NA","1","6","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2129,"2","2004","15",4896,4070,0,0,,,,,,0,0,0,0,0,0,,0,8,0,818,"NA","2","2","2","1","1","1","1","1","2","1","3","NA","NA","NA","2","2","2","2","4","1","2","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",2217,"3","2004","35",4429,4425,0,0,,,,,,0,0,0,0,0,0,,0,4,0,0,"2","2","NA","2","1","1","1","1","2","1","3","4","NA","2","NA","2","2","1","1","4","4","2","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2283,"2","2004","10",1477,1468,0,0,,,,,,0,0,0,0,36,0,,0,9,0,0,"2","2","NA","1","1","1","1","1","2","1","1","4","NA","1","2","2","2","1","1","3","1","5","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2285,"3","2004","20",2137,1995,0,0,,,,,,0,0,0,0,0,0,,0,142,0,0,"NA","2","2","2","1","1","1","1","1","1","1","4","NA","2","3","2","2","1","2","1","1","4","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2314,"1","2004","20",1596,1580,0,0,,,,,,0,0,0,0,0,0,,0,0,0,16,"2","2","NA","2","1","1","1","1","1","1","1","3","NA","1","NA","2","1","1","1","4","1","1","2","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",2404,"3","2004","21",1136,1125,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10,"2","2","2","2","1","1","1","1","3","2","1","3","NA","1","NA","2","1","2","2","3","2","2","1","1","NA","NA","NA","1","2","1",1,,,,,,
"2004","EE",2409,"2","2004","15",1394,1381,0,0,,,,,,0,0,0,0,0,0,,0,0,0,13,"2","2","NA","2","2","1","1","1","3","1","2","2","NA","2","NA","2","2","2","2","4","1","2","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2421,"2","2004","30",1821,1816,0,0,,,,,,0,0,0,0,0,0,,0,0,3,2,"NA","1","NA","2","1","1","1","1","3","1","1","4","NA","1","NA","2","1","1","1","1","3","2","1","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2429,"2","2004","10",2746,2734,0,0,,,,,,0,0,0,0,0,0,,0,0,0,12,"NA","1","NA","1","2","1","1","1","1","1","2","3","NA","2","2","2","2","2","2","4","1","3","2","1","NA","NA","NA","2","1","1",1,,,,,,
"2004","EE",2442,"1","2004","30",7443,7433,0,0,,,,,,0,0,0,2476,0,0,,0,9,0,1,"2","2","2","1","1","1","1","1","1","1","2","5","NA","2","NA","2","2","2","2","3","1","6","1","1","NA","NA","NA","1","1","1",1,,,,,,
"2004","EE",2451,"1","2004","15",9531,30,0,0,,,,,,0,0,0,4845,0,0,,0,0,0,9501,"NA","2","NA","1","1","1","1","1","1","1","3","3","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","NA","1","2","1",1,,,,,,
