"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010","PY031G","PL110"
"2007","EE",3321,111.406917994559,"NA","2","2007","20","2",1926,"2","4","1","EE","2","NA","2","5","NA","1","2","NA","3","5","NA","0","NA","NA","NA","NA","1","2","2","NA","NA","19","6","6","6","1","8","6","6","6","2","6","6","6","2","2","2","1","NA","2","1",0,0,0,0,0,0,2182,0,0,27,0,0,1989,0,0,0,0,1,332,"1",80,"3","15.6466",1,"NA"
"2007","EE",3931,111.406917994559,"NA","2","2007","4","2",1955,"2","5","3","EE","2","NA","4","1","NA","NA","NA","NA","3","5","40","12","0","NA","NA","15","1","2","2","NA","NA","15","1","1","4","1","3","1","1","1","1","1","1","1","2","2","3","1","NA","2","NA",0,0,21,5631,0,0,2227,0,0,0,0,0,0,0,0,0,0,1,393,"1",51,"3","15.6466",1,"l-n"
"2007","EE",3991,111.406917994559,"NA","2","2007","21","3",1957,"2","2","3","EE","2","NA","2","1","NA","NA","NA","NA","1","9","40","12","0","NA","NA","13","NA","2","1","NA","NA","28","1","1","1","1","1","NA","3","2","1","1","1","1","2","1","3","2","NA","2","NA",0,0,91,18191,55,0,0,0,0,21,0,0,0,0,35,2363,0,1,399,"1",49,"1","15.6466",1,"l-n"
"2007","EE",4461,111.406917994559,"NA","2","2007","5","3",1932,"1","2","3","EE","2","NA","2","5","NA","1","2","NA","3","7","40","0","0","NA","NA","NA","1","2","NA","NA","NA","17","1","1","6","6","6","1","1","1","6","1","6","1","3","1","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,2811,0,0,0,0,1,446,"1",74,"2","15.6466",1,"NA"
"2007","EE",4521,111.406917994559,"NA","2","2007","25","3",1978,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","12","1","2","2","NA","2","19","1","1","1","1","1","1","1","1","1","1","1","1","2","1","3","2","NA","2","1",543,0,0,7208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,452,"1",28,"4","15.6466",1,"j"
"2007","EE",4581,111.406917994559,"NA","2","2007","12","1",1926,"2","2","3","EE","2","NA","5","5","NA","NA","2","NA","3","9","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","17","8","6","6","3","8","5","6","1","6","6","6","1","2","1","3","2","6","2","NA",0,0,0,0,0,0,1203,0,0,9,0,0,2419,0,0,0,0,1,458,"1",80,"4","15.6466",1,"NA"
"2007","EE",4641,111.406917994559,"NA","1","2007","6","1",1983,"2","1","3","EE","2","NA","5","1","NA","1","NA","NA","NA","3","40","0","0","NA","NA","NA","1","2","NA","NA","NA","22","6","8","8","6","8","6","6","8","6","6","6","6","4","2","3","2","NA","2","NA",0,1598,24,1380,0,0,949,0,0,192,0,0,0,0,0,0,0,1,464,"1",23,"1","15.6466",1,"g"
"2007","EE",4661,111.406917994559,"NA","2","2007","14","4",1949,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","28","6","6","6","5","6","6","6","6","6","6","6","6","4","NA","2","1","NA","2","8",0,0,35,2267,0,0,1546,0,0,7,0,0,0,0,0,0,0,1,466,"1",57,"1","15.6466",1,"k"
"2007","EE",4801,111.406917994559,"NA","1","2007","20","2",1985,"2","1","1","EE","2","NA","3","2","NA","1","2","NA","NA","4","NA","0","0","NA","NA","13","1","NA","NA","NA","NA","NA","5","7","5","7","7","7","7","8","7","7","7","7","2","2","3","2","NA","2","NA",0,0,6,1045,0,0,2000,0,0,17,0,0,0,0,0,0,0,1,480,"1",21,"1","15.6466",1,"f"
"2007","EE",4951,111.406917994559,"NA","2","2007","2","3",1931,"2","4","2","EE","2","NA","2","5","NA","NA","NA","NA","NA","8","NA","NA","0","NA","NA","NA","1","2","NA","NA","NA","20","1","6","6","6","8","8","6","6","6","6","6","5","2","1","2","2","NA","2","NA",32,0,21,0,0,0,2227,0,0,49,0,0,2340,0,0,0,0,1,495,"1",75,"3","15.6466",1,"NA"
"2007","EE",5081,111.406917994559,"NA","NA","2007","16","3",1929,"2","4","3","EE","2","NA","1","5","NA","NA","NA","NA","3","9","NA","12","0","NA","NA","2","NA","NA","2","NA","NA","16","1","6","6","1","1","6","2","6","1","1","6","1","3","2","3","2","NA","1","NA",0,0,0,0,0,0,0,0,0,35,0,0,2607,0,0,0,0,1,508,"1",77,"1","15.6466",1,"NA"
"2007","EE",5221,111.406917994559,"NA","2","2007","10","2",1934,"1","1","2","EE","2","NA","3","5","NA","NA","NA","NA","3","7","40","12","0","NA","4","1","1","2","2","NA","NA","20","1","6","1","6","1","1","1","6","1","6","7","1","3","1","2","2","2","1","NA",0,0,0,0,0,0,2738,0,0,4,0,0,4352,0,0,0,0,1,522,"1",72,"1","15.6466",1,"NA"
"2007","EE",5301,111.406917994559,"NA","2","2007","30","4",1930,"2","4","3","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","13","1","NA","2","2","NA","16","1","3","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,2,4713,0,0,0,0,0,10,0,0,3361,0,0,0,0,1,530,"1",76,"2","15.6466",1,"k"
"2007","EE",5601,111.406917994559,"NA","2","2007","12","2",1942,"1","2","3","Other","2","NA","5","5","NA","1","2","NA","3","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","18","6","6","6","6","6","3","3","6","8","6","6","1","3","1","3","2","NA","1","NA",0,0,76,0,0,0,3646,0,0,0,0,0,2113,0,0,0,0,1,560,"1",64,"1","15.6466",1,"NA"
"2007","EE",5871,111.406917994559,"NA","2","2007","25","2",1956,"1","5","3","EE","1","NA","5","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","11","1","2","2","NA","NA","21","1","1","1","1","1","1","NA","1","1","1","1","6","2","2","2","2","NA","2","NA",422,0,57,6383,0,0,1566,456,0,60,0,0,0,0,0,0,0,1,587,"1",50,"1","15.6466",1,"f"
"2007","EE",6111,111.406917994559,"NA","1","2007","15","3",1939,"2","2","2","EE","2","NA","2","5","NA","1","2","NA","3","4","NA","5","0","NA","NA","NA","1","2","NA","NA","NA","18","6","7","6","6","8","6","6","3","6","6","2","6","3","1","3","2","NA","2","NA",0,0,40,0,0,0,4270,0,0,0,0,0,2467,0,0,0,0,1,611,"1",67,"1","15.6466",1,"NA"
"2007","EE",6511,111.406917994559,"NA","1","2007","8","2",1928,"2","4","3","EE","2","NA","2","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","1","NA","NA","10","16","8","6","6","2","6","6","1","6","8","6","6","8","4","2","3","2","NA","2","NA",0,0,145,0,0,0,2015,0,0,5,0,0,2317,0,0,0,0,1,651,"1",78,"3","15.6466",1,"NA"
"2007","EE",6571,111.406917994559,"NA","2","2007","3","2",1958,"2","4","2","EE","2","NA","5","8","NA","NA","2","NA","NA","3","NA","0","0","NA","1","NA","1","NA","NA","NA","NA","20","3","8","7","7","7","9","8","7","1","8","3","7","2","1","3","2","NA","2","NA",0,0,0,0,0,0,1546,0,0,25,0,0,0,0,0,0,0,1,657,"1",48,"1","15.6466",1,"NA"
"2007","EE",6631,111.406917994559,"NA","1","2007","7","4",1926,"2","4","1","EE","2","NA","3","5","NA","NA","2","NA","3","3","NA","NA","0","NA","NA","NA","1","2","NA","NA","NA","15","7","6","2","7","1","6","6","6","6","8","NA","8","1","1","2","2","NA","2","1",0,0,0,0,0,0,1427,0,0,216,0,0,2279,0,0,0,0,1,663,"1",80,"1","15.6466",1,"NA"
"2007","EE",6651,111.406917994559,"NA","2","2007","13","1",1958,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","13","1","2","2","NA","NA","25","1","3","3","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","4",0,0,0,9001,488,0,4518,0,0,0,0,0,0,0,0,0,0,1,665,"1",48,"1","15.6466",1,"f"
"2007","EE",6901,111.406917994559,"NA","2","2007","19","3",1951,"2","4","2","Other","2","NA","1","1","NA","NA","NA","NA","3","8","40","12","12","NA","NA","13","1","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","2","1","1","3","1","3","2","NA","2","NA",0,0,0,3547,0,0,3128,0,0,124,0,0,3243,0,0,0,0,1,690,"1",55,"1","15.6466",1,"k"
"2007","EE",6941,111.406917994559,"NA","2","2007","15","2",1952,"1","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","15","1","2","2","NA","NA","18","1","1","1","6","6","6","6","6","1","6","2","1","4","1","3","2","NA","2","NA",0,0,84,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,694,"1",54,"1","15.6466",1,"b-e"
"2007","EE",6961,111.406917994559,"NA","2","2007","20","2",1974,"1","2","3","EE","2","NA","6","1","NA","NA","NA","NA","3","0 - 1","NA","12","0","NA","NA","NA","1","2","NA","NA","NA","20","1","6","1","1","1","1","6","6","1","1","1","6","2","1","2","1","NA","2","1",0,0,0,4061,16,0,0,0,0,0,0,0,0,0,234,0,0,1,696,"1",32,"1","15.6466",1,"k"
"2007","EE",6981,111.406917994559,"NA","2","2007","24","2",1927,"2","2","1","EE","2","NA","5","5","NA","1","2","NA","3","2","40","0","0","NA","NA","NA","1","NA","NA","NA","NA","22","6","6","6","8","7","6","6","6","6","6","1","6","2","1","3","2","NA","1","NA",0,0,130,0,0,0,0,0,0,86,0,0,2390,0,0,0,0,1,698,"1",79,"1","15.6466",1,"NA"
"2007","EE",7021,111.406917994559,"NA","1","2007","10","4",1926,"2","4","1","EE","2","NA","3","5","NA","1","2","NA","3","7","NA","7","0","NA","NA","NA","2","1","NA","NA","NA","23","6","6","6","2","1","8","5","8","8","6","8","6","3","1","2","2","NA","2","NA",38,0,0,0,0,0,0,0,0,19,0,0,2217,0,0,0,0,1,702,"1",80,"1","15.6466",1,"NA"
"2007","EE",7101,111.406917994559,"NA","2","2007","11","4",1957,"2","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","12","1","1","2","NA","NA","18","1","3","1","1","1","1","1","1","6","1","6","1","2","2","2","2","NA","2","NA",0,0,198,6544,0,0,0,0,0,62,0,0,0,0,12,0,0,1,710,"1",49,"1","15.6466",1,"b-e"
"2007","EE",7141,111.406917994559,"NA","2","2007","5","1",1926,"2","4","3","EE","2","NA","1","5","NA","NA","NA","NA","3","6","NA","12","0","NA","NA","NA","1","2","1","NA","NA","24","1","6","6","6","1","1","6","1","1","8","6","6","2","2","3","2","NA","2","NA",0,0,5,0,0,0,397,0,0,133,0,0,2693,0,0,0,0,1,714,"1",80,"3","15.6466",1,"NA"
"2007","EE",7241,111.406917994559,"NA","2","2007","9","1",1933,"1","4","3","Other","2","NA","2","5","NA","NA","2","NA","NA","7","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","20","3","6","6","7","2","6","6","6","6","8","1","6","2","2","3","2","2","2","NA",160,0,14,0,0,0,1035,0,0,4,0,0,2172,0,0,0,0,1,724,"1",73,"1","15.6466",1,"NA"
"2007","EE",7551,111.406917994559,"NA","2","2007","19","2",1926,"2","4","3","EE","2","NA","1","5","NA","1","2","NA","2","0 - 1","NA","0","0","NA","6","NA","1","2","NA","NA","1","16","5","8","6","6","7","6","6","6","6","6","6","6","2","1","2","2","NA","2","NA",0,20,0,0,0,0,0,0,0,74,0,0,2221,0,0,0,0,1,755,"1",80,"3","15.6466",1,"NA"
"2007","EE",8041,111.406917994559,"NA","2","2007","9","4",1944,"1","5","3","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","7","1","2","NA","NA","NA","23","1","1","3","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,21,2591,0,0,73,230,0,0,0,0,2195,0,0,0,0,1,804,"1",62,"1","15.6466",1,"l-n"
"2007","EE",8371,111.406917994559,"NA","1","2007","4","3",1926,"2","4","1","EE","2","NA","5","5","NA","1","NA","NA","3","5","NA","6","0","NA","NA","12","NA","2","NA","NA","NA","18","1","8","6","6","6","6","6","6","6","6","5","4","4","2","3","2","NA","2","NA",1150,0,70,0,0,0,1194,0,0,0,0,0,2262,0,0,0,0,1,837,"1",80,"1","15.6466",1,"NA"
"2007","EE",8381,111.406917994559,"NA","2","2007","15","2",1926,"2","4","2","EE","2","NA","2","5","NA","1","2","NA","3","8","40","0","0","NA","NA","NA","1","2","2","NA","NA","18","6","1","2","1","1","1","1","1","1","1","2","6","1","1","2","2","NA","2","NA",0,0,0,0,0,0,1035,0,0,19,0,0,2691,0,0,0,0,1,838,"1",80,"4","15.6466",1,"NA"
"2007","EE",8461,111.406917994559,"NA","2","2007","19","1",1926,"1","5","1","EE","2","NA","1","5","NA","NA","NA","NA","2","8","20","12","0","NA","NA","NA","1","2","2","NA","4","15","1","1","8","1","1","1","1","6","1","1","1","6","3","1","3","2","NA","2","NA",690,0,0,0,0,0,848,0,0,64,0,0,4230,0,0,0,0,1,846,"1",80,"1","15.6466",1,"NA"
"2007","EE",8611,111.406917994559,"NA","2","2007","23","4",1957,"1","5","1","EE","2","5","3","1","NA","1","2","NA","3","7","NA","0","0","NA","NA","11","NA","NA","NA","NA","NA","16","5","8","5","7","7","7","7","NA","7","7","2","5","2","2","3","2","NA","1","NA",0,0,12,901,0,0,169,0,0,0,0,0,0,0,49,0,0,1,861,"1",49,"1","15.6466",1,"f"
"2007","EE",8701,111.406917994559,"NA","2","2007","4","3",1926,"1","4","3","EE","2","NA","3","5","NA","1","2","NA","3","6","40","0","0","NA","NA","13","1","1","NA","NA","NA","19","6","6","6","6","6","6","6","6","6","6","6","6","3","1","2","2","NA","2","NA",626,0,0,0,0,0,1887,0,0,0,0,0,2406,0,0,0,0,1,870,"1",80,"3","15.6466",1,"NA"
"2007","EE",9271,111.406917994559,"NA","2","2007","75","2",1935,"2","4","3","EE","1","3","3","5","NA","2","NA","NA","2","2","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","7","3","5","7","7","8","7","3","7","1","6","2","2","3","2","NA","2","NA",0,0,0,0,0,0,2405,0,0,5,0,0,744,0,0,0,0,1,927,"1",71,"1","15.6466",1,"NA"
"2007","EE",9281,111.406917994559,"NA","2","2007","18","1",1938,"1","2","2","EE","2","NA","4","2","NA","NA","NA","NA","3","3","40","12","0","NA","NA","13","1","2","2","NA","NA","16","1","1","1","1","1","1","1","1","2","1","6","1","3","1","3","2","NA","2","NA",0,0,98,2202,0,0,0,0,599,99,0,0,4185,0,0,0,0,1,928,"1",68,"3","15.6466",1,"l-n"
"2007","EE",9841,111.406917994559,"NA","2","2007","7","3",1926,"2","4","3","EE","2","NA","2","5","NA","NA","2","NA","3","6","40","12","10","NA","NA","12","1","2","2","NA","NA","16","6","6","1","2","1","6","6","2","1","6","6","8","3","2","3","2","NA","2","NA",0,0,15,697,0,0,1376,0,0,197,0,0,1958,0,0,0,0,1,984,"1",80,"2","15.6466",1,"NA"
"2007","EE",10331,111.406917994559,"NA","2","2007","5","3",1933,"1","2","2","Other","1","NA","3","5","NA","NA","NA","NA","3","7","30","12","0","NA","NA","11","1","2","NA","NA","NA","18","2","1","1","6","6","1","6","6","1","1","1","1","3","1","3","2","7","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,3728,0,0,0,0,1,1033,"1",73,"3","15.6466",1,"NA"
"2007","EE",10391,111.406917994559,"NA","2","2007","33","3",1955,"1","1","3","EE","2","5","5","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","11","1","2","2","NA","NA","22","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,17631,262,0,0,0,0,11,0,0,0,0,923,0,0,1,1039,"1",51,"4","15.6466",1,"f"
"2007","EE",10471,111.406917994559,"NA","2","2007","8","3",1947,"1","2","3","EE","2","NA","3","1","NA","NA","2","NA","3","9","40","12","0","NA","NA","NA","1","2","2","NA","NA","19","6","1","6","1","6","3","6","1","1","2","2","2","2","1","2","2","2","1","NA",0,0,5,2987,0,0,1200,0,0,5,0,0,0,0,0,0,0,1,1047,"1",59,"3","15.6466",1,"f"
"2007","EE",10601,111.406917994559,"NA","1","2007","10","3",1940,"2","4","3","EE","2","NA","3","5","NA","1","2","NA","3","4","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","16","8","6","8","6","6","6","6","6","6","8","6","6","3","1","2","1","2","2","1",0,0,45,0,0,0,1390,0,0,100,0,0,1951,0,0,0,0,1,1060,"1",66,"1","15.6466",1,"NA"
"2007","EE",10981,111.406917994559,"NA","2","2007","6","1",1965,"1","5","3","Other","1","NA","3","1","NA","NA","NA","NA","3","7","55","12","0","NA","NA","8","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","3","1","3","2","3","2","NA","2","NA",1534,0,74,8413,160,0,0,0,0,15,0,0,0,0,0,0,0,1,1098,"1",41,"3","15.6466",1,"b-e"
"2007","EE",11071,111.406917994559,"NA","2","2007","29","1",1928,"2","5","1","Other","2","NA","2","5","NA","1","2","NA","3","8","40","8","0","NA","NA","NA","1","2","2","NA","NA","15","5","1","6","5","6","2","1","1","1","1","8","6","5","1","2","2","2","2","1",0,0,93,0,0,0,4160,0,0,11,0,0,3486,0,0,0,0,1,1107,"1",78,"3","15.6466",1,"NA"
"2007","EE",11391,111.406917994559,"NA","2","2007","27","4",1935,"2","5","3","Other","2","NA","3","5","NA","1","NA","NA","3","5","40","0","0","NA","NA","5","1","2","1","NA","NA","18","3","3","2","1","1","1","1","6","6","2","1","1","1","2","3","1","NA","2","NA",67,0,59,0,0,0,2330,0,0,47,0,0,2650,0,0,0,0,1,1139,"1",71,"1","15.6466",1,"NA"
"2007","EE",11431,111.406917994559,"NA","2","2007","3","3",1975,"2","1","1","Other","2","NA","2","1","NA","NA","2","NA","3","8","30","12","0","NA","NA","NA","1","2","NA","1","NA","17","6","1","7","1","1","1","6","1","1","1","1","1","4","2","3","2","NA","2","NA",0,0,156,3940,0,0,0,0,0,0,0,0,0,0,0,243,0,1,1143,"1",31,"1","15.6466",1,"b-e"
"2007","EE",11771,111.406917994559,"NA","2","2007","9","4",1986,"1","1","1","Other","2","NA","3","4","NA","NA","2","1","3",,"NA","0","0","NA","3","NA","NA","NA","NA","NA","NA","NA","7","1","1","8","5","7","8","7","7","1","5","7","2","1","3","2","NA","2","1",0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,1,1177,"1",20,"3","15.6466",1,"NA"
"2007","EE",11991,111.406917994559,"NA","2","2007","36","3",1978,"1","1","3","EE","1","NA","2","1","NA","NA","NA","NA","3","0 - 1","NA","12","0","NA","NA","NA","1","NA","1","NA","2","17","1","1","1","1","1","1","1","1","1","1","5","3","3","2","2","2","NA","2","NA",0,0,6,5357,422,0,3391,0,0,0,0,0,0,0,0,0,0,1,1199,"1",28,"3","15.6466",1,"g"
"2007","EE",12011,111.406917994559,"NA","2","2007","35","4",1947,"2","1","2","EE","2","NA","3","5","NA","1","2","NA","3","9","NA","6","0","NA","NA","NA","1","1","NA","NA","NA","19","6","6","6","6","6","6","4","6","1","6","8","6","4","1","3","2","NA","2","NA",0,0,23,0,0,0,1899,0,0,11,0,0,2427,0,0,0,0,1,1201,"1",59,"3","15.6466",1,"NA"
"2007","EE",12061,111.406917994559,"NA","1","2007","17","4",1939,"2","2","3","EE","1","NA","5","5","NA","1","2","NA","3","3","48","0","0","NA","NA","1","1","2","NA","NA","NA","21","6","8","6","6","6","2","8","6","6","6","6","6","4","1","3","2","NA","2","NA",0,0,66,0,0,0,0,0,0,22,0,0,2376,0,0,0,0,1,1206,"1",67,"3","15.6466",1,"NA"
"2007","EE",12181,111.406917994559,"NA","2","2007","11","1",1975,"2","5","1","EE","2","NA","3","8","NA","1","NA","NA","3","5","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","20","1","2","6","6","6","6","6","6","6","6","6","6","3","1","2","2","NA","2","1",0,460,17,2425,0,0,10524,0,0,0,0,0,0,0,0,0,0,1,1218,"1",31,"1","15.6466",1,"NA"
