"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","EE",8211,133.558407291917,"NA","2","2005","16","4",1980,"2","2","3","Other","2","NA","2","1","NA","NA","NA","NA","3","9","40","12","0","NA","i","NA","13","1","2","2","1","NA","18","1","1","1","1","1","1","1","1","3","1","2","1","3","1","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,3135,0,0,0,0,0,1,"242.5508","2","1946","1925","1","1","NA","1","83","NA","82","3",821,"1",24,"4","15.6466"
"2005","EE",8371,133.558407291917,"NA","2","2005","14","2",1934,"1","2","3","Other","2","NA","4","5","NA","NA","2","NA","3","3","NA","12","0","NA",,"NA","NA","2","2","NA","NA","NA","16","6","6","6","6","6","8","8","1","6","6","7","3","4","2","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1751,0,0,0,0,1,"NA","1","NA","1925","3","5","NA","NA","74","1","92","1",837,"1",70,"1","15.6466"
"2005","EE",8441,133.558407291917,"NA","2","2005","23","1",1943,"2","2","3","EE","2","NA","5","5","NA","1","2","NA","3","2","NA","3","0","NA",,"NA","12","NA","2","NA","NA","NA","17","6","7","6","7","7","6","6","6","7","8","8","5","4","1","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1600,0,0,0,0,1,"NA","NA","1925","1931","NA","1","NA","1","13","NA","NA","2",844,"1",61,"3","15.6466"
"2005","EE",9001,133.558407291917,"NA","2","2005","17","2",1924,"2","4","3","EE","2","NA","2","5","NA","1","2","NA","3","9","40","0","0","NA",,"NA","NA","1","2","NA","NA","NA","20","1","1","6","1","1","1","1","6","1","1","1","6","3","1","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1953,0,0,0,0,1,"188.437","1","1933","NA","NA","NA","NA","NA","23","NA","33","3",900,"1",80,"4","15.6466"
"2005","EE",9551,133.558407291917,"NA","2","2005","35","2",1924,"2","4","2","EE","2","NA","1","5","NA","NA","NA","NA","3","6","40","0","0","NA",,"NA","NA","1","2","2","NA","5","18","1","1","6","1","6","1","1","6","1","5","6","6","3","2","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1858,0,0,0,0,1,"NA","NA","NA","1958","NA","NA","NA","NA","NA","1","92","NA",955,"1",80,"1","15.6466"
"2005","EE",10021,133.558407291917,"NA","2","2005","69","3",1936,"1","1","3","EE","2","NA","3","5","NA","2","2","NA","3","5","40","0","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","8","6","6","1","8","6","6","3","6","7","8","6","4","1","2","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1540,0,0,0,0,1,"NA","2","NA","NA","1","NA","2","NA","NA","NA","41","3",1002,"1",68,"1","15.6466"
"2005","EE",10091,133.558407291917,"NA","2","2005","4","4",1944,"1","2","3","EE","2","NA","5","1","NA","2","2","NA","NA","7","NA","0","0","NA","g","NA","NA","1","2","NA","NA","NA","22","7","7","7","5","7","5","7","7","7","5","7","8","2","2","3","2","NA","2","1",0,0,1,232,0,0,13,1,0,0,0,0,0,0,0,1,"NA","NA","1930","1934","0","NA","NA","NA","NA","NA","31","NA",1009,"1",60,"1","15.6466"
"2005","EE",10161,133.558407291917,"NA","3","2005","22","4",1928,"2","2","2","Other","2","NA","3","5","NA","1","2","1","3","8","NA","0","0","NA",,"NA","NA","1","2","NA","NA","NA","12","8","2","6","8","6","7","6","1","6","3","5","6","2","2","3","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1697,0,0,0,0,1,"195.6494","1","1925","NA","1","0","1","NA","74","1","NA","NA",1016,"1",76,"1","15.6466"
"2005","EE",10291,133.558407291917,"NA","2","2005","16","2",1936,"1","2","1","Other","2","NA","2","5","NA","NA","NA","NA","3","7","40","12","0","NA",,"NA","11","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,9777,0,0,0,0,1,"714.1529","1","1939","1934","3","NA","5","1","12","1","NA","2",1029,"1",68,"2","15.6466"
"2005","EE",10651,133.558407291917,"NA","1","2005","11","1",1930,"2","5","1","EE","2","NA","5","5","NA","1","2","NA","1","5","20","0","0","NA",,"NA","NA","1","2","NA","NA","NA","18","1","6","3","1","1","6","2","1","6","1","1","6","4","2","3","1","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1929,0,0,0,0,1,"NA","1","NA","NA","2","2","2","1","12","1","NA","2",1065,"1",74,"1","15.6466"
"2005","EE",10741,133.558407291917,"NA","2","2005","20","1",1939,"2","2","3","EE","1","NA","3","5","NA","1","2","NA","3","6","NA","12","0","NA",,"NA","13","2","2","NA","1","7","15","7","7","8","3","5","1","6","6","6","6","6","1","4","1","2","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1716,0,0,0,0,1,"NA","1","NA","1931","1","NA","NA","NA","NA","NA","51","NA",1074,"1",65,"1","15.6466"
"2005","EE",11051,133.558407291917,"NA","2","2005","19","1",1924,"2","2","3","EE","2","NA","3","5","NA","1","NA","NA","3","4","NA","0","0","NA",,"NA","NA","1","2","2","NA","NA","17","6","6","1","6","6","6","6","1","6","2","6","3","3","1","1","2","1","2","NA",0,0,1,0,0,0,0,1,0,0,1240,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","0","NA","71","1","NA","NA",1105,"1",80,"2","15.6466"
"2005","EE",11421,133.558407291917,"NA","2","2005","13","1",1936,"1","2","3","EE","2","NA","3","5","NA","NA","NA","NA","3","7","40","12","0","NA",,"NA","13","1","NA","2","NA","NA","21","1","1","1","1","1","6","1","1","1","3","1","1","2","1","2","1","NA","2","NA",0,0,1,0,0,0,0,1,0,0,3024,0,0,0,0,1,"100.0817","1","1925","1925","3","NA","4","1","71","1","34","5",1142,"1",68,"3","15.6466"
"2005","EE",11631,133.558407291917,"NA","3","2005","3","4",1940,"2","2","1","EE","2","NA","5","5","NA","NA","NA","NA","3","9","15","0","0","NA",,"NA","12","1","2","2","NA","3","19","6","6","6","1","1","1","6","6","1","8","2","6","3","2","2","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1921,0,0,0,0,1,"124.104","NA","NA","NA","2","2","1","1","74","NA","42","NA",1163,"1",64,"3","15.6466"
"2005","EE",11661,133.558407291917,"NA","2","2005","8","4",1955,"1","2","3","EE","1","5","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","f","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","1","NA",0,0,1,5431,0,0,0,1,0,0,0,0,0,0,0,1,"112.2939","NA","1925","1925","0","3","NA","NA","61","NA","61","5",1166,"1",49,"4","15.6466"
"2005","EE",11711,133.558407291917,"NA","2","2005","11","2",1962,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","70","12","0","NA","f","NA","13","1","2","1","NA","NA","24","5","1","1","1","1","3","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,12784,0,0,0,1,0,566,0,0,0,0,0,1,"112.3674","1","1939","NA","3","NA","3","1","83","1","32","1",1171,"1",42,"1","15.6466"
"2005","EE",11821,133.558407291917,"NA","2","2005","15","3",1957,"2","2","3","EE","1","NA","3","8","NA","2","1","NA","3","5","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","6","NA","7","3","7","7","7","7","3","5","8","8","7","8","4","2","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"243.8953","NA","NA","NA","3","NA","2","1","74","NA","NA","4",1182,"1",47,"4","15.6466"
"2005","EE",12151,133.558407291917,"NA","3","2005","18","2",1980,"2","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","5","40","12","0","NA","l-n","NA","13","2","2","2","NA","NA","18","1","1","1","2","1","1","1","1","1","2","1","1","2","2","3","2","7","2","NA",0,0,1,3423,0,411,0,1,0,0,0,0,0,0,0,1,"NA","NA","1934","1926","1","3","3","1","32","1","51","3",1215,"1",24,"1","15.6466"
"2005","EE",12461,133.558407291917,"NA","2","2005","11","2",1946,"2","2","1","EE","2","NA","3","1","NA","1","NA","NA","3","7","20","0","0","NA","b-e","NA","NA","1","2","NA","NA","NA","16","6","1","6","2","1","1","6","6","1","6","6","1","3","2","1","1","NA","2","NA",0,0,1,2654,0,0,0,1,0,0,0,0,0,0,0,1,"588.4104","NA","NA","NA","NA","1","NA","1","72","NA","NA","NA",1246,"1",58,"1","15.6466"
