"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2013","EE",2621,102.21038961039,"4",1938,"2","1","1","1","NA","2","NA","NA","0","NA","NA","NA",75,74,262,"1","0","0","0"
"2013","EE",2661,102.21038961039,"3",1932,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",80,80,266,"0.3333333333","2","0","0"
"2013","EE",2701,102.21038961039,"3",1958,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",54,54,270,"1","0","0","100"
"2013","EE",2711,102.21038961039,"2",1950,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",62,62,271,"0.9166666667","0","0","0"
"2013","EE",2771,102.21038961039,"1",1933,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",79,79,277,"0.7083333333","0","0","0"
"2013","EE",3031,102.21038961039,"1",1943,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",70,69,303,"1","0","0","0"
"2013","EE",3281,102.21038961039,"4",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",72,72,328,"0.5","0","0","10"
"2013","EE",3401,102.21038961039,"2",1932,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",80,80,340,"99","2","0","100"
"2013","EE",3421,102.21038961039,"1",1985,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",28,27,342,"99","2","0","0"
"2013","EE",3631,102.21038961039,"2",1932,"2","1","4","1","11","5","NA","30","NA","NA","NA","NA",80,80,363,"1","2","0","0"
"2013","EE",4051,102.21038961039,"2",1956,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",57,56,405,"0.9513979173","0","0","0"
"2013","EE",4111,102.21038961039,"3",1962,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",51,50,411,"99","0","0","0"
"2013","EE",4591,102.21038961039,"4",1932,"1","1","1","4","11","2","40","NA","NA","NA","NA","NA",80,80,459,"1","2","0","0"
"2013","EE",4661,102.21038961039,"4",1961,"1","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",52,51,466,"1","0","0","0"
"2013","EE",4721,102.21038961039,"2",1981,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",32,31,472,"99","0","0","0"
"2013","EE",4781,102.21038961039,"1",1957,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",55,55,478,"99","0","0","0"
"2013","EE",4801,102.21038961039,"1",1939,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",73,73,480,"0.5","2","0","0"
"2013","EE",4951,102.21038961039,"1",1968,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",44,44,495,"0.9357142857","0","0","111"
"2013","EE",5101,102.21038961039,"1",1980,"2","1","1","1","11","2","NA","25","NA","NA","0","NA",32,32,510,"99","0","0","0"
"2013","EE",5241,102.21038961039,"1",1932,"2","1","4","1","NA","NA","NA","30","NA","NA","NA","NA",80,80,524,"99","0","0","0"
"2013","EE",5381,102.21038961039,"3",1940,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",72,72,538,"0.6666666667","0","0","0"
"2013","EE",5461,102.21038961039,"3",1958,"2","1","4","1","11","2","NA","NA","5","NA","NA","NA",55,54,546,"0.9857142857","2","0","0"
"2013","EE",5771,102.21038961039,"4",1932,"2","2","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,577,"99","2","0","0"
"2013","EE",6051,102.21038961039,"3",1946,"2","1","3","4","11","2","35","NA","NA","NA","NA","NA",67,66,605,"0","0","0","0"
"2013","EE",6121,102.21038961039,"4",1950,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",62,62,612,"0.5","0","0","0"
"2013","EE",6301,102.21038961039,"4",1986,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",27,26,630,"0.5","2","0","110"
"2013","EE",6711,102.21038961039,"3",1932,"2","1","4","4","11","2","NA","NA","NA","NA","0","NA",80,80,671,"99","2","0","100"
"2013","EE",6771,102.21038961039,"2",1988,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",24,24,677,"0","0","0","100"
"2013","EE",6831,102.21038961039,"2",1947,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",65,65,683,"1","2","1","100"
"2013","EE",6851,102.21038961039,"1",1932,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",80,80,685,"0.5","2","0","0"
"2013","EE",7111,102.21038961039,"1",1937,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",75,75,711,"1","0","0","0"
"2013","EE",7151,102.21038961039,"4",1986,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",26,26,715,"0.1666666667","0","1","1"
"2013","EE",7171,102.21038961039,"1",1951,"1","1","1","1","11","5","NA","NA","NA","0","NA","NA",61,61,717,"0.5","0","0","0"
"2013","EE",7191,102.21038961039,"2",1935,"2","1","3","1","11","NA","NA","25","NA","NA","0","NA",77,77,719,"99","2","0","0"
"2013","EE",7231,102.21038961039,"3",1941,"1","1","3","1","11","2","NA","NA","0","NA","0","12",71,71,723,"1","0","0","0"
"2013","EE",7311,102.21038961039,"3",1945,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",67,67,731,"0.7037277793","0","0","0"
"2013","EE",7351,102.21038961039,"1",1941,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",71,71,735,"1","2","0","0"
"2013","EE",7451,102.21038961039,"4",1932,"2","1","1","1","11","5","NA","NA","NA","0","NA","NA",80,80,745,"99","0","0","0"
"2013","EE",7781,102.21038961039,"2",1976,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",37,36,778,"99","0","0","0"
"2013","EE",8281,102.21038961039,"2",1945,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",67,67,828,"99","2","0","0"
"2013","EE",8621,102.21038961039,"4",1977,"2","1","4","1","NA","NA","NA","NA","NA","NA","NA","NA",35,35,862,"0.75","0","0","0"
"2013","EE",8681,102.21038961039,"1",1939,"2","1","4","4","11","2","NA","NA","NA","NA","0","NA",73,73,868,"0.625","0","0","0"
"2013","EE",8711,102.21038961039,"2",1932,"2","1","1","1","11","2","NA","20","NA","NA","NA","NA",80,80,871,"0.5","2","0","0"
"2013","EE",8871,102.21038961039,"4",1932,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",80,80,887,"0.3333333333","0","0","100"
"2013","EE",8961,102.21038961039,"2",1972,"2","1","1","1","14","2","NA","NA","NA","NA","NA","0",40,40,896,"0.0833333333","0","0","0"
"2013","EE",9541,102.21038961039,"3",1943,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","8",69,69,954,"99","0","0","0"
"2013","EE",9571,102.21038961039,"2",1969,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",43,43,957,"1","0","0","0"
"2013","EE",9621,102.21038961039,"4",1947,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",65,65,962,"0.5","0","0","0"
"2013","EE",9661,102.21038961039,"3",1991,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",21,21,966,"1","0","0","100"
"2013","EE",9831,102.21038961039,"1",1951,"2","1","3","1","11","2","40","NA","0","NA","NA","NA",61,61,983,"99","0","0","0"
"2013","EE",10131,102.21038961039,"1",1985,"1","1","1","1","11","2","NA","25","NA","NA","NA","NA",27,27,1013,"0.484703666","0","0","0"
"2013","EE",10161,102.21038961039,"1",1940,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",72,72,1016,"0.9675986115","0","0","0"
"2013","EE",10651,102.21038961039,"1",1953,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",59,59,1065,"99","0","0","0"
"2013","EE",10711,102.21038961039,"2",1949,"2","1","1","1","11","NA","NA","0","0","NA","NA","NA",63,63,1071,"99","2","0","10"
"2013","EE",10791,102.21038961039,"3",1950,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",63,62,1079,"1","0","1","0"
"2013","EE",10921,102.21038961039,"4",1984,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",28,28,1092,"99","0","0","0"
"2013","EE",11311,102.21038961039,"1",1932,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",80,80,1131,"0.7857142857","0","0","0"
"2013","EE",11411,102.21038961039,"1",1932,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",80,80,1141,"1","0","0","0"
"2013","EE",11741,102.21038961039,"4",1936,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",76,76,1174,"0.7369875537","0","0","101"
"2013","EE",11781,102.21038961039,"4",1987,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",25,25,1178,"0.6807201511","0","0","10"
"2013","EE",12121,102.21038961039,"4",1932,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",80,80,1212,"0.75","0","0","0"
"2013","EE",12351,102.21038961039,"4",1957,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",55,55,1235,"99","0","0","0"
"2013","EE",12371,102.21038961039,"2",1932,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",80,80,1237,"1","0","0","0"
"2013","EE",12421,102.21038961039,"2",1945,"2","1","1","1","11","2","NA","25","NA","NA","NA","NA",68,67,1242,"0.5","0","0","0"
"2013","EE",12551,102.21038961039,"3",1934,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",78,78,1255,"1","0","0","0"
"2013","EE",12891,102.21038961039,"3",1957,"1","1","1","1","11","3","NA","NA","NA","NA","NA","NA",56,55,1289,"0.8541666667","0","0","101"
"2013","EE",13211,102.21038961039,"4",1935,"2","1","1","4","11","2","NA","30","NA","NA","NA","NA",78,77,1321,"99","2","0","0"
"2013","EE",13221,102.21038961039,"1",1976,"1","1","2","4","11","2","NA","NA","NA","NA","NA","NA",37,36,1322,"1","0","0","100"
"2013","EE",13401,102.21038961039,"1",1932,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",80,80,1340,"99","0","0","0"
"2013","EE",13601,102.21038961039,"2",1937,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",75,75,1360,"1","0","0","0"
"2013","EE",13701,102.21038961039,"3",1949,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",63,63,1370,"99","0","0","0"
"2013","EE",13731,102.21038961039,"1",1938,"2","1","1","4","11","2","NA","NA","0","NA","NA","NA",74,74,1373,"99","2","0","0"
"2013","EE",13791,102.21038961039,"2",1945,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",68,67,1379,"1","0","0","0"
"2013","EE",14071,102.21038961039,"1",1935,"2","1","1","1","11","2","NA","NA","NA","NA","NA","10",77,77,1407,"0.6666666667","0","0","100"
"2013","EE",14171,102.21038961039,"4",1981,"1","1","3","4","11","2","NA","NA","NA","NA","NA","NA",32,31,1417,"0.3333333333","0","0","0"
"2013","EE",14191,102.21038961039,"4",1960,"1","1","1","1","11","2","NA","NA","NA","0","NA","20",52,52,1419,"1","0","0","100"
"2013","EE",14401,102.21038961039,"1",1978,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",35,34,1440,"1","0","0","100"
"2013","EE",14471,102.21038961039,"1",1935,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",77,77,1447,"99","0","1","0"
"2013","EE",14801,102.21038961039,"1",1932,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,1480,"1","0","0","0"
"2013","EE",14941,102.21038961039,"3",1933,"2","1","2","1","NA","2","NA","NA","NA","0","NA","NA",80,79,1494,"1","2","0","0"
"2013","EE",15161,102.21038961039,"4",1932,"2","1","1","1","11","2","NA","30","NA","NA","NA","NA",80,80,1516,"99","0","0","100"
"2013","EE",15571,102.21038961039,"2",1945,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",68,67,1557,"0.25","2","0","0"
"2013","EE",15601,102.21038961039,"3",1991,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",22,21,1560,"99","0","0","10"
"2013","EE",15951,102.21038961039,"1",1960,"1","1","1","1","11","2","40","NA","NA","NA","NA","NA",53,52,1595,"0.5","0","0","0"
"2013","EE",16231,102.21038961039,"1",1965,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",48,47,1623,"99","0","0","10"
"2013","EE",16811,102.21038961039,"1",1963,"1","1","2","4","11","2","NA","NA","NA","NA","0","NA",50,49,1681,"0.6666666667","0","0","11"
"2013","EE",16831,102.21038961039,"3",1932,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",80,80,1683,"99","1","0","0"
"2013","EE",16851,102.21038961039,"3",1981,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",32,31,1685,"99","0","0","10"
"2013","EE",17091,102.21038961039,"2",1950,"1","1","1","1","NA","2","NA","NA","0","NA","NA","NA",62,62,1709,"1","2","0","10"
"2013","EE",17121,102.21038961039,"2",1934,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",78,78,1712,"1","0","0","100"
"2013","EE",17241,102.21038961039,"3",1956,"2","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",56,56,1724,"0.9583333333","0","0","0"
"2013","EE",17281,102.21038961039,"2",1932,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",80,80,1728,"1","0","0","0"
"2013","EE",17361,102.21038961039,"2",1952,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",60,60,1736,"0.6111111111","2","0","0"
"2013","EE",17381,102.21038961039,"2",1985,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",28,27,1738,"99","0","0","0"
"2013","EE",17441,102.21038961039,"2",1989,"1","1","1","4","11","2","NA","NA","NA","NA","0","NA",24,23,1744,"0.935197223","2","0","100"
"2013","EE",17881,102.21038961039,"3",1954,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",58,58,1788,"99","0","0","100"
"2013","EE",18091,102.21038961039,"1",1958,"2","1","4","1","11","NA","NA","30","NA","NA","0","NA",54,54,1809,"99","0","0","0"
"2013","EE",18121,102.21038961039,"3",1955,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",57,57,1812,"99","0","0","101"
"2013","EE",18171,102.21038961039,"2",1965,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",48,47,1817,"0.5","2","0","0"
"2013","EE",18431,102.21038961039,"1",1932,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",80,80,1843,"0.6320267422","0","0","0"
"2013","EE",19191,102.21038961039,"2",1954,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","0",58,58,1919,"1","2","0","100"
"2013","EE",19401,102.21038961039,"4",1938,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",75,74,1940,"0","0","0","0"
"2013","EE",19451,102.21038961039,"4",1953,"1","1","1","1","11","NA","NA","NA","5","NA","NA","NA",60,59,1945,"1","0","0","11"
"2013","EE",19531,102.21038961039,"1",1981,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",31,31,1953,"1","2","1","110"
"2013","EE",20141,102.21038961039,"1",1968,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",44,44,2014,"99","0","0","0"
"2013","EE",20231,102.21038961039,"2",1984,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",29,28,2023,"0.6666666667","1","0","0"
"2013","EE",20401,102.21038961039,"1",1937,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",76,75,2040,"0.5","0","0","100"
"2013","EE",20411,102.21038961039,"2",1956,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",56,56,2041,"0.9722222222","0","0","0"
"2013","EE",20571,102.21038961039,"1",1962,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",50,50,2057,"1","0","0","0"
"2013","EE",20991,102.21038961039,"4",1985,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",28,27,2099,"99","0","0","0"
"2013","EE",21111,102.21038961039,"1",1938,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",74,74,2111,"99","0","0","101"
"2013","EE",21271,102.21038961039,"3",1937,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",75,75,2127,"0.5","0","0","0"
"2013","EE",21401,102.21038961039,"2",1944,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",69,68,2140,"0.5","0","0","0"
"2013","EE",21821,102.21038961039,"3",1978,"1","1","4","4","11","2","NA","NA","NA","NA","NA","0",34,34,2182,"1","0","1","0"
"2013","EE",22121,102.21038961039,"1",1985,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",27,27,2212,"0.8333333333","2","0","0"
"2013","EE",22241,102.21038961039,"1",1945,"1","1","4","4","11","3","NA","NA","NA","NA","NA","NA",67,67,2224,"1","2","0","0"
"2013","EE",22411,102.21038961039,"4",1983,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",29,29,2241,"99","2","0","0"
"2013","EE",22531,102.21038961039,"2",1939,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",74,73,2253,"99","0","0","0"
"2013","EE",23411,102.21038961039,"1",1964,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",48,48,2341,"99","0","0","0"
"2013","EE",23451,102.21038961039,"1",1951,"2","1","3","1","11","2","NA","NA","0","NA","NA","NA",62,61,2345,"0.2619047619","0","0","0"
"2013","EE",23471,102.21038961039,"3",1955,"2","1","2","1","11","2","NA","NA","NA","NA","0","NA",57,57,2347,"1","0","0","0"
"2013","EE",24071,102.21038961039,"1",1947,"2","1","4","1","11","2","0","NA","NA","NA","NA","NA",65,65,2407,"99","2","0","0"
"2013","EE",24171,102.21038961039,"2",1986,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",26,26,2417,"99","0","0","0"
"2013","EE",24181,102.21038961039,"4",1932,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","0",80,80,2418,"0.2857142857","0","0","0"
"2013","EE",24471,102.21038961039,"1",1962,"2","1","2","4","11","5","NA","NA","NA","0","0","NA",50,50,2447,"0","0","0","0"
"2013","EE",25231,102.21038961039,"4",1967,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",45,45,2523,"1","0","0","0"
"2013","EE",25251,102.21038961039,"2",1978,"1","1","3","1","11","5","NA","NA","0","NA","NA","NA",34,34,2525,"1","0","0","0"
"2013","EE",25311,102.21038961039,"4",1982,"2","1","3","1","11","2","40","NA","NA","NA","NA","NA",30,30,2531,"0.6666666667","2","0","0"
"2013","EE",25421,102.21038961039,"1",1944,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",68,68,2542,"1","0","0","111"
"2013","EE",25481,102.21038961039,"4",1986,"1","1","2","4","11","2","NA","NA","0","NA","0","NA",26,26,2548,"1","0","0","0"
"2013","EE",25541,102.21038961039,"4",1954,"2","1","4","1","11","5","NA","NA","NA","0","NA","NA",58,58,2554,"99","2","0","0"
"2013","EE",25611,102.21038961039,"3",1984,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",28,28,2561,"99","0","0","0"
"2013","EE",25621,102.21038961039,"4",1961,"2","1","1","1","11","NA","NA","23","NA","NA","0","NA",51,51,2562,"0.875","0","0","0"
"2013","EE",25691,102.21038961039,"4",1936,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",77,76,2569,"0.6666666667","0","0","0"
"2013","EE",25771,102.21038961039,"1",1953,"2","1","3","1","11","5","0","NA","NA","NA","NA","0",59,59,2577,"99","2","0","0"
"2013","EE",25821,102.21038961039,"3",1934,"1","1","3","1","11","2","NA","NA","NA","NA","NA","0",78,78,2582,"0.5","0","0","100"
"2013","EE",25871,102.21038961039,"3",1971,"1","1","4","1","NA","2","0","NA","NA","NA","0","NA",41,41,2587,"0.4261904762","2","0","101"
"2013","EE",25921,102.21038961039,"1",1968,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",44,44,2592,"0.5","2","0","10"
"2013","EE",26231,102.21038961039,"2",1985,"2","1","1","1","11","5","NA","25","0","NA","NA","NA",28,27,2623,"99","0","1","0"
"2013","EE",26471,102.21038961039,"4",1955,"2","1","4","1","NA","NA","NA","NA","NA","NA","0","NA",57,57,2647,"0.3333333333","2","0","0"
"2013","EE",26791,102.21038961039,"1",1935,"2","1","3","4","11","NA","NA","NA","NA","NA","NA","NA",78,77,2679,"1","2","0","0"
"2013","EE",26841,102.21038961039,"4",1935,"2","1","4","1","NA","3","NA","NA","NA","NA","NA","NA",77,77,2684,"0.7380952381","0","0","0"
"2013","EE",26851,102.21038961039,"3",1953,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",59,59,2685,"0.4166666667","0","0","100"
"2013","EE",26871,102.21038961039,"1",1986,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",27,26,2687,"1","0","0","111"
"2013","EE",26961,102.21038961039,"1",1940,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",72,72,2696,"0.7619047619","0","0","0"
"2013","EE",27161,102.21038961039,"1",1937,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",75,75,2716,"1","0","0","0"
"2013","EE",27391,102.21038961039,"1",1938,"2","1","4","4","NA","2","40","25","NA","NA","0","NA",75,74,2739,"0.6","2","0","0"
"2013","EE",27511,102.21038961039,"4",1985,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",27,27,2751,"1","2","0","0"
"2013","EE",27521,102.21038961039,"1",1982,"1","1","1","1","11","5","NA","NA","NA","NA","NA","0",30,30,2752,"0.8780884261","0","0","0"
"2013","EE",27831,102.21038961039,"2",1934,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",79,78,2783,"99","0","0","0"
"2013","EE",28041,102.21038961039,"4",1987,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",25,25,2804,"1","2","0","0"
"2013","EE",28111,102.21038961039,"2",1937,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",75,75,2811,"1","0","0","1"
"2013","EE",28211,102.21038961039,"4",1932,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,2821,"99","0","0","0"
"2013","EE",28651,102.21038961039,"4",1932,"2","1","4","1","11","2","40","NA","NA","0","NA","NA",80,80,2865,"1","2","0","10"
"2013","EE",29251,102.21038961039,"3",1983,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",29,29,2925,"1","0","0","0"
"2013","EE",29351,102.21038961039,"3",1940,"2","1","1","1","14","2","NA","NA","NA","NA","NA","NA",72,72,2935,"1","0","0","0"
"2013","EE",29931,102.21038961039,"3",1990,"1","1","2","4","11","2","NA","NA","0","NA","NA","NA",23,22,2993,"1","0","0","0"
"2013","EE",30381,102.21038961039,"4",1950,"2","1","1","1","NA","2","NA","NA","NA","0","NA","0",62,62,3038,"0.9464285714","0","0","0"
"2013","EE",30551,102.21038961039,"2",1933,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",80,79,3055,"0","0","0","0"
"2013","EE",30691,102.21038961039,"1",1980,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",32,32,3069,"0.125","0","0","0"
"2013","EE",30941,102.21038961039,"1",1943,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","4",69,69,3094,"99","0","0","0"
"2013","EE",31321,102.21038961039,"4",1956,"1","1","3","4","NA","5","NA","NA","NA","NA","NA","NA",57,56,3132,"1","2","0","0"
"2013","EE",31331,102.21038961039,"3",1983,"1","1","4","4","11","5","NA","NA","NA","NA","NA","NA",30,29,3133,"1","0","0","101"
"2013","EE",31441,102.21038961039,"3",1954,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",59,58,3144,"0.5","0","0","100"
"2013","EE",32111,102.21038961039,"2",1940,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",73,72,3211,"0.25","0","0","0"
"2013","EE",32411,102.21038961039,"1",1944,"2","2","1","1","NA","2","NA","0","NA","NA","NA","NA",68,68,3241,"1","2","0","11"
"2013","EE",32541,102.21038961039,"2",1949,"2","1","3","1","NA","2","0","NA","10","NA","NA","NA",63,63,3254,"0.2857142857","2","0","0"
"2013","EE",32551,102.21038961039,"1",1946,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",67,66,3255,"0.935197223","0","0","0"
"2013","EE",32681,102.21038961039,"4",1935,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",78,77,3268,"1","0","0","0"
"2013","EE",33411,102.21038961039,"2",1961,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",51,51,3341,"1","2","0","0"
"2013","EE",33971,102.21038961039,"2",1967,"2","1","1","1","11","NA","NA","NA","0","NA","NA","0",46,45,3397,"0.625","0","0","0"
"2013","EE",34121,102.21038961039,"4",1938,"2","1","4","1","NA","NA","NA","NA","0","NA","NA","0",74,74,3412,"0.5833333333","2","0","0"
"2013","EE",34301,102.21038961039,"1",1942,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",70,70,3430,"0.375","0","0","100"
"2013","EE",34711,102.21038961039,"4",1968,"1","1","1","1","11","2","40","NA","NA","NA","NA","0",44,44,3471,"0.5","0","0","0"
"2013","EE",34761,102.21038961039,"2",1935,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",77,77,3476,"99","0","0","0"
"2013","EE",34861,102.21038961039,"2",1988,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",24,24,3486,"0.1944444444","0","0","0"
"2013","EE",35031,102.21038961039,"1",1989,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",23,23,3503,"99","0","1","100"
"2013","EE",35431,102.21038961039,"4",1943,"2","1","4","4","11","2","40","NA","NA","NA","NA","NA",70,69,3543,"0.5","0","0","0"
"2013","EE",35521,102.21038961039,"3",1949,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",63,63,3552,"1","0","0","0"
