"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PA010","PA020","PA030","PA040","PA050","PA060","PA070","PA080","PA090","PA100","PA110","PA120","PA130","PA140","PA150","PA160","pl030","pl030_f","pl070","pl070_f","pl072","pl072_f","pl110_f","PY070N","PY070G","PX030","PX040","PL051","PX020","PX050","PX010","PL110","PL111"
"2010","EE",2591,117.439662107804,"NA","1","2010","6","3",1952,"2","2","3","EE","2","NA","3","8","NA","1","NA","NA","3","52","NA","NA","NA","NA","1","2","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2330,0,1,"3","NA","2","1","1","2","2","NA","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,259,"1","7",57,"7","1",,"NA"
"2010","EE",2631,117.439662107804,"NA","1","2010","12","1",1939,"2","2","3","Other","2","NA","2","1","NA","NA","NA","NA","3","71","50","NA","NA","12","1","2","2","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",70,230,4096,0,0,1114,1,0,0,0,0,1918,0,89,0,0,1,"NA","1","3","2","NA","NA","2","3","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,263,"1","5",70,"7","1",,"g"
"2010","EE",2681,117.439662107804,"NA","1","2010","70","3",1975,"1","1","3","EE","1","NA","3","5","NA","1","2","1","3","NA","NA","NA","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,0,0,0,382,1,0,0,0,0,0,0,0,0,0,1,"6","2","2","NA","NA","2","NA","2","3","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,268,"1","0 - 1",34,"7","1",,"NA"
"2010","EE",2991,117.439662107804,"NA","1","2010","14","3",1944,"1","2","3","EE","2","NA","5","7","NA","NA","2","NA","3","12","NA","NA","NA","13","1","2","2","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",0,0,0,0,0,6280,1,0,0,0,0,3683,0,0,0,0,1,"NA","1","NA","NA","NA","4","2","1","2","NA","15","NA","NA","NA","NA","NA",,,,,,,,1,1,299,"1","2",65,"2","1",,"NA"
"2010","EE",3361,117.439662107804,"NA","1","2010","11","1",1979,"1","1","1","EE","2","NA","5","3","NA","NA","NA","NA","3","21","40","NA","NA","12","1","1","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,23394,0,0,1559,1,0,0,0,0,0,0,0,0,0,1,"4","NA","1","NA","2","NA","4","NA","2","NA","6","NA","NA","NA","NA","NA",,,,,,,,1,1,336,"1","2",30,"7","1",,"g"
"2010","EE",3381,117.439662107804,"NA","1","2010","9","3",1937,"2","5","1","EE","2","NA","2","7","NA","1","2","NA","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,3072,0,0,0,0,1,"5","1","NA","2","2","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,338,"1","5",72,"5","1",,"NA"
"2010","EE",4001,117.439662107804,"NA","2","2010","24","2",1933,"2","2","1","Other","2","NA","3","7","NA","1","2","NA","3","71","NA","NA","NA","NA","2","NA","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","2","2","NA",0,0,0,0,0,2639,1,0,0,0,0,2848,0,0,0,0,1,"5","1","NA","NA","NA","NA","NA","2","1","NA","40","NA","NA","NA","NA","NA",,,,,,,,1,1,400,"1","8",76,"7","1",,"NA"
"2010","EE",4071,117.439662107804,"NA","2","2010","5","1",1933,"2","4","3","EE","1","NA","5","7","NA","1","2","NA","3","71","NA","NA","NA","12","1","1","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","2","NA","2","NA",383,0,0,0,0,3047,1,0,231,0,0,2999,0,0,0,0,1,"5","1","1","NA","NA","4","2","NA","NA","NA","30","NA","NA","NA","NA","NA",,,,,,,,1,1,407,"1","5",76,"6","1",,"NA"
"2010","EE",4541,117.439662107804,"NA","2","2010","6","2",1934,"2","2","1","EE","2","NA","2","7","NA","1","2","NA","2","82","40","NA","NA","NA","1","2","2","NA","1","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","1","NA","2","NA",0,0,0,0,0,1414,1,0,0,0,0,3483,0,0,0,0,1,"5","1","3","NA","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,454,"1","9",75,"2","1",,"NA"
"2010","EE",4601,117.439662107804,"NA","2","2010","5","4",1949,"2","5","3","EE","2","NA","5","2","NA","NA","NA","NA","3","92","70","NA","NA","13","1","2","2","3","4","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","1","NA","2","NA",0,0,5587,0,0,0,1,639,0,0,0,0,0,0,0,0,1,"4","NA","2","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,460,"1","3",60,"2","1",,"j"
"2010","EE",4671,117.439662107804,"NA","1","2010","14","4",1954,"1","5","3","EE","2","NA","3","1","NA","1","NA","NA","3","22","40","NA","NA","15","1","2","2","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",64,153,5654,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"4","1","2","NA","2","2","2","2","3","NA","31","NA","NA","NA","NA","NA",,,,,,,,1,1,467,"1","5",55,"2","1",,"o"
"2010","EE",4731,117.439662107804,"NA","2","2010","12","4",1933,"2","2","1","EE","2","NA","5","1","NA","1","NA","NA","3","34","NA","NA","NA","NA","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,166,4504,0,0,0,1,77,0,0,0,0,0,0,0,0,1,"4","NA","NA","NA","4","4","2","NA","2","NA","49","NA","NA","NA","NA","NA",,,,,,,,1,1,473,"1","2",76,"6","1",,"p"
"2010","EE",4751,117.439662107804,"NA","1","2010","21","1",1987,"1","1","3","EE","2","NA","2","5","NA","NA","NA","NA","3","51","40","NA","NA","NA","2","2","NA","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","3","2","NA","2","NA",0,0,1760,528,528,0,1,0,0,0,67,0,0,0,0,0,1,"NA","1","NA","NA","2","NA","NA","NA","1","NA","42","NA","NA","NA","NA","NA",,,,,,,,1,1,475,"1",,22,"NA","1",,"NA"
"2010","EE",4891,117.439662107804,"NA","2","2010","8","3",1978,"2","2","1","EE","2","NA","3","10","NA","2","2","1","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","1","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,489,"1","2",31,"2","1",,"NA"
"2010","EE",5041,117.439662107804,"NA","2","2010","12","2",1955,"2","5","1","EE","2","NA","5","1","NA","NA","1","1","3","41","40","NA","NA","7","1","2","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","2","NA",0,0,9465,0,0,401,1,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","2","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,504,"1","2",54,"2","1",,"b-e"
"2010","EE",5181,117.439662107804,"NA","1","2010","9","2",1964,"1","2","1","Other","2","NA","3","5","NA","NA","NA","NA","3","72","40","NA","NA","NA","1","2","2","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",0,192,3753,0,0,0,1,0,0,0,2201,0,0,0,0,0,1,"4","1","NA","NA","2","2","NA","2","2","1","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,518,"1","7",45,"2","1",,"NA"
"2010","EE",5321,117.439662107804,"NA","1","2010","6","3",1952,"2","1","3","EE","2","NA","5","1","NA","NA","NA","NA","3","12","NA","NA","NA","11","1","2","NA","NA","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,24814,0,0,1199,1,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","3","NA","2","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,532,"1","9",57,"8","1",,"l-n"
"2010","EE",5401,117.439662107804,"NA","2","2010","10","4",1941,"2","5","2","EE","2","NA","5","7","NA","NA","NA","NA","3","72","40","NA","NA","11","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,5823,0,0,0,0,1,"3","1","NA","NA","NA","2","2","2","1","1","43","NA","NA","NA","NA","NA",,,,,,,,1,1,540,"1","3",68,"NA","1",,"NA"
"2010","EE",5711,117.439662107804,"NA","2","2010","6","4",1946,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","52","40","NA","NA","NA","NA","2","1","1","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,6547,0,0,2185,1,0,0,0,0,2995,0,94,0,0,1,"5","1","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,571,"1","3",63,"2","1",,"p"
"2010","EE",5981,117.439662107804,"NA","2","2010","8","2",1984,"1","1","3","EE","2","NA","5","2","NA","1","2","NA","3","91","40","NA","NA","11","1","2","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,1851,0,0,2710,1,0,0,0,0,0,0,0,0,0,1,"5","1","1","NA","NA","NA","5","NA","1","NA","21","NA","NA","NA","NA","NA",,,,,,,,1,1,598,"1","2",25,"5","1",,"l-n"
"2010","EE",6231,117.439662107804,"NA","1","2010","7","2",1958,"1","5","3","Other","2","NA","2","5","NA","1","NA","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"4","NA","NA","NA","NA","NA","NA","2","1","1","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,623,"1","9",51,"6","1",,"NA"
"2010","EE",6631,117.439662107804,"NA","1","2010","23","1",1947,"2","2","3","Other","2","NA","3","7","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","1","2","NA","1","NA",0,0,0,0,0,533,1,207,0,0,0,3120,0,0,0,0,1,"4","1","NA","NA","NA","4","2","NA","1","NA","38","NA","NA","NA","NA","NA",,,,,,,,1,1,663,"1","8",62,"4","1",,"NA"
"2010","EE",6701,117.439662107804,"NA","1","2010","16","1",1929,"1","4","2","EE","2","NA","3","7","NA","NA","2","NA","3","61","NA","NA","NA","13","1","2","NA","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","2","NA","2","NA",0,0,0,0,0,3047,1,0,0,0,0,5211,0,0,0,0,1,"NA","NA","1","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,670,"1","0 - 1",80,"3","1",,"NA"
"2010","EE",6761,117.439662107804,"NA","1","2010","12","3",1939,"2","4","3","EE","2","NA","5","1","NA","NA","NA","NA","3","72","20","NA","NA","15","1","2","2","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","1",288,0,7140,628,0,0,1,0,0,0,0,0,0,0,0,0,1,"NA","1","2","NA","2","2","2","NA","1","1","36","NA","NA","NA","NA","NA",,,,,,,,1,1,676,"1","3",70,"2","1",,"g"
"2010","EE",6781,117.439662107804,"NA","2","2010","16","3",1947,"2","2","1","EE","2","NA","4","1","NA","1","1","NA","3","82","40","NA","NA","NA","1","2","NA","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","2","1","2","NA",0,0,1636,0,0,0,1,0,34,0,0,2415,0,0,0,0,1,"NA","1","2","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,678,"1","8",62,"2","1",,"b-e"
"2010","EE",7031,117.439662107804,"NA","1","2010","20","2",1930,"2","4","3","EE","2","NA","3","7","NA","NA","2","NA","3","72","40","NA","NA","5","1","2","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,4095,0,0,0,0,1,"5","NA","3","NA","2","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,703,"1","3",79,"5","1",,"NA"
"2010","EE",7071,117.439662107804,"NA","2","2010","21","1",1945,"2","4","1","EE","2","NA","3","1","NA","NA","NA","NA","3","51","40","NA","NA","NA","1","2","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,5402,5,0,5867,1,0,0,0,0,2028,0,113,0,0,1,"6","NA","2","2","2","NA","NA","NA","NA","NA","22","NA","NA","NA","NA","NA",,,,,,,,1,1,707,"1","5",64,"7","1",,"p"
"2010","EE",7091,117.439662107804,"NA","2","2010","7","3",1975,"1","1","3","EE","2","NA","5","1","NA","NA","NA","NA","3","51","40","8","NA","13","1","2","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,0,15656,0,0,3554,1,0,0,0,0,0,0,614,0,0,1,"NA","NA","2","2","2","2","2","2","1","NA","20","NA","NA","NA","NA","NA",,,,,,,,1,1,709,"1","0 - 1",34,"2","1",,"f"
"2010","EE",7111,117.439662107804,"NA","2","2010","21","3",1929,"1","2","1","EE","2","NA","5","7","NA","1","1","NA","3","61","NA","NA","NA","NA","2","2","NA","NA","10","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","2","2",0,0,0,0,0,3216,1,0,0,0,0,2972,0,0,0,0,1,"5","NA","1","NA","NA","3","2","2","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,711,"1","6",80,"8","1",,"NA"
"2010","EE",7151,117.439662107804,"NA","1","2010","19","4",1934,"2","1","1","EE","2","NA","1","7","NA","1","NA","NA","2","72","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",0,0,0,0,0,2541,1,0,0,0,0,3164,0,0,0,0,1,"5","1","3","NA","NA","4","2","NA","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,715,"1","9",75,"3","1",,"NA"
"2010","EE",7231,117.439662107804,"NA","1","2010","12","3",1935,"1","2","3","EE","2","NA","5","4","NA","NA","NA","NA","3","41","30","NA","NA","13","1","2","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","2","2","NA","2","1",3068,767,0,0,0,0,1,0,3822,0,0,3019,0,0,0,0,1,"4","1","NA","NA","NA","4","NA","2","1","NA","13","NA","NA","NA","NA","NA",,,,,,,,1,1,723,"1","2",74,"7","1",,"l-n"
"2010","EE",7271,117.439662107804,"NA","2","2010","6","3",1929,"2","4","1","EE","2","NA","5","7","NA","1","2","NA","3","72","NA","NA","4","12","NA","2","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","NA",0,0,0,0,0,2854,1,0,0,0,0,4949,0,0,0,0,1,"NA","1","3","NA","NA","4","4","2","2","NA","36","NA","NA","NA","NA","NA",,,,,,,,1,1,727,"1","3",80,"7","1",,"NA"
"2010","EE",7371,117.439662107804,"NA","1","2010","13","3",1949,"2","1","2","EE","2","5","3","7","NA","1","2","1","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,0,1368,0,0,3216,1,0,0,0,0,1121,0,0,0,0,1,"1","NA","2","2","2","NA","5","NA","1","NA","0","NA","NA","NA","NA","NA",,,,,,,,1,1,737,"1","9",60,"7","1",,"NA"
"2010","EE",7691,117.439662107804,"NA","1","2010","14","4",1952,"2","5","3","EE","2","NA","NA","NA","NA","NA","2","NA","3","91","NA","NA","1","NA","2","2","NA","3","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",0,0,2876,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"NA","NA","2","NA","NA","NA","2","NA","2","NA","58","NA","NA","NA","NA","NA",,,,,,,,1,1,769,"1",,57,"3","1",,"NA"
"2010","EE",8191,117.439662107804,"NA","1","2010","1","2",1952,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","1","34","48","NA","NA","11","1","2","2","NA","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,971,9998,0,0,1348,1,0,0,0,0,0,0,37,0,0,1,"NA","1","2","NA","2","2","NA","2","1","NA","8","NA","NA","NA","NA","NA",,,,,,,,1,1,819,"1","2",57,"7","1",,"g"
"2010","EE",8531,117.439662107804,"NA","2","2010","11","1",1944,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","51","40","NA","NA","15","1","2","2","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",0,0,4217,0,0,0,1,0,0,0,0,0,0,0,1971,0,1,"NA","1","2","NA","NA","NA","NA","NA","2","NA","10","NA","NA","NA","NA","NA",,,,,,,,1,1,853,"1","4",65,"6","1",,"g"
"2010","EE",8621,117.439662107804,"NA","2","2010","13","4",1980,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","41","40","NA","NA","NA","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,17427,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"5","1","NA","2","2","2","4","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,862,"1","2",29,"6","1",,"j"
"2010","EE",8771,117.439662107804,"NA","1","2010","13","4",1948,"1","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","22","40","NA","NA","12","1","2","2","NA","NA","24","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","2","1","NA",0,0,7048,0,0,2879,1,0,0,0,0,7625,0,0,0,0,1,"5","NA","2","3","NA","NA","NA","2","1","NA","48","NA","NA","NA","NA","NA",,,,,,,,1,1,877,"1","2",61,"2","1",,"a"
"2010","EE",8861,117.439662107804,"NA","1","2010","14","1",1929,"2","4","1","EE","2","NA","1","7","NA","1","NA","NA","3","71","40","NA","NA","13","1","1","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","1",0,0,0,0,0,0,1,0,0,0,0,7128,0,0,0,0,1,"5","1","NA","2","NA","2","2","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,886,"1","9",80,"7","1",,"NA"
"2010","EE",9441,117.439662107804,"NA","2","2010","12","1",1945,"1","2","1","EE","2","NA","3","7","NA","NA","2","NA","3","72","NA","NA","NA","NA","1","NA","NA","3","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","1","NA","2","NA",0,0,0,0,0,1683,1,0,0,0,0,3134,0,0,0,0,1,"1","1","1","NA","NA","4","2","3","2","NA","27","NA","NA","NA","NA","NA",,,,,,,,1,1,944,"1","8",64,"2","1",,"NA"
"2010","EE",9461,117.439662107804,"NA","1","2010","7","2",1929,"2","4","3","EE","NA","NA","3","7","NA","1","2","NA","3","42","40","NA","NA","NA","1","2","NA","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","1","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,5118,0,0,0,0,1,"4","1","1","2","2","NA","NA","NA","2","1","53","NA","NA","NA","NA","NA",,,,,,,,1,1,946,"1","3",80,"6","1",,"NA"
