"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2010","EE",4071,117.439662107804,"3",1933,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",407,76,"2","0.6","0","0",76
"2010","EE",4541,117.439662107804,"4",1934,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",454,75,"0","0","0","0",75
"2010","EE",4601,117.439662107804,"1",1949,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",460,60,"0","1","0","0",61
"2010","EE",4671,117.439662107804,"4",1954,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",467,55,"0","0.625","0","0",55
"2010","EE",4731,117.439662107804,"1",1933,"2","1","1","4","11","5","NA","NA","NA","NA","NA","1",473,76,"0","0.6428571429","0","100",76
"2010","EE",4751,117.439662107804,"3",1987,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",475,22,"0","1","0","100",23
"2010","EE",4891,117.439662107804,"3",1978,"2","1","4","1","11","1","NA","NA","NA","NA","NA","NA",489,31,"0","0","0","0",31
"2010","EE",5041,117.439662107804,"1",1955,"2","1","4","1","11","5","NA","NA","NA","NA","NA","0",504,54,"2","0.2857142857","0","0",55
"2010","EE",5181,117.439662107804,"1",1964,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",518,45,"0","1","0","0",45
"2010","EE",5321,117.439662107804,"3",1952,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",532,57,"2","0.6666666667","0","0",57
"2010","EE",5401,117.439662107804,"3",1941,"2","1","3","1","NA","NA","NA","NA","NA","0","NA","8",540,68,"2","0.5833333333","0","0",68
"2010","EE",5711,117.439662107804,"4",1946,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",571,63,"0","1","0","0",63
"2010","EE",5981,117.439662107804,"2",1984,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",598,25,"2","1","0","1",25
"2010","EE",6231,117.439662107804,"1",1958,"1","1","3","1","NA","2","NA","NA","NA","NA","0","0",623,51,"0","0.4722222222","1","100",51
"2010","EE",6631,117.439662107804,"1",1947,"2","1","1","4","11","2","NA","NA","0","NA","NA","NA",663,62,"2","0.5","0","0",63
"2010","EE",6701,117.439662107804,"4",1929,"1","1","3","1","11","2","NA","28","0","NA","NA","NA",670,80,"2","0.9166666667","0","0",80
"2010","EE",6761,117.439662107804,"3",1939,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",676,70,"2","1","0","0",70
"2010","EE",6781,117.439662107804,"2",1947,"2","1","1","1","11","2","NA","NA","NA","0","0","NA",678,62,"0","0.7055890796","0","0",62
"2010","EE",7031,117.439662107804,"1",1930,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",703,79,"0","99","0","100",80
"2010","EE",7071,117.439662107804,"3",1945,"2","1","1","1","11","2","40","NA","NA","NA","NA","NA",707,64,"0","1","0","0",64
"2010","EE",7091,117.439662107804,"1",1975,"1","1","4","4","11","2","NA","NA","NA","NA","0","NA",709,34,"1","0.5","0","0",34
"2010","EE",7111,117.439662107804,"3",1929,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",711,80,"0","1","0","100",80
"2010","EE",7151,117.439662107804,"2",1934,"2","1","4","1","11","2","NA","NA","15","0","NA","NA",715,75,"0","99","0","0",75
"2010","EE",7231,117.439662107804,"2",1935,"1","1","4","4","11","2","NA","NA","NA","NA","NA","10",723,74,"0","99","0","0",74
"2010","EE",7271,117.439662107804,"1",1929,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",727,80,"0","0.8333333333","0","0",80
"2010","EE",7371,117.439662107804,"1",1949,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",737,60,"1","0.954374892","0","0",61
"2010","EE",7691,117.439662107804,"2",1952,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",769,57,"2","0.5","0","0",58
"2010","EE",8191,117.439662107804,"2",1952,"2","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",819,57,"2","0","0","0",57
"2010","EE",8531,117.439662107804,"2",1944,"1","1","4","4","11","2","NA","NA","0","NA","NA","NA",853,65,"2","0.75","0","0",65
"2010","EE",8621,117.439662107804,"4",1980,"1","1","4","4","11","2","NA","NA","NA","NA","0","NA",862,29,"0","0.817499568","0","0",29
"2010","EE",8771,117.439662107804,"2",1948,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",877,61,"2","1","1","0",61
"2010","EE",8861,117.439662107804,"2",1929,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",886,80,"0","99","0","0",80
"2010","EE",9441,117.439662107804,"2",1945,"1","1","3","1","11","NA","40","NA","NA","NA","NA","NA",944,64,"0","0.5","0","110",65
"2010","EE",9461,117.439662107804,"3",1929,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",946,80,"0","99","0","0",80
"2010","EE",10021,117.439662107804,"1",1929,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",1002,80,"0","0","0","0",80
"2010","EE",10531,117.439662107804,"4",1957,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1053,52,"2","1","0","0",53
"2010","EE",10591,117.439662107804,"2",1945,"2","1","1","4","11","2","NA","NA","NA","0","NA","NA",1059,64,"0","1","0","0",65
"2010","EE",10671,117.439662107804,"4",1929,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1067,80,"0","0","0","0",80
"2010","EE",10801,117.439662107804,"3",1957,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1080,52,"2","1","0","0",53
"2010","EE",11181,117.439662107804,"3",1936,"2","1","4","1","11","5","NA","30","NA","NA","NA","NA",1118,73,"2","1","0","0",73
"2010","EE",11281,117.439662107804,"1",1956,"2","1","3","4","11","5","0","NA","NA","NA","NA","NA",1128,53,"0","1","1","0",53
"2010","EE",11611,117.439662107804,"2",1937,"2","1","1","4","11","2","NA","NA","0","NA","NA","NA",1161,72,"2","1","0","111",72
"2010","EE",11641,117.439662107804,"1",1979,"2","1","2","4","NA","2","NA","NA","NA","NA","NA","NA",1164,30,"0","1","0","0",30
"2010","EE",11991,117.439662107804,"3",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1199,69,"2","1","0","0",70
"2010","EE",12221,117.439662107804,"2",1961,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1222,48,"0","0.9583333333","0","100",48
"2010","EE",12241,117.439662107804,"2",1962,"2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",1224,47,"0","0","0","0",48
"2010","EE",12291,117.439662107804,"3",1974,"1","1","1","1","11","2","40","NA","NA","NA","NA","NA",1229,35,"2","99","0","0",35
"2010","EE",12411,117.439662107804,"2",1950,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",1241,59,"2","0.8541666667","0","0",59
"2010","EE",12751,117.439662107804,"1",1985,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1275,24,"0","99","0","0",24
"2010","EE",13071,117.439662107804,"2",1942,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",1307,67,"0","99","0","100",68
"2010","EE",13081,117.439662107804,"3",1988,"2","1","4","4","11","NA","NA","NA","NA","0","0","0",1308,21,"2","0.5946116876","1","101",22
"2010","EE",13261,117.439662107804,"1",1981,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1326,28,"0","99","0","111",28
"2010","EE",13451,117.439662107804,"3",1937,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",1345,72,"0","99","1","0",72
"2010","EE",13551,117.439662107804,"3",1940,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",1355,69,"0","99","0","0",69
"2010","EE",13571,117.439662107804,"3",1982,"1","1","2","1","NA","5","NA","NA","NA","NA","NA","NA",1357,27,"2","1","0","0",27
"2010","EE",13581,117.439662107804,"3",1984,"1","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1358,25,"0","1","0","0",25
"2010","EE",13641,117.439662107804,"4",1959,"1","1","4","4","NA","5","NA","NA","NA","NA","NA","NA",1364,50,"0","0.5","0","0",51
"2010","EE",13911,117.439662107804,"2",1974,"1","1","4","4","11","5","0","NA","NA","NA","NA","NA",1391,35,"0","1","0","0",35
"2010","EE",14021,117.439662107804,"2",1929,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",1402,80,"2","99","0","0",80
"2010","EE",14041,117.439662107804,"4",1941,"2","1","3","1","11","NA","NA","NA","0","NA","NA","NA",1404,68,"2","99","0","0",69
"2010","EE",14241,117.439662107804,"4",1931,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1424,78,"0","0.5","0","0",78
"2010","EE",14321,117.439662107804,"1",1950,"1","1","4","1","11","2","40","NA","NA","NA","NA","NA",1432,59,"0","99","0","0",59
"2010","EE",14781,117.439662107804,"1",1931,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",1478,78,"0","0.9583333333","0","0",78
"2010","EE",14991,117.439662107804,"4",1931,"2","1","4","4","11","2","NA","NA","NA","NA","NA","7",1499,78,"2","1","0","0",79
"2010","EE",15391,117.439662107804,"3",1939,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",1539,70,"0","1","0","0",71
"2010","EE",15431,117.439662107804,"3",1937,"1","1","3","1","11","1","NA","NA","NA","NA","NA","NA",1543,72,"0","0.9583333333","0","0",72
"2010","EE",15781,117.439662107804,"4",1956,"2","1","4","1","11","2","NA","NA","NA","0","NA","0",1578,53,"0","99","0","100",53
"2010","EE",16051,117.439662107804,"4",1929,"2","1","4","1","11","5","0","NA","NA","NA","NA","NA",1605,80,"0","99","0","101",80
"2010","EE",16631,117.439662107804,"2",1941,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1663,68,"0","99","0","110",68
"2010","EE",16661,117.439662107804,"2",1958,"1","1","2","1","11","NA","0","22","NA","NA","NA","NA",1666,51,"0","1","0","0",51
"2010","EE",16901,117.439662107804,"3",1929,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1690,80,"0","0.3571428571","0","0",80
"2010","EE",16921,117.439662107804,"1",1969,"1","1","4","1","11","5","NA","NA","NA","0","NA","NA",1692,40,"0","0.5","0","0",41
"2010","EE",17051,117.439662107804,"2",1929,"2","1","3","4","11","2","NA","NA","NA","NA","NA","NA",1705,80,"0","1","0","0",80
"2010","EE",17091,117.439662107804,"4",1968,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",1709,41,"0","1","0","0",42
"2010","EE",17181,117.439662107804,"2",1958,"1","1","1","4","11","5","NA","NA","NA","NA","NA","NA",1718,51,"0","1","0","0",51
"2010","EE",17191,117.439662107804,"2",1930,"2","1","2","1","11","NA","0","NA","NA","0","NA","NA",1719,79,"0","1","0","10",79
"2010","EE",17681,117.439662107804,"2",1936,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1768,73,"0","0.5","0","0",73
"2010","EE",17901,117.439662107804,"3",1978,"2","1","1","1","11","2","NA","NA","NA","NA","NA","7",1790,31,"0","0","0","0",32
"2010","EE",17921,117.439662107804,"1",1935,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1792,74,"0","1","0","0",74
"2010","EE",17961,117.439662107804,"3",1981,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",1796,28,"2","99","0","0",28
"2010","EE",18231,117.439662107804,"2",1930,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",1823,79,"2","99","0","0",79
"2010","EE",18981,117.439662107804,"4",1967,"1","1","4","1","11","NA","NA","NA","NA","0","NA","0",1898,42,"0","0.5","0","0",42
"2010","EE",19231,117.439662107804,"1",1948,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1923,61,"0","1","0","101",61
"2010","EE",19321,117.439662107804,"1",1944,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1932,65,"0","0.4571428571","0","0",65
"2010","EE",20001,117.439662107804,"1",1945,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2000,64,"0","1","0","0",64
"2010","EE",20181,117.439662107804,"1",1937,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",2018,72,"0","1","0","10",72
"2010","EE",20351,117.439662107804,"3",1982,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2035,27,"0","99","0","0",27
"2010","EE",20761,117.439662107804,"1",1960,"2","1","2","1","11","NA","NA","NA","0","NA","NA","NA",2076,49,"0","0.7738095238","0","0",49
"2010","EE",20881,117.439662107804,"1",1946,"2","1","4","1","11","5","40","NA","0","NA","NA","NA",2088,63,"0","1","0","0",63
"2010","EE",21041,117.439662107804,"2",1929,"2","1","2","1","11","5","NA","NA","NA","NA","0","NA",2104,80,"2","0.6666666667","0","0",80
"2010","EE",21171,117.439662107804,"2",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2117,69,"2","1","0","0",70
"2010","EE",21581,117.439662107804,"2",1934,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",2158,75,"0","99","1","100",75
"2010","EE",21881,117.439662107804,"3",1949,"2","1","4","1","11","NA","NA","NA","NA","NA","0","NA",2188,60,"0","0","1","0",60
"2010","EE",22001,117.439662107804,"4",1943,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2200,66,"2","0.5","0","0",66
"2010","EE",22281,117.439662107804,"2",1930,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2228,79,"2","1","0","0",79
"2010","EE",23211,117.439662107804,"2",1943,"2","1","1","1","11","5","NA","NA","NA","0","0","NA",2321,66,"2","1","0","0",66
"2010","EE",23801,117.439662107804,"2",1936,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",2380,73,"0","99","0","10",73
"2010","EE",23901,117.439662107804,"2",1982,"1","1","1","1","11","5","NA","NA","NA","0","NA","NA",2390,27,"2","99","0","0",27
"2010","EE",23921,117.439662107804,"3",1929,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2392,80,"2","1","0","0",80
"2010","EE",24211,117.439662107804,"2",1940,"2","1","1","1","11","2","NA","20","NA","NA","0","0",2421,69,"0","1","0","0",69
"2010","EE",24951,117.439662107804,"2",1956,"2","1","4","1","11","NA","NA","30","NA","0","0","0",2495,53,"0","0.4695832613","0","100",54
"2010","EE",24971,117.439662107804,"2",1955,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",2497,54,"0","0.5","0","10",54
"2010","EE",25021,117.439662107804,"1",1953,"1","1","2","1","11","2","NA","NA","NA","NA","0","NA",2502,56,"0","0.4196428571","0","0",56
"2010","EE",25151,117.439662107804,"3",1969,"2","1","1","1","11","2","45","30","NA","0","NA","NA",2515,40,"0","99","0","0",41
"2010","EE",25211,117.439662107804,"2",1943,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",2521,66,"0","0","0","0",66
"2010","EE",25331,117.439662107804,"1",1978,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",2533,31,"0","0.7142857143","0","110",31
"2010","EE",25411,117.439662107804,"2",1951,"1","1","1","4","11","5","NA","NA","NA","NA","NA","NA",2541,58,"0","1","0","0",58
"2010","EE",25491,117.439662107804,"4",1938,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",2549,71,"0","1","0","0",72
"2010","EE",25531,117.439662107804,"2",1967,"2","1","2","4","11","2","NA","NA","NA","NA","NA","1",2553,42,"0","99","0","0",42
"2010","EE",25581,117.439662107804,"4",1981,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2558,28,"2","99","0","0",28
"2010","EE",25641,117.439662107804,"2",1971,"2","1","1","1","NA","5","NA","NA","NA","NA","0","NA",2564,38,"0","0.5","0","0",38
"2010","EE",25941,117.439662107804,"1",1929,"2","1","1","1","11","5","NA","NA","0","NA","NA","NA",2594,80,"0","1","0","100",80
"2010","EE",26181,117.439662107804,"1",1989,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2618,20,"0","1","0","0",21
"2010","EE",26491,117.439662107804,"1",1976,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2649,33,"0","0.7083333333","0","110",33
"2010","EE",26551,117.439662107804,"4",1984,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2655,25,"0","1","0","111",26
"2010","EE",26571,117.439662107804,"3",1933,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2657,76,"0","1","0","0",76
"2010","EE",26671,117.439662107804,"2",1932,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",2667,77,"0","1","1","0",77
"2010","EE",26861,117.439662107804,"2",1930,"2","1","4","1","11","1","NA","NA","NA","NA","NA","NA",2686,79,"0","99","0","0",80
"2010","EE",27091,117.439662107804,"1",1950,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2709,59,"0","0.875","0","0",59
"2010","EE",27201,117.439662107804,"2",1975,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","0",2720,34,"0","1","0","0",34
"2010","EE",27221,117.439662107804,"1",1929,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","0",2722,80,"0","1","0","0",80
"2010","EE",27731,117.439662107804,"4",1967,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",2773,42,"0","0.8333333333","0","0",43
"2010","EE",27891,117.439662107804,"3",1934,"2","1","3","1","11","5","NA","NA","NA","NA","NA","NA",2789,75,"0","0.875","1","111",75
"2010","EE",28331,117.439662107804,"2",1939,"2","1","4","1","11","5","0","NA","NA","NA","NA","NA",2833,70,"1","0.9285714286","0","0",70
"2010","EE",28921,117.439662107804,"2",1947,"1","1","2","1","11","NA","NA","NA","0","NA","NA","NA",2892,62,"0","1","0","0",62
"2010","EE",29031,117.439662107804,"2",1942,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2903,67,"2","1","0","0",67
"2010","EE",29611,117.439662107804,"1",1944,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2961,65,"2","1","0","0",65
"2010","EE",30221,117.439662107804,"4",1939,"1","1","4","4","11","2","NA","NA","NA","0","NA","2",3022,70,"2","0.5","1","0",70
"2010","EE",30351,117.439662107804,"4",1938,"2","1","1","1","11","NA","20","NA","NA","NA","NA","NA",3035,71,"0","99","0","0",72
"2010","EE",30981,117.439662107804,"1",1985,"1","1","2","1","NA","2","0","NA","NA","NA","NA","NA",3098,24,"1","1","0","0",24
"2010","EE",31091,117.439662107804,"1",1986,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3109,23,"0","1","0","0",23
"2010","EE",31761,117.439662107804,"4",1929,"2","1","4","1","14","2","NA","25","NA","NA","NA","NA",3176,80,"0","0.9285714286","0","0",80
"2010","EE",32061,117.439662107804,"4",1941,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3206,68,"1","0.5","0","0",69
"2010","EE",32191,117.439662107804,"4",1971,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3219,38,"0","99","0","101",39
"2010","EE",32321,117.439662107804,"3",1967,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",3232,42,"2","1","0","0",42
"2010","EE",33051,117.439662107804,"3",1984,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3305,25,"0","99","0","0",25
"2010","EE",33611,117.439662107804,"4",1943,"1","1","1","1","11","2","NA","25","NA","NA","NA","0",3361,66,"0","0.5","1","0",66
"2010","EE",33741,117.439662107804,"1",1980,"1","1","4","1","11","2","NA","NA","NA","NA","NA","0",3374,29,"0","1","1","0",29
"2010","EE",33921,117.439662107804,"3",1955,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",3392,54,"0","1","0","0",54
"2010","EE",34321,117.439662107804,"3",1982,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3432,27,"0","0.8193391516","0","0",27
"2010","EE",34381,117.439662107804,"3",1980,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",3438,29,"1","1","0","0",29
"2010","EE",34481,117.439662107804,"1",1952,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3448,57,"0","0.5","0","0",57
"2010","EE",34651,117.439662107804,"1",1965,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",3465,44,"0","1","0","0",44
"2010","EE",35041,117.439662107804,"4",1947,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3504,62,"1","1","1","0",63
"2010","EE",35131,117.439662107804,"4",1956,"2","1","4","1","11","NA","NA","NA","0","NA","NA","NA",3513,53,"0","0.8412698413","0","0",53
"2010","EE",35171,117.439662107804,"2",1969,"1","1","4","1","11","NA","NA","NA","NA","NA","0","NA",3517,40,"0","99","0","0",40
"2010","EE",35381,117.439662107804,"1",1958,"2","1","2","1","11","NA","NA","NA","NA","NA","NA","NA",3538,51,"0","0.5833333333","0","0",51
"2010","EE",35631,117.439662107804,"4",1929,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",3563,80,"0","0.2916666667","0","0",80
"2010","EE",35861,117.439662107804,"1",1938,"2","1","1","1","11","2","NA","NA","0","0","NA","NA",3586,71,"1","1","0","0",71
"2010","EE",36191,117.439662107804,"2",1929,"1","1","3","1","NA","2","40","NA","NA","NA","NA","NA",3619,80,"1","0","1","0",80
"2010","EE",36951,117.439662107804,"2",1986,"2","1","3","4","11","1","NA","NA","NA","NA","NA","NA",3695,23,"1","0.7083333333","0","0",23
"2010","EE",36961,117.439662107804,"2",1985,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",3696,24,"0","1","0","0",24
"2010","EE",37381,117.439662107804,"1",1935,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",3738,74,"0","99","0","0",74
"2010","EE",37521,117.439662107804,"2",1979,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",3752,30,"0","99","0","0",30
"2010","EE",37671,117.439662107804,"3",1986,"1","1","4","4","11","NA","NA","0","NA","NA","NA","NA",3767,23,"0","1","1","0",24
"2010","EE",37691,117.439662107804,"1",1984,"1","1","1","4","11","2","NA","NA","NA","NA","NA","NA",3769,25,"2","99","0","0",25
"2010","EE",38011,117.439662107804,"4",1938,"2","1","2","1","11","3","NA","NA","NA","NA","NA","NA",3801,71,"0","0","0","0",71
"2010","EE",38251,117.439662107804,"1",1938,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",3825,71,"0","1","0","0",71
"2010","EE",38591,117.439662107804,"1",1984,"1","2","1","1","11","2","NA","NA","NA","NA","NA","10",3859,25,"0","1","0","0",25
"2010","EE",38971,117.439662107804,"3",1972,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",3897,37,"2","1","0","111",38
"2010","EE",39511,117.439662107804,"1",1958,"2","1","3","1","11","2","NA","NA","NA","0","NA","0",3951,51,"0","99","0","0",52
"2010","EE",39521,117.439662107804,"1",1947,"2","1","4","1","11","5","NA","NA","NA","NA","0","0",3952,62,"0","99","0","0",62
"2010","EE",40071,117.439662107804,"2",1929,"2","1","3","1","11","NA","NA","NA","0","NA","NA","NA",4007,80,"2","1","1","0",80
"2010","EE",40091,117.439662107804,"4",1939,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4009,70,"0","0.9825396825","0","0",70
"2010","EE",40131,117.439662107804,"3",1932,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",4013,77,"0","1","0","0",78
"2010","EE",40341,117.439662107804,"4",1966,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",4034,43,"0","99","0","0",43
"2010","EE",40601,117.439662107804,"2",1988,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4060,21,"0","0.7237848697","0","110",21
"2010","EE",40941,117.439662107804,"2",1944,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4094,65,"2","1","0","0",65
"2010","EE",41021,117.439662107804,"3",1971,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4102,38,"2","99","0","0",38
"2010","EE",41111,117.439662107804,"4",1947,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",4111,62,"0","0.7083333333","0","0",63
"2010","EE",41221,117.439662107804,"2",1952,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",4122,57,"0","0.475","0","0",58
"2010","EE",41231,117.439662107804,"4",1932,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4123,77,"0","0.5","0","0",78
"2010","EE",41511,117.439662107804,"2",1978,"2","1","1","1","11","2","NA","NA","0","NA","0","0",4151,31,"0","99","0","0",31
"2010","EE",41601,117.439662107804,"1",1951,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4160,58,"0","1","0","0",59
"2010","EE",41741,117.439662107804,"2",1969,"1","1","3","4","11","2","NA","NA","NA","NA","NA","0",4174,40,"0","0.5277777778","0","0",41
"2010","EE",42251,117.439662107804,"3",1980,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4225,29,"1","0.5","0","0",29
"2010","EE",42761,117.439662107804,"2",1966,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",4276,43,"0","1","0","0",43
"2010","EE",42861,117.439662107804,"4",1967,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4286,42,"0","1","1","100",43
