"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2009","EE",6641,117.726082578046,"4",1928,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",664,80,"0","1","0","0",80
"2009","EE",6701,117.726082578046,"3",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",670,68,"2","99","0","110",68
"2009","EE",6771,117.726082578046,"2",1928,"2","1","1","4","11","5","NA","NA","NA","NA","NA","NA",677,80,"2","0.5","0","0",80
"2009","EE",6791,117.726082578046,"1",1946,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",679,62,"0","99","0","0",62
"2009","EE",7041,117.726082578046,"4",1928,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",704,80,"0","0.4404761905","0","0",80
"2009","EE",7081,117.726082578046,"4",1947,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",708,61,"0","99","1","1",61
"2009","EE",7101,117.726082578046,"2",1945,"1","1","1","1","11","2","NA","NA","0","NA","0","NA",710,63,"0","99","0","0",63
"2009","EE",7121,117.726082578046,"3",1984,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",712,24,"0","1","1","0",25
"2009","EE",7161,117.726082578046,"4",1928,"1","1","3","1","11","2","NA","NA","NA","NA","NA","0",716,80,"0","99","0","100",80
"2009","EE",7241,117.726082578046,"3",1935,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",724,73,"0","1","0","100",73
"2009","EE",7281,117.726082578046,"3",1981,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",728,27,"0","99","0","100",27
"2009","EE",7381,117.726082578046,"4",1928,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",738,80,"0","0.75","0","0",80
"2009","EE",7701,117.726082578046,"3",1973,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",770,35,"0","99","0","0",35
"2009","EE",8191,117.726082578046,"1",1945,"2","1","4","1","NA","5","40","NA","NA","NA","NA","NA",819,63,"0","1","0","0",64
"2009","EE",8541,117.726082578046,"2",1934,"1","1","3","1","11","NA","NA","NA","1","NA","0","NA",854,74,"2","1","0","0",74
"2009","EE",8631,117.726082578046,"3",1928,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",863,80,"0","0.7916666667","0","110",80
"2009","EE",8781,117.726082578046,"2",1949,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",878,59,"0","0.8055555556","0","0",59
"2009","EE",8871,117.726082578046,"3",1928,"2","1","3","1","NA","5","NA","NA","NA","0","0","NA",887,80,"0","99","0","0",80
"2009","EE",9451,117.726082578046,"2",1933,"2","1","4","1","NA","2","NA","NA","NA","0","NA","NA",945,75,"0","0.5","0","0",76
"2009","EE",9471,117.726082578046,"4",1936,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",947,72,"0","1","0","0",73
"2009","EE",10031,117.726082578046,"4",1956,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",1003,52,"0","0.6071428571","0","0",53
"2009","EE",10541,117.726082578046,"3",1981,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",1054,27,"0","0.5","0","0",27
"2009","EE",10601,117.726082578046,"1",1945,"2","1","2","1","NA","5","NA","NA","NA","NA","NA","NA",1060,63,"0","1","0","0",63
"2009","EE",10681,117.726082578046,"1",1930,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1068,78,"2","0.740406529","0","0",78
"2009","EE",10811,117.726082578046,"1",1938,"2","1","1","1","11","2","NA","NA","NA","0","0","0",1081,70,"0","99","0","0",71
"2009","EE",11191,117.726082578046,"1",1928,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1119,80,"1","1","0","100",80
"2009","EE",11301,117.726082578046,"4",1933,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",1130,75,"2","1","1","0",76
"2009","EE",11621,117.726082578046,"3",1970,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",1162,38,"0","0.5","0","0",38
"2009","EE",11661,117.726082578046,"3",1940,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1166,68,"0","1","0","0",69
"2009","EE",12001,117.726082578046,"2",1957,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",1200,51,"0","1","0","0",52
"2009","EE",12231,117.726082578046,"4",1970,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1223,38,"0","0","0","0",39
"2009","EE",12251,117.726082578046,"2",1981,"1","1","1","1","11","2","NA","NA","NA","NA","NA","0",1225,27,"0","0.625","0","0",28
"2009","EE",12301,117.726082578046,"2",1947,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","0",1230,61,"0","0.6913148183","1","0",61
"2009","EE",12431,117.726082578046,"4",1977,"2","1","2","1","11","5","NA","0","NA","NA","NA","NA",1243,31,"0","1","0","100",31
"2009","EE",12761,117.726082578046,"3",1935,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1276,73,"0","0.7857142857","0","0",73
"2009","EE",13081,117.726082578046,"1",1958,"1","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",1308,50,"0","0.4286604007","1","0",50
"2009","EE",13091,117.726082578046,"1",1929,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",1309,79,"0","0.5","0","100",80
"2009","EE",13271,117.726082578046,"3",1934,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",1327,74,"2","0.5","0","0",74
"2009","EE",13471,117.726082578046,"4",1928,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1347,80,"2","0.5","0","0",80
"2009","EE",13571,117.726082578046,"3",1933,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",1357,75,"0","0.75","0","0",75
"2009","EE",13591,117.726082578046,"2",1947,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",1359,61,"0","1","0","0",61
"2009","EE",13651,117.726082578046,"1",1943,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",1365,65,"0","0.7916666667","0","110",65
"2009","EE",13931,117.726082578046,"4",1930,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1393,78,"1","0.5","0","0",79
"2009","EE",14031,117.726082578046,"3",1977,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",1403,31,"0","99","0","0",32
"2009","EE",14051,117.726082578046,"3",1986,"1","1","1","1","11","5","NA","NA","NA","NA","NA","0",1405,22,"2","1","0","1",22
"2009","EE",14261,117.726082578046,"4",1929,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1426,79,"0","1","0","0",79
"2009","EE",14331,117.726082578046,"3",1959,"1","1","4","1","11","NA","NA","25","NA","NA","NA","0",1433,49,"0","99","0","0",49
"2009","EE",14791,117.726082578046,"1",1949,"1","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1479,59,"0","1","0","0",59
"2009","EE",15001,117.726082578046,"2",1935,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1500,73,"0","0.7719059236","0","100",73
"2009","EE",15411,117.726082578046,"3",1963,"1","1","1","1","NA","2","NA","NA","NA","NA","0","NA",1541,45,"0","0.9583333333","0","10",46
"2009","EE",15451,117.726082578046,"1",1977,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",1545,31,"1","0.5833333333","0","0",32
"2009","EE",15801,117.726082578046,"4",1964,"2","1","2","1","11","2","NA","NA","NA","NA","NA","0",1580,44,"0","99","0","110",45
"2009","EE",16071,117.726082578046,"2",1952,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1607,56,"0","0","0","0",57
"2009","EE",16651,117.726082578046,"3",1939,"2","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",1665,69,"2","0.7083333333","0","100",69
"2009","EE",16681,117.726082578046,"2",1941,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1668,67,"0","99","0","0",67
"2009","EE",16921,117.726082578046,"4",1947,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",1692,61,"0","0.9166666667","0","110",61
"2009","EE",16941,117.726082578046,"3",1936,"2","1","4","1","11","2","NA","NA","0","NA","NA","NA",1694,72,"0","0.5","0","0",73
"2009","EE",17071,117.726082578046,"4",1960,"1","1","4","4","11","2","NA","NA","0","NA","NA","0",1707,48,"0","1","0","0",49
"2009","EE",17111,117.726082578046,"1",1953,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",1711,55,"0","1","0","100",55
"2009","EE",17201,117.726082578046,"2",1935,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",1720,73,"0","0.5","0","0",73
"2009","EE",17211,117.726082578046,"1",1967,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1721,41,"2","99","0","0",41
"2009","EE",17701,117.726082578046,"3",1983,"2","1","1","1","11","2","NA","NA","0","NA","3","NA",1770,25,"2","1","1","100",25
"2009","EE",17921,117.726082578046,"4",1935,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1792,73,"0","0.625","0","100",73
"2009","EE",17941,117.726082578046,"3",1982,"2","1","2","4","11","2","NA","NA","NA","NA","NA","NA",1794,26,"0","0.5714285714","0","100",26
"2009","EE",17981,117.726082578046,"1",1957,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1798,51,"0","1","0","0",52
"2009","EE",18251,117.726082578046,"2",1928,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",1825,80,"0","1","0","0",80
"2009","EE",19001,117.726082578046,"4",1933,"2","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",1900,75,"0","99","0","0",76
"2009","EE",19251,117.726082578046,"2",1928,"1","1","1","1","11","5","NA","NA","NA","NA","0","NA",1925,80,"1","0.6428571429","0","0",80
"2009","EE",19341,117.726082578046,"1",1958,"2","1","1","1","11","5","NA","NA","NA","NA","0","NA",1934,50,"0","1","0","100",50
"2009","EE",20021,117.726082578046,"2",1947,"1","1","2","1","11","2","NA","NA","NA","0","NA","NA",2002,61,"0","0.625","0","0",61
"2009","EE",20201,117.726082578046,"2",1928,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2020,80,"0","99","1","1",80
"2009","EE",20371,117.726082578046,"3",1932,"2","1","3","1","11","5","16","27","NA","NA","0","0",2037,76,"0","0.4444444444","0","0",76
"2009","EE",20781,117.726082578046,"1",1966,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",2078,42,"0","1","0","0",42
"2009","EE",20901,117.726082578046,"1",1931,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",2090,77,"2","99","0","100",77
"2009","EE",21061,117.726082578046,"4",1964,"1","1","4","4","NA","2","NA","NA","NA","0","NA","NA",2106,44,"0","1","0","0",44
"2009","EE",21191,117.726082578046,"3",1974,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2119,34,"0","1","0","0",34
"2009","EE",21611,117.726082578046,"1",1970,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",2161,38,"0","0.6666666667","0","0",38
"2009","EE",21901,117.726082578046,"4",1982,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",2190,26,"0","99","0","0",26
"2009","EE",22021,117.726082578046,"2",1968,"1","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",2202,40,"0","0.875","0","100",40
"2009","EE",22301,117.726082578046,"2",1936,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2230,72,"0","1","0","100",72
"2009","EE",23241,117.726082578046,"1",1935,"1","1","1","1","11","5","NA","NA","NA","NA","NA","NA",2324,73,"0","0.7083333333","0","0",73
"2009","EE",23821,117.726082578046,"4",1955,"2","1","3","1","11","5","NA","NA","NA","0","NA","NA",2382,53,"0","1","0","0",54
"2009","EE",23931,117.726082578046,"3",1933,"2","1","4","1","11","2","NA","NA","NA","0","0","NA",2393,75,"0","0.5","0","0",75
"2009","EE",23941,117.726082578046,"2",1961,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2394,47,"0","1","0","111",48
"2009","EE",24231,117.726082578046,"2",1957,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2423,51,"0","0.7124919778","0","0",51
"2009","EE",24971,117.726082578046,"4",1928,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2497,80,"2","0.5","0","0",80
"2009","EE",25001,117.726082578046,"2",1959,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",2500,49,"1","99","0","100",49
"2009","EE",25051,117.726082578046,"2",1952,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2505,56,"0","1","0","0",56
"2009","EE",25171,117.726082578046,"2",1936,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2517,72,"0","1","0","0",72
"2009","EE",25231,117.726082578046,"2",1967,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",2523,41,"2","1","0","0",41
"2009","EE",25361,117.726082578046,"4",1935,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",2536,73,"0","1","0","0",73
"2009","EE",25431,117.726082578046,"2",1930,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",2543,78,"0","0.6571428571","0","0",78
"2009","EE",25511,117.726082578046,"2",1948,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",2551,60,"0","99","0","0",60
"2009","EE",25561,117.726082578046,"3",1968,"1","1","3","4","11","5","NA","NA","NA","NA","NA","0",2556,40,"0","0.5","0","0",41
"2009","EE",25611,117.726082578046,"4",1959,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",2561,49,"2","0.6666666667","0","0",49
"2009","EE",25671,117.726082578046,"4",1974,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",2567,34,"0","0.7916666667","0","0",34
"2009","EE",25961,117.726082578046,"4",1985,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2596,23,"0","1","1","0",24
"2009","EE",26211,117.726082578046,"3",1948,"1","1","2","1","NA","NA","NA","NA","NA","0","NA","NA",2621,60,"0","0.75","1","0",60
"2009","EE",26521,117.726082578046,"4",1939,"2","1","2","1","11","2","NA","NA","NA","NA","NA","NA",2652,69,"0","1","0","0",69
"2009","EE",26581,117.726082578046,"4",1953,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2658,55,"0","99","0","0",55
"2009","EE",26601,117.726082578046,"2",1928,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2660,80,"0","99","0","0",80
"2009","EE",26691,117.726082578046,"4",1928,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",2669,80,"0","1","0","0",80
"2009","EE",26891,117.726082578046,"4",1935,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2689,73,"0","0.7857142857","0","100",73
"2009","EE",27121,117.726082578046,"2",1951,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2712,57,"1","0.5","0","0",57
"2009","EE",27231,117.726082578046,"2",1935,"2","1","4","1","11","1","NA","NA","NA","NA","NA","NA",2723,73,"0","1","0","0",73
"2009","EE",27251,117.726082578046,"3",1930,"1","1","4","1","11","2","NA","NA","NA","0","0","NA",2725,78,"0","1","0","0",79
"2009","EE",27761,117.726082578046,"3",1938,"2","1","4","1","11","2","0","NA","NA","NA","0","2",2776,70,"0","0.8888888889","0","0",70
"2009","EE",27921,117.726082578046,"4",1953,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2792,55,"0","99","0","0",56
"2009","EE",28361,117.726082578046,"4",1933,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",2836,75,"0","0.6666666667","1","0",75
"2009","EE",28951,117.726082578046,"1",1942,"2","1","4","1","11","5","NA","NA","NA","NA","NA","NA",2895,66,"0","0.7857142857","0","0",66
"2009","EE",29061,117.726082578046,"4",1939,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2906,69,"2","0.9166666667","0","0",70
"2009","EE",29641,117.726082578046,"3",1930,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2964,78,"2","0.5","0","0",78
"2009","EE",30251,117.726082578046,"3",1942,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",3025,66,"0","1","0","0",66
"2009","EE",30381,117.726082578046,"3",1982,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",3038,26,"2","0.9428873056","0","0",26
"2009","EE",31021,117.726082578046,"4",1978,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3102,30,"0","1","0","10",31
"2009","EE",31121,117.726082578046,"2",1928,"2","1","4","1","11","2","NA","24","0","NA","NA","NA",3112,80,"0","1","0","100",80
"2009","EE",31791,117.726082578046,"1",1985,"1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA",3179,23,"0","99","1","0",24
"2009","EE",32091,117.726082578046,"4",1949,"2","1","2","4","11","NA","NA","NA","0","0","NA","NA",3209,59,"0","99","0","0",59
"2009","EE",32221,117.726082578046,"2",1949,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",3222,59,"0","99","0","0",59
"2009","EE",32361,117.726082578046,"1",1985,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3236,23,"0","0.625","0","0",23
"2009","EE",33081,117.726082578046,"2",1954,"1","1","1","4","11","NA","NA","30","NA","NA","NA","NA",3308,54,"0","99","0","0",54
"2009","EE",33641,117.726082578046,"3",1958,"1","1","3","1","11","2","NA","30","NA","NA","NA","NA",3364,50,"0","1","1","0",51
"2009","EE",33781,117.726082578046,"3",1961,"1","1","1","1","11","2","NA","NA","NA","NA","0","NA",3378,47,"0","0.8055555556","0","0",47
"2009","EE",33961,117.726082578046,"2",1928,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3396,80,"0","99","0","100",80
"2009","EE",34361,117.726082578046,"1",1929,"2","1","3","1","11","5","NA","NA","0","NA","0","NA",3436,79,"0","0.6666666667","1","0",80
"2009","EE",34411,117.726082578046,"4",1953,"1","1","4","1","11","5","NA","NA","0","0","NA","NA",3441,55,"0","1","0","0",56
"2009","EE",34521,117.726082578046,"1",1928,"2","1","1","4","11","2","NA","NA","NA","NA","0","NA",3452,80,"0","0.9444444444","0","0",80
"2009","EE",34681,117.726082578046,"4",1968,"1","1","3","1","NA","2","NA","NA","NA","NA","0","NA",3468,40,"2","1","0","0",40
"2009","EE",35081,117.726082578046,"4",1937,"2","2","4","1","11","2","NA","NA","NA","NA","NA","NA",3508,71,"0","99","0","0",71
"2009","EE",35171,117.726082578046,"2",1978,"2","1","1","4","11","2","NA","NA","NA","NA","0","NA",3517,30,"1","99","0","10",30
"2009","EE",35201,117.726082578046,"4",1935,"2","1","1","4","11","2","NA","NA","NA","NA","NA","0",3520,73,"2","0.5848757427","0","100",73
"2009","EE",35421,117.726082578046,"4",1931,"2","1","4","1","11","5","NA","NA","10","NA","NA","NA",3542,77,"2","99","1","0",77
"2009","EE",35671,117.726082578046,"1",1984,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",3567,24,"0","0.780952381","0","0",24
"2009","EE",35891,117.726082578046,"4",1943,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3589,65,"0","0.875","0","0",65
"2009","EE",36231,117.726082578046,"4",1985,"1","1","3","1","11","2","NA","NA","NA","0","NA","NA",3623,23,"0","0.875","0","0",23
"2009","EE",36991,117.726082578046,"4",1942,"1","1","4","4","NA","2","NA","NA","NA","NA","NA","0",3699,66,"0","1","0","0",66
"2009","EE",37001,117.726082578046,"1",1947,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","10",3700,61,"0","99","0","0",62
"2009","EE",37421,117.726082578046,"2",1938,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",3742,70,"0","0.6666666667","0","100",70
"2009","EE",37561,117.726082578046,"3",1958,"1","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA",3756,50,"0","99","0","0",50
"2009","EE",37701,117.726082578046,"4",1972,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3770,36,"0","0.5416666667","0","0",36
"2009","EE",37731,117.726082578046,"1",1967,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",3773,41,"2","0","0","0",41
"2009","EE",38051,117.726082578046,"2",1935,"1","1","3","1","11","2","NA","NA","NA","NA","NA","0",3805,73,"0","0.8333333333","0","0",73
"2009","EE",38291,117.726082578046,"4",1978,"1","1","3","1","NA","5","NA","NA","NA","NA","NA","20",3829,30,"0","0.6832520617","0","0",31
"2009","EE",38631,117.726082578046,"4",1933,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",3863,75,"0","1","0","0",75
"2009","EE",39011,117.726082578046,"4",1962,"2","1","3","1","11","5","NA","25","NA","NA","NA","NA",3901,46,"2","99","0","0",47
"2009","EE",39561,117.726082578046,"3",1969,"1","1","2","1","11","2","NA","NA","NA","0","NA","NA",3956,39,"0","1","0","0",39
"2009","EE",40111,117.726082578046,"2",1981,"1","1","1","4","NA","2","NA","NA","NA","NA","NA","NA",4011,27,"0","99","0","0",27
"2009","EE",40131,117.726082578046,"1",1928,"2","1","1","1","11","5","NA","0","NA","NA","NA","0",4013,80,"0","1","0","100",80
"2009","EE",40171,117.726082578046,"1",1964,"1","1","2","1","11","2","NA","NA","0","NA","NA","NA",4017,44,"0","99","0","0",44
"2009","EE",40381,117.726082578046,"2",1936,"2","1","1","1","NA","5","NA","NA","NA","NA","NA","NA",4038,72,"2","1","0","0",72
"2009","EE",40641,117.726082578046,"1",1970,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",4064,38,"2","0.6904761905","0","0",39
"2009","EE",40991,117.726082578046,"4",1955,"2","2","1","1","11","5","NA","NA","NA","NA","NA","NA",4099,53,"0","1","0","100",53
"2009","EE",41061,117.726082578046,"2",1943,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",4106,65,"0","0.2916666667","0","0",66
"2009","EE",41161,117.726082578046,"1",1943,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",4116,65,"0","99","0","0",66
"2009","EE",41261,117.726082578046,"3",1940,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",4126,68,"0","0.5","0","100",68
"2009","EE",41271,117.726082578046,"1",1945,"2","1","1","4","NA","5","NA","NA","NA","0","0","NA",4127,63,"2","0.5727258141","1","0",63
"2009","EE",41551,117.726082578046,"4",1948,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4155,60,"0","99","0","10",60
"2009","EE",41641,117.726082578046,"2",1963,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",4164,45,"0","99","0","0",46
"2009","EE",41651,117.726082578046,"1",1941,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",4165,67,"0","0.5","1","0",67
"2009","EE",41781,117.726082578046,"3",1973,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",4178,35,"0","0.4976543441","0","0",35
"2009","EE",42301,117.726082578046,"2",1974,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","0",4230,34,"0","0.5","0","0",34
"2009","EE",42811,117.726082578046,"2",1952,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4281,56,"0","0.8412698413","0","0",56
"2009","EE",42911,117.726082578046,"4",1947,"2","1","3","1","11","2","NA","NA","0","NA","NA","NA",4291,61,"0","1","0","0",62
