"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","EE",962,"1","2013","21",3765,2153,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1612,,"NA","3","NA","1","1","1","1","1","1","1","1","3","400","2","3","2","2","2","1","4","1","3","2","1","NA","NA","79.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",966,"2","2013","11",5654,4562,0,0,,,,,,,,0,0,0,0,0,,0,,0,8,0,,1085,,"NA","3","3","1","1","1","1","1","1","1","1","3","1200","2","NA","2","2","2","2","2","2","6","2","1","NA","NA","222","84","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",983,"1","2013","17",2206,2158,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,17,,31,,"NA","3","NA","2","1","2","1","1","1","1","1","5","1000","3","NA","2","2","2","2","4","2","2","2","1","69","NA","129.6","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1013,"1","2013","27",9134,7959,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1174,,"NA","3","NA","2","1","1","1","1","3","1","1","3","500","2","NA","2","2","2","2","4","1","2","2","1","NA","NA","133","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1016,"1","2013","16",3520,3496,0,0,,,,,,,,0,0,0,0,0,,44,,0,0,0,,24,,"3","1","NA","2","1","1","1","1","2","3","1","4","1000","3","NA","2","2","2","1","4","1","3","1","1","NA","NA","123.05","85","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1065,"2","2013","20",1902,1880,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,12,,10,,"3","3","NA","1","1","1","1","1","1","1","1","3","5000","2","2","2","2","2","2","1","1","3","2","1","NA","NA","218.37","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1071,"2","2013","8",4449,2668,0,0,,,,,,,,0,0,0,0,0,,0,,0,18,0,,1763,,"NA","3","3","2","1","2","1","1","1","1","1","5","3000","3","2","2","2","2","2","4","1","5","2","1","30","NA","642.38","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1079,"1","2013","20",7105,4333,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2772,,"NA","3","3","1","1","NA","1","1","1","1","1","3","800","2","3","2","2","2","2","4","1","6","2","1","NA","NA","188","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1092,"1","2013","22",4679,4312,0,0,,,,,,,,0,0,0,0,0,,0,,0,233,0,,134,,"3","3","NA","1","1","2","1","1","1","1","1","2","1200","2","NA","2","2","2","1","4","1","3","2","1","NA","NA","232","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1131,"2","2013","8",3808,3739,118,118,,,,,,,,118,0,0,0,0,,11,,0,0,0,,69,,"3","2","NA","1","1","1","1","1","1","1","1","3","1100","1","1","2","2","2","2","2","2","2","2","1","NA","NA","187.46","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1141,"2","2013","20",3363,3356,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","3","1","1","2","1","1","1","1","2","4","2500","2","NA","2","2","2","2","1","4","6","2","1","NA","NA","108","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1174,"1","2013","21",4734,4712,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22,,"3","3","NA","2","1","1","1","1","1","1","1","3","900","2","NA","2","2","2","2","4","3","2","2","1","NA","NA","242","174","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1178,"1","2013","13",13220,12079,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1142,,"3","NA","3","1","1","2","1","1","1","1","1","4","2000","3","NA","2","2","2","2","4","2","2","2","1","NA","NA","244.98","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",1212,"1","2013","16",5985,5979,0,0,,,,,,,,0,0,0,0,0,,2,,0,0,0,,6,,"NA","3","NA","1","1","1","1","1","1","1","3","1","1300","1","NA","2","2","2","2","4","1","3","1","1","63.3","NA","73","NA","3","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
