"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX010"
"2007","EE",16771,111.406917994559,"2",1962,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",1677,44,45
"2007","EE",16871,111.406917994559,"4",1934,"2","1","1","4","11","5","NA","NA","NA","NA","40","NA",1687,72,72
"2007","EE",16921,111.406917994559,"2",1964,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",1692,42,42
"2007","EE",17351,111.406917994559,"4",1934,"2","1","1","1","11","2","NA","NA","NA","NA","0","NA",1735,72,73
"2007","EE",17571,111.406917994559,"1",1961,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",1757,45,45
"2007","EE",17581,111.406917994559,"2",1960,"1","1","4","1","11","2","0","NA","NA","NA","NA","NA",1758,46,47
"2007","EE",17631,111.406917994559,"2",1935,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",1763,71,71
"2007","EE",17901,111.406917994559,"2",1975,"1","1","1","1","11","NA","NA","23","0","NA","NA","NA",1790,31,31
"2007","EE",18631,111.406917994559,"4",1952,"2","1","1","1","11","5","NA","NA","NA","NA","NA","NA",1863,54,54
"2007","EE",18871,111.406917994559,"4",1952,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",1887,54,54
"2007","EE",18961,111.406917994559,"4",1980,"1","1","1","1","11","2","NA","NA","NA","0","NA","0",1896,26,26
"2007","EE",19631,111.406917994559,"3",1933,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",1963,73,73
"2007","EE",19801,111.406917994559,"3",1982,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",1980,24,24
"2007","EE",19981,111.406917994559,"3",1926,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",1998,80,80
"2007","EE",20381,111.406917994559,"2",1949,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2038,57,57
"2007","EE",20481,111.406917994559,"4",1971,"2","1","1","1","11","NA","NA","NA","NA","NA","0","NA",2048,35,36
"2007","EE",20651,111.406917994559,"3",1927,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",2065,79,79
"2007","EE",20781,111.406917994559,"2",1986,"2","1","1","1","NA","NA","NA","NA","NA","0","NA","NA",2078,20,20
"2007","EE",21181,111.406917994559,"2",1949,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2118,57,58
"2007","EE",21481,111.406917994559,"1",1936,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",2148,70,71
"2007","EE",21591,111.406917994559,"4",1926,"1","1","2","4","11","2","NA","NA","NA","NA","NA","NA",2159,80,80
"2007","EE",21871,111.406917994559,"2",1980,"1","1","1","1","11","NA","NA","23","NA","NA","NA","2",2187,26,27
"2007","EE",22781,111.406917994559,"4",1952,"2","1","4","4","11","2","NA","NA","NA","NA","NA","NA",2278,54,55
"2007","EE",23351,111.406917994559,"3",1936,"2","1","1","1","11","2","NA","0","NA","NA","0","NA",2335,70,70
"2007","EE",23461,111.406917994559,"2",1952,"1","1","3","1","11","2","NA","NA","NA","NA","0","NA",2346,54,54
"2007","EE",23471,111.406917994559,"1",1965,"1","1","1","4","11","5","NA","30","0","NA","NA","NA",2347,41,42
"2007","EE",23761,111.406917994559,"3",1939,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",2376,67,68
"2007","EE",24481,111.406917994559,"4",1929,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2448,77,77
"2007","EE",24501,111.406917994559,"2",1978,"1","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",2450,28,29
"2007","EE",24551,111.406917994559,"4",1964,"1","1","4","4","11","NA","NA","25","NA","NA","NA","NA",2455,42,43
"2007","EE",24691,111.406917994559,"1",1974,"1","1","1","1","11","NA","NA","NA","0","NA","NA","NA",2469,32,32
"2007","EE",24741,111.406917994559,"4",1947,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2474,59,59
"2007","EE",24781,111.406917994559,"4",1926,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",2478,80,80
"2007","EE",24871,111.406917994559,"1",1936,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",2487,70,70
"2007","EE",24941,111.406917994559,"4",1931,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2494,75,75
"2007","EE",25011,111.406917994559,"2",1945,"1","1","3","1","11","5","NA","NA","NA","NA","NA","NA",2501,61,61
"2007","EE",25041,111.406917994559,"4",1942,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2504,64,64
"2007","EE",25101,111.406917994559,"1",1963,"1","1","3","1","11","NA","NA","NA","NA","0","NA","NA",2510,43,43
"2007","EE",25171,111.406917994559,"2",1934,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2517,72,72
"2007","EE",25451,111.406917994559,"2",1934,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",2545,72,72
"2007","EE",25701,111.406917994559,"2",1979,"2","1","4","1","11","2","0","NA","NA","NA","NA","NA",2570,27,28
"2007","EE",26001,111.406917994559,"3",1980,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",2600,26,26
"2007","EE",26051,111.406917994559,"1",1927,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2605,79,79
"2007","EE",26061,111.406917994559,"2",1944,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",2606,62,63
"2007","EE",26071,111.406917994559,"2",1963,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",2607,43,43
"2007","EE",26171,111.406917994559,"3",1941,"2","1","1","1","11","5","40","NA","NA","NA","NA","NA",2617,65,66
"2007","EE",26371,111.406917994559,"4",1965,"1","1","3","1","NA","5","NA","NA","NA","NA","NA","NA",2637,41,41
"2007","EE",26581,111.406917994559,"2",1931,"2","1","1","1","11","2","20","NA","NA","NA","NA","NA",2658,75,76
"2007","EE",26691,111.406917994559,"3",1934,"2","1","1","1","11","NA","NA","30","NA","NA","NA","NA",2669,72,73
"2007","EE",26721,111.406917994559,"3",1929,"2","1","1","1","NA","NA","40","NA","NA","NA","NA","1",2672,77,77
"2007","EE",27221,111.406917994559,"3",1980,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",2722,26,27
"2007","EE",27361,111.406917994559,"2",1965,"1","1","1","1","11","NA","0","NA","NA","NA","NA","0",2736,41,42
"2007","EE",27811,111.406917994559,"1",1926,"2","1","1","1","11","2","NA","28","NA","NA","0","NA",2781,80,80
"2007","EE",28381,111.406917994559,"1",1926,"2","1","1","1","11","2","NA","NA","NA","NA","NA","10",2838,80,80
"2007","EE",28501,111.406917994559,"1",1956,"1","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2850,50,50
"2007","EE",29061,111.406917994559,"3",1926,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",2906,80,80
"2007","EE",29671,111.406917994559,"2",1965,"1","1","4","1","11","2","NA","NA","NA","NA","24","NA",2967,41,42
"2007","EE",29771,111.406917994559,"4",1942,"2","1","4","1","NA","5","NA","NA","NA","NA","NA","NA",2977,64,64
"2007","EE",30401,111.406917994559,"2",1932,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",3040,74,74
"2007","EE",30501,111.406917994559,"1",1926,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3050,80,80
"2007","EE",31171,111.406917994559,"1",1936,"2","1","1","1","11","2","NA","NA","NA","NA","NA","20",3117,70,71
"2007","EE",31471,111.406917994559,"1",1961,"1","1","1","1","11","2","0","NA","NA","NA","NA","NA",3147,45,45
"2007","EE",31581,111.406917994559,"2",1945,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3158,61,61
"2007","EE",31601,111.406917994559,"2",1951,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3160,55,56
"2007","EE",31721,111.406917994559,"1",1938,"2","1","3","1","11","2","NA","30","NA","NA","0","NA",3172,68,69
"2007","EE",32431,111.406917994559,"1",1983,"2","1","1","1","11","2","NA","NA","0","NA","NA","NA",3243,23,23
"2007","EE",32991,111.406917994559,"3",1940,"2","1","4","1","11","2","NA","NA","NA","NA","0","NA",3299,66,66
"2007","EE",33121,111.406917994559,"1",1978,"1","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",3312,28,28
"2007","EE",33291,111.406917994559,"4",1949,"1","1","3","1","11","2","NA","NA","NA","0","NA","NA",3329,57,57
"2007","EE",33681,111.406917994559,"1",1956,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3368,50,51
"2007","EE",33741,111.406917994559,"2",1981,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3374,25,25
"2007","EE",33841,111.406917994559,"3",1926,"2","1","3","1","11","5","NA","25","NA","NA","NA","NA",3384,80,80
"2007","EE",34021,111.406917994559,"1",1936,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",3402,70,71
"2007","EE",34411,111.406917994559,"3",1936,"2","1","1","1","11","NA","0","NA","NA","NA","NA","NA",3441,70,71
"2007","EE",34481,111.406917994559,"1",1926,"2","1","3","1","NA","2","NA","NA","NA","NA","NA","6",3448,80,80
"2007","EE",34511,111.406917994559,"3",1933,"1","1","1","1","11","1","NA","NA","NA","NA","NA","0",3451,73,73
"2007","EE",34731,111.406917994559,"2",1926,"2","1","3","1","11","2","NA","NA","NA","NA","0","NA",3473,80,80
"2007","EE",34961,111.406917994559,"1",1980,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3496,26,26
"2007","EE",35191,111.406917994559,"2",1933,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",3519,73,73
"2007","EE",35511,111.406917994559,"4",1978,"1","1","1","4","11","NA","NA","NA","NA","NA","NA","NA",3551,28,29
"2007","EE",36251,111.406917994559,"4",1976,"2","1","3","1","11","2","NA","NA","NA","NA","NA","0",3625,30,31
"2007","EE",36261,111.406917994559,"2",1926,"2","1","3","4","11","2","NA","0","NA","NA","NA","NA",3626,80,80
"2007","EE",36691,111.406917994559,"2",1931,"2","1","1","1","11","2","NA","NA","NA","NA","0","0",3669,75,75
"2007","EE",36831,111.406917994559,"4",1979,"1","1","4","4","11","2","NA","NA","NA","NA","NA","NA",3683,27,28
"2007","EE",36971,111.406917994559,"2",1965,"1","1","3","1","NA","5","NA","NA","0","NA","NA","0",3697,41,41
"2007","EE",36981,111.406917994559,"4",1928,"2","1","4","1","11","2","NA","NA","NA","NA","NA","0",3698,78,79
"2007","EE",37321,111.406917994559,"2",1985,"1","1","1","1","11","NA","NA","30","NA","NA","NA","NA",3732,21,22
"2007","EE",37541,111.406917994559,"1",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3754,79,79
"2007","EE",37861,111.406917994559,"2",1947,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",3786,59,60
"2007","EE",37991,111.406917994559,"2",1946,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3799,60,60
"2007","EE",38251,111.406917994559,"2",1952,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3825,54,54
"2007","EE",38781,111.406917994559,"3",1957,"1","1","4","1","11","2","NA","NA","NA","NA","0","NA",3878,49,50
"2007","EE",38791,111.406917994559,"4",1975,"1","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",3879,31,32
"2007","EE",39341,111.406917994559,"3",1952,"2","1","1","1","11","5","16","NA","0","NA","NA","NA",3934,54,55
"2007","EE",39361,111.406917994559,"2",1965,"1","1","1","1","11","1","NA","NA","NA","NA","NA","NA",3936,41,42
"2007","EE",39371,111.406917994559,"4",1942,"2","1","1","1","11","NA","0","NA","NA","NA","NA","NA",3937,64,65
"2007","EE",39581,111.406917994559,"2",1968,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3958,38,38
"2007","EE",39851,111.406917994559,"4",1927,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",3985,79,79
"2007","EE",40201,111.406917994559,"4",1947,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",4020,59,59
"2007","EE",40271,111.406917994559,"1",1977,"1","1","4","4","11","2","NA","NA","NA","NA","0","NA",4027,29,30
"2007","EE",40341,111.406917994559,"2",1958,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4034,48,48
"2007","EE",40451,111.406917994559,"3",1972,"1","1","4","1","11","2","40","NA","NA","0","NA","0",4045,34,35
"2007","EE",40461,111.406917994559,"2",1942,"2","1","3","1","11","2","NA","25","NA","NA","0","NA",4046,64,64
"2007","EE",40751,111.406917994559,"1",1926,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4075,80,80
"2007","EE",40811,111.406917994559,"2",1957,"2","1","3","1","11","NA","NA","25","NA","0","NA","NA",4081,49,49
"2007","EE",40821,111.406917994559,"3",1941,"2","1","1","1","11","2","0","NA","NA","0","0","NA",4082,65,66
"2007","EE",40961,111.406917994559,"2",1935,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",4096,71,71
"2007","EE",41461,111.406917994559,"1",1965,"1","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4146,41,42
"2007","EE",41971,111.406917994559,"4",1941,"2","1","4","1","11","2","NA","NA","0","NA","NA","0",4197,65,65
"2007","EE",42071,111.406917994559,"1",1945,"1","1","4","1","11","2","NA","NA","NA","0","NA","NA",4207,61,62
"2007","EE",42391,111.406917994559,"3",1937,"1","1","2","1","11","2","NA","NA","NA","NA","0","NA",4239,69,69
"2007","EE",42871,111.406917994559,"3",1971,"2","1","1","1","11","2","NA","NA","NA","NA","NA","0",4287,35,35
"2007","EE",43061,111.406917994559,"3",1974,"1","1","3","1","NA","2","NA","NA","NA","NA","NA","NA",4306,32,32
"2007","EE",43691,111.406917994559,"2",1926,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4369,80,80
"2007","EE",44531,111.406917994559,"1",1984,"1","1","1","4","11","2","NA","NA","NA","NA","0","NA",4453,22,22
"2007","EE",44761,111.406917994559,"4",1932,"2","1","3","1","11","2","NA","NA","NA","NA","NA","0",4476,74,74
"2007","EE",44941,111.406917994559,"4",1985,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",4494,21,21
"2007","EE",45151,111.406917994559,"3",1970,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",4515,36,37
"2007","EE",45201,111.406917994559,"1",1977,"1","1","4","1","NA","5","NA","30","NA","0","NA","NA",4520,29,30
"2007","EE",45341,111.406917994559,"2",1926,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4534,80,80
"2007","EE",45411,111.406917994559,"4",1933,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",4541,73,74
"2007","EE",45621,111.406917994559,"2",1941,"2","1","3","1","11","2","NA","NA","NA","0","NA","NA",4562,65,66
"2007","EE",45901,111.406917994559,"3",1940,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4590,66,66
"2007","EE",46181,111.406917994559,"3",1935,"2","1","3","1","11","2","NA","NA","NA","NA","NA","NA",4618,71,71
"2007","EE",46381,111.406917994559,"3",1926,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",4638,80,80
"2007","EE",46521,111.406917994559,"2",1938,"2","1","4","1","11","1","NA","25","NA","NA","NA","NA",4652,68,69
"2007","EE",46561,111.406917994559,"4",1930,"1","1","1","1","11","2","NA","NA","NA","NA","NA","NA",4656,76,76
"2007","EE",47051,111.406917994559,"1",1949,"2","1","4","1","11","NA","0","NA","0","NA","NA","NA",4705,57,57
"2007","EE",47111,111.406917994559,"4",1982,"1","1","4","1","11","5","NA","NA","NA","NA","NA","NA",4711,24,25
"2007","EE",47121,111.406917994559,"2",1954,"2","1","4","4","11","2","NA","20","NA","NA","NA","NA",4712,52,52
"2007","EE",47441,111.406917994559,"4",1926,"2","1","4","1","11","2","NA","NA","NA","0","NA","NA",4744,80,80
"2007","EE",47641,111.406917994559,"3",1938,"2","1","3","1","11","NA","NA","NA","NA","NA","NA","NA",4764,68,69
"2007","EE",47781,111.406917994559,"2",1945,"2","1","4","1","11","NA","NA","NA","NA","NA","NA","NA",4778,61,62
"2007","EE",47851,111.406917994559,"1",1940,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4785,66,66
"2007","EE",48081,111.406917994559,"3",1928,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",4808,78,78
"2007","EE",48251,111.406917994559,"2",1933,"2","1","4","1","NA","5","NA","25","NA","NA","NA","NA",4825,73,74
"2007","EE",49061,111.406917994559,"2",1939,"1","1","1","1","11","2","NA","NA","0","NA","NA","NA",4906,67,68
"2007","EE",49351,111.406917994559,"1",1932,"2","1","1","1","11","2","NA","NA","NA","0","NA","NA",4935,74,75
