"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010"
"2006","EE",254,"2","2006","14",7135,6498,0,0,,,,,,0,0,0,0,0,0,,0,637,0,0,"NA","2","2","2","1","1","1","1","1","1","1","4","639.12","3","NA","2","2","2","2","1","2","4","2","1","25.56","NA","703.03","1","1","1",1,,,,,,
"2006","EE",258,"2","2006","8",4178,4061,0,0,,,,,,0,0,0,0,0,8,,0,118,0,0,"2","2","NA","2","1","1","1","1","1","1","1","2","383.47","2","NA","2","2","2","1","3","4","2","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",259,"1","2006","19",0,-22,0,0,,,,,,0,0,0,0,0,0,,0,0,0,22,"NA","2","2","1","1","1","1","1","1","1","1","1","1278.23","2","NA","2","2","1","2","3","1","1","1","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",290,"2","2006","22",6689,6002,104,104,,,,,,104,0,0,0,0,0,,0,0,0,687,"NA","2","2","1","1","2","1","1","1","1","1","5","1917.35","1","NA","2","2","2","2","4","1","2","1","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",314,"2","2006","9",4749,4746,0,0,,,,,,0,0,0,0,2187,0,,0,2,0,0,"NA","2","NA","1","1","1","1","1","3","1","2","4","958.67","3","NA","2","2","1","2","4","1","2","1","1","NA","NA","319.56","1","1","1",1,,,,,,
"2006","EE",325,"1","2006","11",3010,1341,0,0,,,,,,0,0,0,0,0,2,,0,56,0,1613,"NA","2","NA","1","1","1","1","1","3","1","1","3","958.67","3","NA","2","1","2","2","3","1","3","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",327,"2","2006","21",36190,31914,0,0,,,,,,0,0,0,0,0,0,,0,317,0,3959,"2","2","NA","1","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","2","1","1","2","1","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2006","EE",347,"2","2006","7",1902,1885,0,0,,,,,,0,0,0,0,0,0,,0,18,0,0,"2","2","2","1","1","1","1","1","1","2","3","4","958.67","1","3","2","2","2","2","4","1","3","2","1","NA","NA","44.74","2","1","1",1,,,,,,
"2006","EE",387,"2","2006","13",4627,3741,0,0,,,,,,0,0,0,0,0,0,,0,140,0,746,"2","2","NA","1","1","1","1","1","1","1","1","6","958.67","3","2","2","2","2","2","4","1","4","2","1","NA","NA","115.04","1","1","1",1,,,,,,
"2006","EE",393,"2","2006","13",4289,4268,0,0,,,,,,0,0,0,0,0,0,,0,1,20,0,"2","2","2","1","1","2","1","1","1","1","1","5","1278.23","1","NA","2","2","1","1","4","2","6","2","1","NA","NA","319.56","1","2","1",1,,,,,,
"2006","EE",439,"2","2006","21",1819,1800,0,0,,,,,,0,0,0,0,0,0,,0,18,0,0,"NA","2","NA","1","1","1","1","1","1","1","2","2","639.12","2","NA","2","2","2","2","4","1","2","1","1","NA","NA","108.65","1","1","1",1,,,,,,
"2006","EE",445,"2","2006","17",2188,2078,0,0,,,,,,0,0,0,0,0,0,,0,1,0,109,"NA","2","NA","1","1","1","1","1","1","2","3","4","511.29","2","NA","2","1","2","1","4","1","2","2","1","NA","NA","95.87","2","1","1",1,,,,,,
"2006","EE",452,"1","2006","14",0,-7,0,0,,,,,,0,0,0,0,0,0,,0,7,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","2","191.73","1","NA","2","1","2","2","1","1","3","2","2","NA","NA","191.73","1","2","1",1,,,,,,
"2006","EE",457,"2","2006","31",2181,2162,0,0,,,,,,0,0,0,0,0,0,,0,19,0,0,"2","1","NA","1","1","2","3","1","1","1","1","3","223.69","3","2","2","2","2","1","4","1","2","2","1","NA","NA","63.91","2","1","1",1,,,,,,
"2006","EE",460,"2","2006","7",1877,1866,0,0,,,,,,0,0,0,0,0,0,,0,12,0,0,"NA","2","2","1","1","2","1","1","1","1","1","5","1214.32","2","NA","2","2","2","2","4","1","1","1","1","NA","NA","57.52","2","1","1",1,,,,,,
"2006","EE",473,"2","2006","14",1706,1576,0,0,,,,,,0,0,0,0,0,0,,0,0,0,131,"NA","2","NA","1","1","1","1","1","1","1","1","5","319.56","2","NA","2","2","2","2","3","1","2","2","1","NA","NA","121.43","2","1","1",1,,,,,,
"2006","EE",488,"2","2006","30",2027,2010,0,0,,,,,,0,0,0,0,0,0,,0,17,0,0,"NA","2","NA","2","1","2","1","1","1","1","3","4","198.13","2","NA","2","2","2","1","4","1","4","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",501,"2","2006","5",6704,1571,0,0,,,,,,0,0,0,0,0,0,,0,5133,0,0,"NA","2","NA","1","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","255.65","1","1","1",1,,,,,,
"2006","EE",515,"2","2006","9",4223,4810,0,0,,,,,,0,0,0,0,0,0,,0,0,0,-587,"NA","2","NA","1","1","2","1","1","1","1","1","5","447.38","3","NA","2","1","1","2","4","1","6","2","1","NA","NA","47.93","1","1","1",1,,,,,,
"2006","EE",522,"1","2006","12",1956,1937,0,0,,,,,,0,0,0,0,0,0,,0,19,0,0,"NA","2","NA","1","1","1","1","1","1","1","3","4","255.65","2","NA","2","1","1","2","1","1","2","2","1","NA","NA","89.48","1","1","1",1,,,,,,
"2006","EE",552,"3","2006","15",2423,1145,0,0,,,,,,0,0,0,0,0,0,,0,0,371,906,"NA","2","2","1","1","1","1","1","1","1","1","4","639.12","2","NA","2","2","2","1","4","1","6","2","1","NA","NA","159.78","1","1","1",1,,,,,,
"2006","EE",579,"2","2006","9",2047,1925,0,0,,,,,,0,0,0,0,0,0,,0,0,0,121,"NA","2","NA","1","2","1","1","1","3","1","1","2","255.65","2","2","2","1","2","2","1","1","2","2","1","NA","NA","76.69","1","1","1",1,,,,,,
"2006","EE",584,"2","2006","9",4781,2656,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2125,"NA","2","NA","1","1","1","1","1","1","1","3","1","575.2","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","89.48","2","1","1",1,,,,,,
"2006","EE",602,"2","2006","10",3651,3171,0,0,,,,,,0,0,0,0,0,0,,0,480,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","1","639.12","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",641,"2","2006","25",24369,22443,0,0,,,,,,0,0,0,14049,0,0,,0,14,0,1912,"NA","2","NA","1","1","1","1","1","1","1","1","4","766.94","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",647,"2","2006","9",6319,6254,0,0,,,,,,0,0,0,0,0,0,,0,1,0,65,"NA","2","NA","2","1","2","1","1","1","1","3","4","958.67","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","76.69","1","1","1",1,,,,,,
"2006","EE",654,"2","2006","10",2291,2130,0,0,,,,,,0,0,0,0,0,0,,0,161,0,0,"NA","2","NA","2","2","2","1","1","1","3","2","2","511.29","1","2","2","2","2","2","4","1","2","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",655,"2","2006","10",0,-18,0,0,,,,,,0,0,0,0,0,0,,0,0,0,18,"NA","2","NA","1","1","2","1","1","1","1","1","5","958.67","2","NA","2","1","2","1","4","1","2","2","1","NA","NA","127.82","2","1","1",1,,,,,,
"2006","EE",679,"2","2006","29",2874,2863,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10,"2","2","NA","1","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","1","2","4","1","2","2","1","NA","NA","70.3","1","1","1",1,,,,,,
"2006","EE",680,"2","2006","21",1850,1800,0,0,,,,,,0,0,0,0,0,0,,0,49,0,0,"2","2","NA","2","1","1","1","1","3","1","1","4","639.12","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",684,"2","2006","7",2291,2272,0,0,,,,,,0,0,0,0,0,0,,0,19,0,0,"NA","2","2","1","1","1","1","1","1","1","1","3","383.47","2","NA","2","2","1","2","1","1","2","2","1","NA","NA","44.74","1","1","1",1,,,,,,
"2006","EE",686,"2","2006","7",305,301,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4,"NA","2","2","1","1","1","1","1","2","1","3","2","383.47","1","NA","2","2","2","2","4","1","3","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",687,"1","2006","9",0,-6,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"NA","2","NA","1","1","1","1","1","1","1","1","4","351.51","2","NA","2","1","2","2","1","1","2","1","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",692,"2","2006","17",1605,1593,0,0,,,,,,0,0,0,0,0,0,,0,12,0,0,"NA","2","NA","2","1","1","1","1","1","1","3","5","383.47","3","2","2","1","2","2","1","1","2","2","1","NA","NA","63.91","1","2","1",1,,,,,,
"2006","EE",700,"2","2006","14",9839,8385,0,0,,,,,,0,0,0,0,0,2,,0,0,0,1454,"NA","2","2","2","1","1","1","1","1","1","1","6","2236.91","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",703,"2","2006","19",0,-15,0,0,,,,,,0,0,0,0,0,0,,0,0,0,15,"NA","2","NA","2","2","1","1","1","1","1","2","3","639.12","3","3","1","2","2","2","4","1","2","2","1","NA","NA","76.69","1","1","1",1,,,,,,
"2006","EE",713,"2","2006","14",2038,1995,0,0,,,,,,0,0,0,0,0,0,,0,44,0,0,"2","2","NA","2","1","2","1","1","3","1","1","4","1278.23","2","2","2","2","2","2","4","1","1","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",744,"1","2006","14",1934,1925,0,0,,,,,,0,0,0,0,0,0,,0,9,0,0,"NA","2","2","1","1","1","1","1","1","1","3","4","1214.32","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",792,"2","2006","5",9332,9358,0,0,,,,,,0,79,0,0,0,0,,0,0,0,-26,"NA","2","NA","2","1","1","1","1","1","1","3","4","1278.23","2","NA","2","2","2","2","1","1","3","2","1","NA","NA","57.52","1","1","1",1,,,,,,
"2006","EE",824,"1","2006","9",3940,3935,0,0,,,,,,0,431,0,0,0,0,,0,5,0,0,"NA","2","NA","2","1","1","1","1","2","1","2","4","766.94","3","NA","2","2","2","1","1","1","3","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",826,"2","2006","13",3234,3228,0,0,,,,,,0,0,0,0,0,0,,0,1,0,5,"NA","2","NA","1","1","2","1","1","3","3","3","4","639.12","2","2","2","2","2","1","1","1","4","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",833,"2","2006","13",2416,2484,0,0,,,,,,0,0,0,0,0,14,,0,0,0,-67,"NA","2","NA","1","1","1","1","1","1","1","1","5","766.94","3","2","2","2","2","2","4","1","4","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",849,"1","2006","18",31990,30133,0,0,,,,,,0,0,0,0,0,0,,0,63,0,1794,"NA","2","NA","2","1","2","1","1","1","1","1","4","958.67","2","2","2","1","2","2","4","1","3","1","1","NA","NA","108.65","1","2","1",1,,,,,,
"2006","EE",857,"2","2006","11",6114,5996,0,0,,,,,,0,0,0,0,207,0,,0,1,117,0,"NA","2","NA","1","1","1","1","1","2","1","1","4","1278.23","3","NA","2","1","2","1","2","1","3","2","1","NA","NA","217.3","1","1","1",1,,,,,,
"2006","EE",913,"2","2006","15",2115,2108,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8,"NA","1","NA","2","1","1","1","1","1","1","2","4","383.47","1","NA","2","1","2","1","4","1","3","2","2","NA","NA","31.96","1","1","1",1,,,,,,
"2006","EE",914,"2","2006","4",1964,1946,0,0,,,,,,0,0,0,0,0,0,,0,18,0,0,"2","2","2","1","1","2","1","1","1","1","1","1","1278.23","1","NA","2","1","2","2","1","1","2","2","1","12.78","NA","63.91","1","1","1",1,,,,,,
"2006","EE",919,"2","2006","16",5182,1828,0,0,,,,,,0,0,0,0,0,1,,0,0,0,3354,"NA","2","2","1","2","2","1","1","1","1","3","2","639.12","2","2","2","2","2","2","4","1","2","2","1","NA","NA","108.65","2","1","1",1,,,,,,
"2006","EE",923,"2","2006","8",5230,4999,0,0,,,,,,0,0,0,0,0,1,,0,0,155,76,"NA","2","NA","2","1","1","1","1","3","1","3","3","319.56","1","NA","2","2","2","1","4","3","2","2","1","12.78","NA","140.61","1","1","1",1,,,,,,
"2006","EE",939,"2","2006","10",1651,1639,0,0,,,,,,0,0,0,0,0,0,,0,0,0,12,"NA","2","NA","2","1","1","1","1","1","1","1","4","383.47","1","2","2","1","2","2","1","1","2","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",970,"2","2006","4",13437,13082,0,0,,,,,,0,0,0,0,0,3,,0,7,0,347,"NA","2","NA","2","1","1","1","1","1","1","1","4","639.12","1","2","2","2","2","2","4","1","3","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",1018,"1","2006","12",5409,5408,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1,"NA","2","2","2","1","1","1","1","3","1","1","4","1214.32","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","51.13","2","1","1",1,,,,,,
"2006","EE",1024,"2","2006","15",3476,3476,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1,"NA","2","NA","2","1","1","1","1","3","1","1","3","415.43","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","76.69","1","1","1",1,,,,,,
"2006","EE",1032,"2","2006","15",1913,1904,0,0,,,,,,0,0,0,0,0,0,,0,0,0,8,"NA","2","2","1","1","1","1","1","3","1","2","3","191.73","2","NA","2","2","2","2","4","1","2","1","1","NA","NA","38.35","2","1","1",1,,,,,,
"2006","EE",1045,"2","2006","13",17034,14992,0,0,,,,,,0,0,0,0,0,0,,0,44,0,1999,"NA","2","2","2","1","2","1","1","1","1","1","5","958.67","3","2","2","2","2","2","4","1","6","1","1","NA","NA","38.35","1","1","1",1,,,,,,
"2006","EE",1082,"1","2006","9",2296,1992,0,0,,,,,,0,0,0,0,0,1,,0,2,0,302,"2","2","2","1","1","1","1","1","1","1","3","5","1278.23","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",1091,"2","2006","13",2103,2100,0,0,,,,,,0,0,0,0,0,1,,0,3,0,0,"NA","2","NA","2","1","1","1","1","1","3","3","4","383.47","3","2","2","2","2","2","4","1","4","1","1","NA","NA","159.78","2","2","1",1,,,,,,
"2006","EE",1122,"2","2006","9",3401,3247,0,0,,,,,,0,0,0,0,0,0,,0,0,0,153,"NA","2","2","1","1","1","1","1","1","1","1","3","639.12","2","2","2","2","2","2","1","4","2","2","2","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",1126,"2","2006","18",1959,1957,0,0,,,,,,0,0,0,0,0,0,,0,2,0,0,"NA","2","NA","1","1","1","1","1","1","1","2","3","447.38","1","NA","2","2","2","2","4","4","1","2","1","NA","NA","78.87","1","1","1",1,,,,,,
"2006","EE",1160,"2","2006","9",10059,8103,0,0,,,,,,0,0,0,0,0,0,,0,1955,0,0,"2","2","2","1","1","1","1","1","1","2","1","5","447.38","2","1","2","2","2","2","3","1","5","1","1","NA","NA","159.78","1","1","1",1,,,,,,
"2006","EE",1181,"3","2006","23",2044,2033,0,0,,,,,,0,0,0,0,0,0,,0,0,0,11,"NA","2","NA","1","1","1","1","1","2","1","1","4","958.67","2","NA","2","1","2","2","4","1","1","2","1","NA","NA","319.56","1","1","1",1,,,,,,
"2006","EE",1184,"2","2006","11",5564,4785,0,0,,,,,,0,0,0,0,0,0,,0,0,0,779,"NA","2","2","2","1","2","1","1","3","1","3","1","255.65","2","NA","2","2","2","2","1","4","2","2","1","NA","NA","70.3","1","1","1",1,,,,,,
"2006","EE",1189,"2","2006","8",9184,8148,0,0,,,,,,0,0,0,1440,0,0,,0,0,0,1036,"NA","2","2","1","1","1","1","1","1","1","1","5","1917.35","3","2","2","1","1","2","1","1","2","1","1","NA","NA","102.26","1","1","1",1,,,,,,
"2006","EE",1200,"2","2006","16",2544,2526,0,0,,,,,,0,0,0,0,0,0,,0,18,0,0,"NA","2","NA","2","1","2","1","1","2","3","2","4","766.94","1","NA","2","2","1","2","4","1","3","2","1","NA","NA","95.87","2","1","1",1,,,,,,
"2006","EE",1233,"2","2006","10",1814,1814,0,0,,,,,,0,0,0,0,0,0,,0,0,0,0,"NA","2","NA","2","2","1","1","1","1","1","3","2","191.73","2","2","1","2","2","2","4","1","1","2","1","63.91","NA","115.04","1","1","1",1,,,,,,
"2006","EE",1265,"1","2006","19",3266,3261,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"NA","2","NA","1","1","2","3","1","3","1","3","2","2556.47","2","NA","2","1","2","2","1","1","4","1","1","NA","NA","140.61","1","1","1",1,,,,,,
"2006","EE",1282,"2","2006","22",1252,1169,0,0,,,,,,0,0,0,0,0,0,,0,0,0,84,"2","2","NA","1","1","1","1","1","1","2","2","4","1278.23","1","NA","2","2","1","1","4","1","3","2","1","NA","NA","178.95","1","1","1",1,,,,,,
"2006","EE",1301,"2","2006","18",3092,3083,0,0,,,,,,0,0,0,0,0,0,,0,9,0,0,"NA","2","NA","2","2","2","3","1","3","1","2","5","958.67","2","NA","2","1","1","2","1","1","6","2","1","NA","NA","83.09","2","1","1",1,,,,,,
"2006","EE",1311,"1","2006","12",4375,3709,0,0,,,,,,0,0,0,0,0,0,,0,0,0,666,"2","2","NA","1","1","1","1","1","1","1","1","5","2109.08","3","1","2","2","2","2","4","1","4","1","1","NA","NA","108.65","1","1","1",1,,,,,,
"2006","EE",1312,"2","2006","5",4762,4213,0,0,,,,,,0,0,0,0,0,0,,0,0,0,549,"2","2","2","1","1","1","1","1","1","1","1","4","1278.23","2","2","2","2","2","2","2","4","4","2","1","NA","NA","217.3","1","2","1",1,,,,,,
"2006","EE",1313,"2","2006","15",1730,1286,0,0,,,,,,0,0,0,0,0,0,,0,5,0,439,"NA","2","NA","1","1","1","1","1","1","1","1","5","958.67","2","NA","2","2","2","2","2","1","5","2","1","NA","NA","287.6","1","1","1",1,,,,,,
"2006","EE",1319,"1","2006","24",2054,1320,0,0,,,,,,0,0,0,0,0,7,,0,0,0,735,"NA","2","2","1","1","1","1","1","3","1","1","1","1278.23","2","1","2","1","2","2","1","1","3","1","1","NA","NA","89.48","2","1","1",1,,,,,,
"2006","EE",1345,"2","2006","20",3821,3440,0,0,,,,,,0,0,0,0,0,0,,0,0,179,202,"2","2","NA","2","1","2","1","1","1","1","1","4","1278.23","2","NA","2","2","2","2","3","1","3","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",1356,"2","2006","20",4901,4728,0,0,,,,,,0,0,0,0,0,0,,0,173,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","3","511.29","1","NA","2","2","2","2","1","1","2","2","1","NA","NA","31.96","1","1","1",1,,,,,,
"2006","EE",1357,"1","2006","20",2000,1984,0,0,,,,,,0,0,0,0,0,1,,0,17,0,0,"NA","2","NA","2","2","1","1","1","1","1","1","4","1917.35","2","3","2","2","1","2","4","2","2","2","1","NA","NA","15.98","1","1","1",1,,,,,,
"2006","EE",1378,"2","2006","10",3037,379,0,0,,,,,,0,0,0,0,0,0,,0,2658,0,0,"NA","2","2","1","2","1","1","1","1","1","1","4","1278.23","2","NA","2","1","2","2","4","1","4","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",1385,"1","2006","14",512,-15,0,0,,,,,,0,0,0,0,0,0,,0,528,0,0,"NA","2","NA","1","1","1","1","1","1","1","1","4","2236.91","3","NA","2","2","2","1","4","1","3","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",1414,"2","2006","7",1814,1767,0,0,,,,,,0,0,0,0,0,0,,0,47,0,0,"2","2","NA","2","2","1","1","1","3","1","3","3","255.65","3","NA","2","1","1","2","4","1","2","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",1429,"1","2006","12",1678,1678,0,0,,,,,,0,0,0,0,0,0,,0,0,0,0,"NA","2","NA","2","1","1","1","1","1","1","3","5","1342.14","3","NA","2","2","1","2","1","1","3","2","1","NA","NA","63.91","1","1","1",1,,,,,,
"2006","EE",1448,"2","2006","15",2086,2066,0,0,,,,,,0,0,0,0,0,0,,0,20,0,0,"2","2","NA","2","1","1","1","1","3","1","2","3","1278.23","2","2","2","2","2","2","1","1","2","2","1","NA","NA","178.95","1","1","1",1,,,,,,
"2006","EE",1488,"2","2006","11",2092,2083,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9,"NA","2","NA","2","1","1","1","1","3","3","2","1","639.12","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","95.87","1","1","1",1,,,,,,
"2006","EE",1492,"2","2006","10",2541,2536,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"NA","2","NA","2","1","2","1","1","1","1","1","3","1278.23","2","NA","2","1","2","2","1","1","1","2","1","NA","NA","127.82","1","1","1",1,,,,,,
"2006","EE",1527,"2","2006","9",1884,1872,0,0,,,,,,0,0,0,0,0,0,,0,12,0,0,"NA","2","NA","1","1","2","1","1","1","1","1","3","319.56","2","NA","2","1","1","2","4","1","3","2","2","NA","NA","76.69","1","1","1",1,,,,,,
"2006","EE",1552,"2","2006","10",2355,2342,0,0,,,,,,0,0,0,0,0,0,,0,14,0,0,"2","2","2","1","1","1","1","1","1","1","2","4","1278.23","3","NA","2","2","2","2","2","4","2","2","1","NA","NA","38.35","2","1","1",1,,,,,,
"2006","EE",1608,"2","2006","19",0,-824,0,0,,,,,,0,0,0,0,0,0,,0,0,0,824,"NA","2","NA","2","1","1","1","1","1","1","3","3","1278.23","2","NA","1","2","2","2","1","1","2","2","1","NA","NA","28.76","1","1","1",1,,,,,,
"2006","EE",1609,"2","2006","12",0,-9,0,0,,,,,,0,0,0,0,0,0,,0,0,9,0,"NA","2","2","2","1","1","1","1","3","1","3","4","511.29","1","NA","2","2","2","2","1","1","2","2","1","NA","NA","44.74","2","1","1",1,,,,,,
"2006","EE",1612,"1","2006","9",2875,2860,0,0,,,,,,0,0,802,0,0,0,,0,1,14,0,"2","2","NA","1","1","1","1","1","2","1","1","6","2556.47","3","2","2","1","2","2","1","1","4","2","1","NA","NA","178.95","1","1","1",1,,,,,,
"2006","EE",1635,"2","2006","15",4442,4019,0,0,,,,,,0,0,0,0,0,0,,0,423,0,0,"2","2","NA","2","1","2","1","1","1","1","1","4","127.82","2","1","2","2","2","2","4","3","2","2","1","NA","NA","NA","1","1","1",1,,,,,,
"2006","EE",1636,"1","2006","38",0,-21,0,0,,,,,,0,0,0,0,0,0,,0,21,0,0,"NA","2","NA","2","1","1","1","1","1","1","2","2","255.65","3","NA","2","2","1","2","4","1","2","2","1","NA","NA","147","1","1","1",1,,,,,,
"2006","EE",1648,"3","2006","15",1396,1392,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4,"NA","2","NA","2","2","1","1","1","2","1","1","4","319.56","1","NA","2","2","2","2","2","1","2","2","1","NA","NA","147","1","2","1",1,,,,,,
